tenant_key,source_version_id,source_ref,source_kind,evidence_item_count,evidence_ids
lakeshore-industries,SRCV-LAKESHOREINDUSTRIES-DCCBBC30D86E,synthetic://lakeshore-industries/lakeshore/enterprise-profile.xlsx,external_reference,0,
lakeshore-industries,SRCV-LAKESHOREINDUSTRIES-4CA1CFA52148,synthetic://lakeshore-industries/lakeshore/application-inventory.xlsx,external_reference,0,
lakeshore-industries,SRCV-LAKESHOREINDUSTRIES-D10DBF2ECB65,synthetic://lakeshore-industries/lakeshore/org-and-persona-roster.xlsx,external_reference,0,
lakeshore-industries,SRCV-LAKESHOREINDUSTRIES-2245DB5EB368,synthetic://lakeshore-industries/lakeshore/vendor-and-contract-extract.xlsx,external_reference,0,
lakeshore-industries,SRCV-LAKESHOREINDUSTRIES-07B992179130,synthetic://lakeshore-industries/lakeshore/process-and-kpi-pack.xlsx,external_reference,0,
lakeshore-industries,SRCV-LAKESHOREINDUSTRIES-D64B96A007CA,synthetic://lakeshore-industries/lakeshore/data-product-catalog.xlsx,external_reference,0,
lakeshore-industries,SRCV-LAKESHOREINDUSTRIES-9B13BBCDDEFA,synthetic://lakeshore-industries/northline/enterprise-profile.xlsx,external_reference,0,
lakeshore-industries,SRCV-LAKESHOREINDUSTRIES-CBE8AD08B2E6,synthetic://lakeshore-industries/northline/application-inventory.xlsx,external_reference,0,
lakeshore-industries,SRCV-LAKESHOREINDUSTRIES-73C312258C7B,synthetic://lakeshore-industries/northline/org-and-persona-roster.xlsx,external_reference,0,
lakeshore-industries,SRCV-LAKESHOREINDUSTRIES-A94229F284F2,synthetic://lakeshore-industries/northline/vendor-and-contract-extract.xlsx,external_reference,0,
lakeshore-industries,SRCV-LAKESHOREINDUSTRIES-3B8CD6A1AB67,synthetic://lakeshore-industries/northline/process-and-kpi-pack.xlsx,external_reference,0,
lakeshore-industries,SRCV-LAKESHOREINDUSTRIES-6BC690578204,synthetic://lakeshore-industries/northline/data-product-catalog.xlsx,external_reference,0,
lakeshore-industries,SRCV-LAKESHOREINDUSTRIES-3C31546021A6,synthetic://lakeshore-industries/brightmark/enterprise-profile.xlsx,external_reference,0,
lakeshore-industries,SRCV-LAKESHOREINDUSTRIES-4B195ED3B6F7,synthetic://lakeshore-industries/brightmark/application-inventory.xlsx,external_reference,0,
lakeshore-industries,SRCV-LAKESHOREINDUSTRIES-3C1DC7C00CA7,synthetic://lakeshore-industries/brightmark/org-and-persona-roster.xlsx,external_reference,0,
lakeshore-industries,SRCV-LAKESHOREINDUSTRIES-CB0461586F2D,synthetic://lakeshore-industries/brightmark/vendor-and-contract-extract.xlsx,external_reference,0,
lakeshore-industries,SRCV-LAKESHOREINDUSTRIES-FEF7B8BC08DE,synthetic://lakeshore-industries/brightmark/process-and-kpi-pack.xlsx,external_reference,0,
