tenant_key,row_ref,input_file,source_version_id,source_identity_method,source_identity_confidence,notes
lakeshore-industries,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv#2,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv,SRCV-LAKESHOREINDUSTRIES-DCCBBC30D86E,unspecified,unspecified,
lakeshore-industries,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv#3,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv,SRCV-LAKESHOREINDUSTRIES-4CA1CFA52148,unspecified,unspecified,
lakeshore-industries,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv#4,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv,SRCV-LAKESHOREINDUSTRIES-D10DBF2ECB65,unspecified,unspecified,
lakeshore-industries,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv#5,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv,SRCV-LAKESHOREINDUSTRIES-2245DB5EB368,unspecified,unspecified,
lakeshore-industries,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv#6,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv,SRCV-LAKESHOREINDUSTRIES-07B992179130,unspecified,unspecified,
lakeshore-industries,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv#7,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv,SRCV-LAKESHOREINDUSTRIES-D64B96A007CA,unspecified,unspecified,
lakeshore-industries,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv#8,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv,SRCV-LAKESHOREINDUSTRIES-9B13BBCDDEFA,unspecified,unspecified,
lakeshore-industries,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv#9,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv,SRCV-LAKESHOREINDUSTRIES-CBE8AD08B2E6,unspecified,unspecified,
lakeshore-industries,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv#10,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv,SRCV-LAKESHOREINDUSTRIES-73C312258C7B,unspecified,unspecified,
lakeshore-industries,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv#11,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv,SRCV-LAKESHOREINDUSTRIES-A94229F284F2,unspecified,unspecified,
lakeshore-industries,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv#12,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv,SRCV-LAKESHOREINDUSTRIES-3B8CD6A1AB67,unspecified,unspecified,
lakeshore-industries,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv#13,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv,SRCV-LAKESHOREINDUSTRIES-6BC690578204,unspecified,unspecified,
lakeshore-industries,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv#14,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv,SRCV-LAKESHOREINDUSTRIES-3C31546021A6,unspecified,unspecified,
lakeshore-industries,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv#15,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv,SRCV-LAKESHOREINDUSTRIES-4B195ED3B6F7,unspecified,unspecified,
lakeshore-industries,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv#16,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv,SRCV-LAKESHOREINDUSTRIES-3C1DC7C00CA7,unspecified,unspecified,
lakeshore-industries,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv#17,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv,SRCV-LAKESHOREINDUSTRIES-CB0461586F2D,unspecified,unspecified,
lakeshore-industries,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv#18,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv,SRCV-LAKESHOREINDUSTRIES-FEF7B8BC08DE,unspecified,unspecified,
lakeshore-industries,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv#19,datasets/tenant-inputs/archive/lakeshore-industries/consolidated-20260714/holdco-pack/V7_13_source_evidence_registry.csv,SRCV-LAKESHOREINDUSTRIES-3D2396070CB1,unspecified,unspecified,
