team_id,measured_at,deploy_freq_per_week,lead_time_hours,mttr_hours,change_failure_rate_pct,reliability_pct
NST-TEAM-01,2026-04-01,0.9,26,3.5,8,96
NST-TEAM-01,2026-04-08,0.9,26,3.5,8,96
NST-TEAM-01,2026-04-15,0.9,26,3.5,8,96
NST-TEAM-01,2026-04-22,0.9,26,3.5,8,96
NST-TEAM-01,2026-05-01,0.9,26,3.5,8,96
NST-TEAM-01,2026-05-08,0.9,26,3.5,8,96
NST-TEAM-01,2026-05-15,0.9,26,3.5,8,96
NST-TEAM-01,2026-05-22,0.9,26,3.5,8,96
NST-TEAM-02,2026-04-01,1.3,34,5,9,95
NST-TEAM-02,2026-04-08,1.3,34,5,9,95
NST-TEAM-02,2026-04-15,1.3,34,5,9,95
NST-TEAM-02,2026-04-22,1.3,34,5,9,95
NST-TEAM-02,2026-05-01,1.3,34,5,9,95
NST-TEAM-02,2026-05-08,1.3,34,5,9,95
NST-TEAM-02,2026-05-15,1.3,34,5,9,95
NST-TEAM-02,2026-05-22,1.3,34,5,9,95
NST-TEAM-03,2026-04-01,1.7,42,6.5,10,94
NST-TEAM-03,2026-04-08,1.7,42,6.5,10,94
NST-TEAM-03,2026-04-15,1.7,42,6.5,10,94
NST-TEAM-03,2026-04-22,1.7,42,6.5,10,94
NST-TEAM-03,2026-05-01,1.7,42,6.5,10,94
NST-TEAM-03,2026-05-08,1.7,42,6.5,10,94
NST-TEAM-03,2026-05-15,1.7,42,6.5,10,94
NST-TEAM-03,2026-05-22,1.7,42,6.5,10,94
NST-TEAM-04,2026-04-01,2.1,50,8,11,93
NST-TEAM-04,2026-04-08,2.1,50,8,11,93
NST-TEAM-04,2026-04-15,2.1,50,8,11,93
NST-TEAM-04,2026-04-22,2.1,50,8,11,93
NST-TEAM-04,2026-05-01,2.1,50,8,11,93
NST-TEAM-04,2026-05-08,2.1,50,8,11,93
NST-TEAM-04,2026-05-15,2.1,50,8,11,93
NST-TEAM-04,2026-05-22,2.1,50,8,11,93
NST-TEAM-05,2026-04-01,2.5,58,9.5,12,97
NST-TEAM-05,2026-04-08,2.5,58,9.5,12,97
NST-TEAM-05,2026-04-15,2.5,58,9.5,12,97
NST-TEAM-05,2026-04-22,2.5,58,9.5,12,97
NST-TEAM-05,2026-05-01,2.5,58,9.5,12,97
