initiative_id,title,status,sentinel_posture,sponsor_role,committed_usd,projected_value_usd,linked_app_ids,notes
NST-INIT-S4-WAVE0,SAP S/4 Global Consolidation Wave 0,active,hold_contested,CIO,68000000,204000000,NST-APP-021;NST-APP-038,
NST-INIT-JDE-DENTAL-SUNSET,JD Edwards Dental Sunset,active,restructure,CFO,18500000,55500000,NST-APP-022;NST-APP-039,RESTRUCTURE CANDIDATE
NST-INIT-AS400-REBATES,AS/400 Distributor Rebates Retirement,active,kill,EVP HIS,7200000,21600000,NST-APP-023;NST-APP-040,KILL CANDIDATE
NST-INIT-CODING-AI,Clinical Coding AI Modernization,active,accelerate_with_guardrails,Chief Quality Officer,42000000,126000000,NST-APP-024;NST-APP-041,
NST-INIT-QMS-EVIDENCE,QMS Evidence Automation,active,accelerate,CIO,16000000,48000000,NST-APP-025;NST-APP-042,
NST-INIT-PRODUCT-RATIONALIZATION,Product Portfolio Rationalization Analytics,active,continue,CFO,12000000,36000000,NST-APP-026;NST-APP-043,
NST-INIT-GENAI-ENGINEERING,GenAI Product Engineering Assistant,active,restructure,EVP HIS,9500000,28500000,NST-APP-027;NST-APP-044,
NST-INIT-TSA-IDENTITY,TSA Identity Exit,active,accelerate,Chief Quality Officer,22000000,66000000,NST-APP-028;NST-APP-045,
NST-INIT-MES-HARMONIZATION,Plant MES Harmonization,active,continue_with_warning,CIO,36000000,108000000,NST-APP-029;NST-APP-046,
NST-INIT-DENTAL-PLM,Dental Materials Legacy PLM Replacement,active,kill,CFO,8600000,25800000,NST-APP-030;NST-APP-047,
NST-INIT-011,Northstar transformation initiative 11,active,continue,CFO,11020000,22400000,NST-APP-012;NST-APP-030,
NST-INIT-012,Northstar transformation initiative 12,active,continue,COO,11840000,23800000,NST-APP-013;NST-APP-031,
NST-INIT-013,Northstar transformation initiative 13,active,continue,EVP HIS,12660000,25200000,NST-APP-014;NST-APP-032,
NST-INIT-014,Northstar transformation initiative 14,active,continue,Chief Quality Officer,13480000,26600000,NST-APP-015;NST-APP-033,
NST-INIT-015,Northstar transformation initiative 15,active,continue,CIO,14300000,28000000,NST-APP-016;NST-APP-034,
NST-INIT-016,Northstar transformation initiative 16,active,continue,CFO,15120000,29400000,NST-APP-017;NST-APP-035,
NST-INIT-017,Northstar transformation initiative 17,active,continue,COO,15940000,30800000,NST-APP-018;NST-APP-036,
NST-INIT-018,Northstar transformation initiative 18,active,continue_with_warning,EVP HIS,16760000,32200000,NST-APP-019;NST-APP-037,
NST-INIT-019,Northstar transformation initiative 19,active,continue,Chief Quality Officer,17580000,33600000,NST-APP-020;NST-APP-038,
NST-INIT-020,Northstar transformation initiative 20,active,continue,CIO,18400000,35000000,NST-APP-021;NST-APP-039,
NST-INIT-021,Northstar transformation initiative 21,active,continue,CFO,19220000,36400000,NST-APP-022;NST-APP-040,
NST-INIT-022,Northstar transformation initiative 22,active,continue,COO,20040000,37800000,NST-APP-023;NST-APP-041,
NST-INIT-023,Northstar transformation initiative 23,active,continue,EVP HIS,20860000,39200000,NST-APP-024;NST-APP-042,
NST-INIT-024,Northstar transformation initiative 24,active,continue,Chief Quality Officer,21680000,40600000,NST-APP-025;NST-APP-043,
NST-INIT-025,Northstar transformation initiative 25,active,continue,CIO,22500000,42000000,NST-APP-026;NST-APP-044,
