tenant_key,interview_id,interview_group,executive_area,stakeholder_role,question_id,question,synthetic_answer,priority_theme,business_priority,pain_point,known_challenge,key_initiative,initiative_link,system_or_vendor_mentioned,data_domain_mentioned,metric_mentioned,risk_or_control_mentioned,evidence_needed,decision_supported,confidence,source_type,source_adapter_id,source_adapter_name,interview_date,active_candidate_status,evidence_id,module_usage_notes
first-capital,FCF-INT-01,CIO / Technology leadership team,CIO / Technology leadership team,CIO,Q01,What are the top strategic priorities this year?,"CIO / Technology leadership team says Fraud copilot readiness is promising, but strategy is not decision-grade until Fraud detection and case platform evidence closes: alert lineage and feature provenance are not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",strategy,Fraud copilot readiness,priority clarity,alert lineage and feature provenance are not certified,Fraud copilot readiness,FCF-MOVE-001,Fraud detection and case platform,alerts,baseline_required,alert lineage and feature provenance are not certified,alert lineage and feature provenance are not certified; model-risk approval evidence is incomplete; operator acceptance telemetry is not loaded; false-positive and loss baselines are not finance-approved,Fraud copilot readiness phase-gate and evidence-readiness decision,medium,executive_interview,SA07,SA07 Executive Interview Insights,2026-07-16,active,FCF-SA07-INT-EVID-0001,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks
first-capital,FCF-INT-01,CIO / Technology leadership team,CIO / Technology leadership team,CIO,Q02,Where does the current operating model slow decisions?,"CIO / Technology leadership team says AML/KYC operations assist is promising, but operating model is not decision-grade until Core banking platform evidence closes: watchlist and customer-master lineage are not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",operating model,AML/KYC operations assist,decision latency,watchlist and customer-master lineage are not certified,AML/KYC operations assist,FCF-MOVE-002,Core banking platform,watchlist alerts,baseline_required,watchlist and customer-master lineage are not certified,case narrative provenance and reviewer controls need validation; watchlist and customer-master lineage are not certified; explainability and human approval path are incomplete; regulatory audit evidence is not loaded,AML/KYC operations assist phase-gate and evidence-readiness decision,high,executive_interview,SA07,SA07 Executive Interview Insights,2026-07-16,active,FCF-SA07-INT-EVID-0002,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks
first-capital,FCF-INT-01,CIO / Technology leadership team,CIO / Technology leadership team,CIO,Q03,Which vendor or contract issue creates the most friction?,"CIO / Technology leadership team says Contact center banker assist is promising, but vendor is not decision-grade until Digital banking platform evidence closes: approved answer content ownership is not assigned. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",vendor,Contact center banker assist,contract friction,approved answer content ownership is not assigned,Contact center banker assist,FCF-MOVE-003,Digital banking platform,digital journey context,baseline_required,approved answer content ownership is not assigned,PII handling and masking evidence is incomplete; real-time CRM/core integration evidence is missing; approved answer content ownership is not assigned; QA and acceptance telemetry are not loaded,Contact center banker assist phase-gate and evidence-readiness decision,high,executive_interview,SA07,SA07 Executive Interview Insights,2026-07-16,active,FCF-SA07-INT-EVID-0003,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks
first-capital,FCF-INT-01,CIO / Technology leadership team,CIO / Technology leadership team,CIO,Q04,Which application or platform constraint matters most?,"CIO / Technology leadership team says Regulatory reporting modernization is promising, but platform is not decision-grade until Risk and regulatory reporting data mart evidence closes: data-quality exceptions are not owner-certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",platform,Regulatory reporting modernization,technical constraint,data-quality exceptions are not owner-certified,Regulatory reporting modernization,FCF-MOVE-004,Risk and regulatory reporting data mart,GL reconciliation,baseline_required,data-quality exceptions are not owner-certified,regulatory-report lineage is fragmented across marts and manual files; control evidence and attestations are not linked to data products; cloud lakehouse is target-state only; data-quality exceptions are not owner-certified,Regulatory reporting modernization phase-gate and evidence-readiness decision,high,executive_interview,SA07,SA07 Executive Interview Insights,2026-07-16,active,FCF-SA07-INT-EVID-0004,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks
first-capital,FCF-INT-01,CIO / Technology leadership team,CIO / Technology leadership team,CIO,Q05,Where are data quality or lineage gaps blocking confidence?,"CIO / Technology leadership team says Customer 360 and identity resolution is promising, but data is not decision-grade until Core banking platform evidence closes: identity match rules and exception handling are not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",data,Customer 360 and identity resolution,lineage gap,identity match rules and exception handling are not certified,Customer 360 and identity resolution,FCF-MOVE-005,Core banking platform,servicing history,baseline_required,identity match rules and exception handling are not certified,"identity match rules and exception handling are not certified; consent and permissible-use controls need evidence; lineage across core, digital, and CRM is incomplete; customer 360 platform is target-state only",Customer 360 and identity resolution phase-gate and evidence-readiness decision,medium,executive_interview,SA07,SA07 Executive Interview Insights,2026-07-16,active,FCF-SA07-INT-EVID-0005,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks
first-capital,FCF-INT-01,CIO / Technology leadership team,CIO / Technology leadership team,CIO,Q06,Which modernization priority is hardest to fund or sequence?,"CIO / Technology leadership team says Loan operations automation is promising, but modernization is not decision-grade until Banker and contact center CRM evidence closes: human review and exception controls need evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",modernization,Loan operations automation,sequencing risk,human review and exception controls need evidence,Loan operations automation,FCF-MOVE-006,Banker and contact center CRM,applications,baseline_required,human review and exception controls need evidence,document lineage and classification accuracy are not approved; human review and exception controls need evidence; fair-lending and model-risk review are incomplete; cycle-time and defect baselines are not owner-certified,Loan operations automation phase-gate and evidence-readiness decision,high,executive_interview,SA07,SA07 Executive Interview Insights,2026-07-16,active,FCF-SA07-INT-EVID-0006,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks
first-capital,FCF-INT-01,CIO / Technology leadership team,CIO / Technology leadership team,CIO,Q07,Which AI use case has executive appetite but weak evidence?,"CIO / Technology leadership team says Vendor and contract optimization is promising, but AI readiness is not decision-grade until Finance and procurement ERP evidence closes: third-party risk evidence is not linked to renewal decisions. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",AI readiness,Vendor and contract optimization,readiness gap,third-party risk evidence is not linked to renewal decisions,Vendor and contract optimization,FCF-MOVE-007,Finance and procurement ERP,SLAs,baseline_required,third-party risk evidence is not linked to renewal decisions,"SLA obligations are not linked to business criticality; invoice-to-SOW and rate-card variance are not reconciled; third-party risk evidence is not linked to renewal decisions; exit, audit, and data-export rights need legal review",Vendor and contract optimization phase-gate and evidence-readiness decision,high,executive_interview,SA07,SA07 Executive Interview Insights,2026-07-16,active,FCF-SA07-INT-EVID-0007,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks
first-capital,FCF-INT-01,CIO / Technology leadership team,CIO / Technology leadership team,CIO,Q08,What risk or control would block production use?,"CIO / Technology leadership team says Fraud copilot readiness is promising, but risk is not decision-grade until Model risk management registry evidence closes: false-positive and loss baselines are not finance-approved. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",risk,Fraud copilot readiness,control blocker,false-positive and loss baselines are not finance-approved,Fraud copilot readiness,FCF-MOVE-001,Model risk management registry,transaction features,baseline_required,false-positive and loss baselines are not finance-approved,alert lineage and feature provenance are not certified; model-risk approval evidence is incomplete; operator acceptance telemetry is not loaded; false-positive and loss baselines are not finance-approved,Fraud copilot readiness phase-gate and evidence-readiness decision,high,executive_interview,SA07,SA07 Executive Interview Insights,2026-07-16,active,FCF-SA07-INT-EVID-0008,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks
first-capital,FCF-INT-01,CIO / Technology leadership team,CIO / Technology leadership team,CIO,Q09,Which KPI baseline should Tower validate first?,"CIO / Technology leadership team says AML/KYC operations assist is promising, but metrics is not decision-grade until AML/KYC case management platform evidence closes: case narrative provenance and reviewer controls need validation. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",metrics,AML/KYC operations assist,baseline gap,case narrative provenance and reviewer controls need validation,AML/KYC operations assist,FCF-MOVE-002,AML/KYC case management platform,SAR workflow,baseline_required,case narrative provenance and reviewer controls need validation,case narrative provenance and reviewer controls need validation; watchlist and customer-master lineage are not certified; explainability and human approval path are incomplete; regulatory audit evidence is not loaded,AML/KYC operations assist phase-gate and evidence-readiness decision,medium,executive_interview,SA07,SA07 Executive Interview Insights,2026-07-16,active,FCF-SA07-INT-EVID-0009,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks
first-capital,FCF-INT-01,CIO / Technology leadership team,CIO / Technology leadership team,CIO,Q10,What value expectation should finance test before approval?,"CIO / Technology leadership team says Contact center banker assist is promising, but value is not decision-grade until Banker and contact center CRM evidence closes: real-time CRM/core integration evidence is missing. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",value,Contact center banker assist,finance proof,real-time CRM/core integration evidence is missing,Contact center banker assist,FCF-MOVE-003,Banker and contact center CRM,customer profile,baseline_required,real-time CRM/core integration evidence is missing,PII handling and masking evidence is incomplete; real-time CRM/core integration evidence is missing; approved answer content ownership is not assigned; QA and acceptance telemetry are not loaded,Contact center banker assist phase-gate and evidence-readiness decision,high,executive_interview,SA07,SA07 Executive Interview Insights,2026-07-16,active,FCF-SA07-INT-EVID-0010,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks
