relationship_name,from_object,from_type,relationship_type,to_object,to_type,business_meaning,evidence_source,known_gaps,confidence
Executive Office Workflow Platform supports Executive Office,Executive Office Workflow Platform,System / Platform,supports,Executive Office,Business Function,Executive Office Workflow Platform supports enterprise priorities and portfolio governance.,MERIDIAN-HEALTH-MH-ENTERPRISE-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Executive Office owned by Chief Strategy Officer,Executive Office,Business Function,owned_by,Chief Strategy Officer,Owner / Executive Role,Chief Strategy Officer is accountable for Executive Office evidence and readiness.,MERIDIAN-HEALTH-MH-ENTERPRISE-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Executive Office Operational Dataset produced by Executive Office Workflow Platform,Executive Office Operational Dataset,Data Asset,produces,Executive Office Workflow Platform,System / Platform,Executive Office Operational Dataset is produced or sourced from Executive Office Workflow Platform.,MERIDIAN-HEALTH-MH-ENTERPRISE-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Executive Office Analytics Mart consumes Executive Office Operational Dataset,Executive Office Analytics Mart,System / Platform,consumes,Executive Office Operational Dataset,Data Asset,Executive Office Analytics Mart consumes Executive Office Operational Dataset for analytics/workflow support.,MERIDIAN-HEALTH-MH-ENTERPRISE-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Executive Office Workflow Platform feeds Executive Office Analytics Mart,Executive Office Workflow Platform,System / Platform,feeds,Executive Office Analytics Mart,Data Asset,Executive Office Workflow Platform feeds Executive Office Analytics Mart through batch/API/interface flows that require lineage validation.,MERIDIAN-HEALTH-MH-ENTERPRISE-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Executive Office Analytics Mart integrates with Executive Office Reporting Workspace,Executive Office Analytics Mart,System / Platform,integrates_with,Executive Office Reporting Workspace,System / Platform,"Executive Office Analytics Mart integrates with Executive Office Reporting Workspace for workflow, reporting, or exception handling.",MERIDIAN-HEALTH-MH-ENTERPRISE-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Executive Office Reporting Workspace depends on Executive Office Workflow Platform,Executive Office Reporting Workspace,System / Platform,depends_on,Executive Office Workflow Platform,System / Platform,"Executive Office Reporting Workspace depends on Executive Office Workflow Platform for source data, workflow handoff, or identity/transaction context.",MERIDIAN-HEALTH-MH-ENTERPRISE-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Executive Office Workflow Platform hosted on Executive Office Primary Midwest Data Center Hosting Segment,Executive Office Workflow Platform,System / Platform,hosted_on,Executive Office Primary Midwest Data Center Hosting Segment,Infrastructure / Platform,Executive Office Workflow Platform is hosted on or materially depends on the Executive Office hosting segment.,MERIDIAN-HEALTH-MH-ENTERPRISE-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Executive Office Workflow Platform hosted in Primary Midwest Data Center,Executive Office Workflow Platform,System / Platform,hosted_in,Primary Midwest Data Center,Infrastructure / Platform,Executive Office Workflow Platform has current or dependent hosting in Primary Midwest Data Center.,MERIDIAN-HEALTH-MH-ENTERPRISE-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Databricks on AWS Lakehouse target for Executive Office Operational Dataset,Databricks on AWS Lakehouse,Infrastructure / Platform,target_platform_for,Executive Office Operational Dataset,Data Asset,Databricks on AWS Lakehouse is the target path for governed modernization of Executive Office Operational Dataset.,MERIDIAN-HEALTH-MH-ENTERPRISE-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Executive Office governed by Enterprise Strategy governance council,Executive Office,Business Function,governed_by,Enterprise Strategy governance council,Governance Forum,"Enterprise Strategy governance council should validate evidence, exceptions, metrics, and promotion readiness.",MERIDIAN-HEALTH-MH-ENTERPRISE-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Enterprise profile and corporate priorities program funded by Chief Strategy Officer,Enterprise profile and corporate priorities modernization and readiness program,Program / Initiative,funded_by,Chief Strategy Officer,Owner / Executive Role,Chief Strategy Officer sponsors or funds the Enterprise profile and corporate priorities modernization and readiness program.,MERIDIAN-HEALTH-MH-ENTERPRISE-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Databricks on AWS Lakehouse replaces candidate legacy Executive Office Operational Dataset,Databricks on AWS Lakehouse,Infrastructure / Platform,replaced_by,Executive Office Operational Dataset,Data Asset,Executive Office Operational Dataset is a candidate legacy/fragmented asset to be rationalized or certified through Databricks on AWS Lakehouse.,MERIDIAN-HEALTH-MH-ENTERPRISE-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Executive Office used by Executive Office Analyst / Steward,Executive Office,Business Function,used_by,Executive Office Analyst / Steward,Workforce Role,"Executive Office analysts and stewards use this context for reporting, reconciliation, and readiness checks.",MERIDIAN-HEALTH-MH-ENTERPRISE-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Executive Office Operational Dataset part of Enterprise profile and corporate priorities modernization and readiness program,Executive Office Operational Dataset,Data Asset,part_of,Enterprise profile and corporate priorities modernization and readiness program,Program / Initiative,"Executive Office Operational Dataset is in scope for Enterprise profile and corporate priorities modernization, validation, or context-readiness work.",MERIDIAN-HEALTH-MH-ENTERPRISE-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Oracle provides Executive Office Workflow Platform,Oracle,Vendor / Contract,provided_by,Executive Office Workflow Platform,System / Platform,"Oracle provides, supports, or contracts around Executive Office Workflow Platform.",MERIDIAN-HEALTH-MH-ENTERPRISE-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Executive Office measured by Executive Office cycle time,Executive Office,Business Function,measured_by,Executive Office cycle time,Metric / Outcome,Executive Office cycle time measures Executive Office performance.,MERIDIAN-HEALTH-MH-ENTERPRISE-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Executive Office has risk Executive Office data lineage and definition risk,Executive Office,Business Function,has_risk,Executive Office data lineage and definition risk,Risk / Control,Executive Office has a known evidence/lineage risk until validation is complete.,MERIDIAN-HEALTH-MH-ENTERPRISE-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Epic Hyperspace supports Provider Operations,Epic Hyperspace,System / Platform,supports,Provider Operations,Business Function,"Epic Hyperspace supports clinical documentation, orders, care management, discharge coordination.",MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Provider Operations owned by CMO,Provider Operations,Business Function,owned_by,CMO,Owner / Executive Role,CMO is accountable for Provider Operations evidence and readiness.,MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Provider Operations Operational Dataset produced by Epic Hyperspace,Provider Operations Operational Dataset,Data Asset,produces,Epic Hyperspace,System / Platform,Provider Operations Operational Dataset is produced or sourced from Epic Hyperspace.,MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Epic Clarity consumes Provider Operations Operational Dataset,Epic Clarity,System / Platform,consumes,Provider Operations Operational Dataset,Data Asset,Epic Clarity consumes Provider Operations Operational Dataset for analytics/workflow support.,MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Epic Hyperspace feeds Provider Operations Analytics Mart,Epic Hyperspace,System / Platform,feeds,Provider Operations Analytics Mart,Data Asset,Epic Hyperspace feeds Provider Operations Analytics Mart through batch/API/interface flows that require lineage validation.,MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Epic Clarity integrates with Epic Caboodle,Epic Clarity,System / Platform,integrates_with,Epic Caboodle,System / Platform,"Epic Clarity integrates with Epic Caboodle for workflow, reporting, or exception handling.",MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Epic Caboodle depends on Epic Hyperspace,Epic Caboodle,System / Platform,depends_on,Epic Hyperspace,System / Platform,"Epic Caboodle depends on Epic Hyperspace for source data, workflow handoff, or identity/transaction context.",MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Epic Hyperspace hosted on Provider Operations Primary Midwest Data Center Hosting Segment,Epic Hyperspace,System / Platform,hosted_on,Provider Operations Primary Midwest Data Center Hosting Segment,Infrastructure / Platform,Epic Hyperspace is hosted on or materially depends on the Provider Operations hosting segment.,MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Epic Hyperspace hosted in Primary Midwest Data Center,Epic Hyperspace,System / Platform,hosted_in,Primary Midwest Data Center,Infrastructure / Platform,Epic Hyperspace has current or dependent hosting in Primary Midwest Data Center.,MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Databricks on AWS Lakehouse target for Provider Operations Operational Dataset,Databricks on AWS Lakehouse,Infrastructure / Platform,target_platform_for,Provider Operations Operational Dataset,Data Asset,Databricks on AWS Lakehouse is the target path for governed modernization of Provider Operations Operational Dataset.,MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Provider Operations governed by Clinical Operations governance council,Provider Operations,Business Function,governed_by,Clinical Operations governance council,Governance Forum,"Clinical Operations governance council should validate evidence, exceptions, metrics, and promotion readiness.",MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Provider / clinical operations program funded by CMO,Provider / clinical operations modernization and readiness program,Program / Initiative,funded_by,CMO,Owner / Executive Role,CMO sponsors or funds the Provider / clinical operations modernization and readiness program.,MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Databricks on AWS Lakehouse replaces candidate legacy Provider Operations Operational Dataset,Databricks on AWS Lakehouse,Infrastructure / Platform,replaced_by,Provider Operations Operational Dataset,Data Asset,Provider Operations Operational Dataset is a candidate legacy/fragmented asset to be rationalized or certified through Databricks on AWS Lakehouse.,MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Provider Operations used by Provider Operations Analyst / Steward,Provider Operations,Business Function,used_by,Provider Operations Analyst / Steward,Workforce Role,"Provider Operations analysts and stewards use this context for reporting, reconciliation, and readiness checks.",MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Provider Operations Operational Dataset part of Provider / clinical operations modernization and readiness program,Provider Operations Operational Dataset,Data Asset,part_of,Provider / clinical operations modernization and readiness program,Program / Initiative,"Provider Operations Operational Dataset is in scope for Provider / clinical operations modernization, validation, or context-readiness work.",MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Workday provides Epic Hyperspace,Workday,Vendor / Contract,provided_by,Epic Hyperspace,System / Platform,"Workday provides, supports, or contracts around Epic Hyperspace.",MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Provider Operations measured by Provider Operations cycle time,Provider Operations,Business Function,measured_by,Provider Operations cycle time,Metric / Outcome,Provider Operations cycle time measures Provider Operations performance.,MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Provider Operations has risk Provider Operations data lineage and definition risk,Provider Operations,Business Function,has_risk,Provider Operations data lineage and definition risk,Risk / Control,Provider Operations has a known evidence/lineage risk until validation is complete.,MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Claims Administration Platform supports Claims Operations,Claims Administration Platform,System / Platform,supports,Claims Operations,Business Function,"Claims Administration Platform supports claims intake, adjudication, payment status, denial management.",MERIDIAN-HEALTH-MH-CLAIMS-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Claims Operations owned by Health Plan COO,Claims Operations,Business Function,owned_by,Health Plan COO,Owner / Executive Role,Health Plan COO is accountable for Claims Operations evidence and readiness.,MERIDIAN-HEALTH-MH-CLAIMS-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
Claims Operations Operational Dataset produced by Claims Administration Platform,Claims Operations Operational Dataset,Data Asset,produces,Claims Administration Platform,System / Platform,Claims Operations Operational Dataset is produced or sourced from Claims Administration Platform.,MERIDIAN-HEALTH-MH-CLAIMS-OPS-EV01,Relationship is synthetic candidate; validate source lineage and owner attestation before promotion.,Medium
