tenant_key,persona_or_role,function_name,role_count,location_model,employment_type,vendor_supported,skills,pain_points,automation_opportunity,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
apex-retail,Store manager,Store manager,,,,,,,"AI-relevant where workflow redesign, controls, and adoption evidence are present",datasets/tenant-inputs/active/apex-retail/current/03_workforce_roles.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_04_workforce_personas.csv,enterprise-pack,2,APX-PER-001,synthetic-demo,682bfa85713958dcfe1e5361cddc59bac4a816b9e84410f81f3c9c431531f40b,retained_from_active_source,none
apex-retail,Department lead,Department lead,,,,,,,"AI-relevant where workflow redesign, controls, and adoption evidence are present",datasets/tenant-inputs/active/apex-retail/current/03_workforce_roles.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_04_workforce_personas.csv,enterprise-pack,3,APX-PER-002,synthetic-demo,682bfa85713958dcfe1e5361cddc59bac4a816b9e84410f81f3c9c431531f40b,retained_from_active_source,none
apex-retail,Merchandise planner,Merchandise planner,,,,,,,"AI-relevant where workflow redesign, controls, and adoption evidence are present",datasets/tenant-inputs/active/apex-retail/current/03_workforce_roles.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_04_workforce_personas.csv,enterprise-pack,4,APX-PER-003,synthetic-demo,682bfa85713958dcfe1e5361cddc59bac4a816b9e84410f81f3c9c431531f40b,retained_from_active_source,none
apex-retail,Supply chain planner,Supply chain planner,,,,,,,"AI-relevant where workflow redesign, controls, and adoption evidence are present",datasets/tenant-inputs/active/apex-retail/current/03_workforce_roles.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_04_workforce_personas.csv,enterprise-pack,5,APX-PER-004,synthetic-demo,682bfa85713958dcfe1e5361cddc59bac4a816b9e84410f81f3c9c431531f40b,retained_from_active_source,none
apex-retail,Ecommerce product manager,Ecommerce product manager,,,,,,,"AI-relevant where workflow redesign, controls, and adoption evidence are present",datasets/tenant-inputs/active/apex-retail/current/03_workforce_roles.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_04_workforce_personas.csv,enterprise-pack,6,APX-PER-005,synthetic-demo,682bfa85713958dcfe1e5361cddc59bac4a816b9e84410f81f3c9c431531f40b,retained_from_active_source,none
apex-retail,Loyalty marketer,Loyalty marketer,,,,,,,"AI-relevant where workflow redesign, controls, and adoption evidence are present",datasets/tenant-inputs/active/apex-retail/current/03_workforce_roles.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_04_workforce_personas.csv,enterprise-pack,7,APX-PER-006,synthetic-demo,682bfa85713958dcfe1e5361cddc59bac4a816b9e84410f81f3c9c431531f40b,retained_from_active_source,none
apex-retail,Loss prevention analyst,Loss prevention analyst,,,,,,,"AI-relevant where workflow redesign, controls, and adoption evidence are present",datasets/tenant-inputs/active/apex-retail/current/03_workforce_roles.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_04_workforce_personas.csv,enterprise-pack,8,APX-PER-007,synthetic-demo,682bfa85713958dcfe1e5361cddc59bac4a816b9e84410f81f3c9c431531f40b,retained_from_active_source,none
apex-retail,Finance analyst,Finance analyst,,,,,,,"AI-relevant where workflow redesign, controls, and adoption evidence are present",datasets/tenant-inputs/active/apex-retail/current/03_workforce_roles.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_04_workforce_personas.csv,enterprise-pack,9,APX-PER-008,synthetic-demo,682bfa85713958dcfe1e5361cddc59bac4a816b9e84410f81f3c9c431531f40b,retained_from_active_source,none
apex-retail,Data engineer,Data engineer,,,,,,,"AI-relevant where workflow redesign, controls, and adoption evidence are present",datasets/tenant-inputs/active/apex-retail/current/03_workforce_roles.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_04_workforce_personas.csv,enterprise-pack,10,APX-PER-009,synthetic-demo,682bfa85713958dcfe1e5361cddc59bac4a816b9e84410f81f3c9c431531f40b,retained_from_active_source,none
apex-retail,Contact center agent,Contact center agent,,,,,,,"AI-relevant where workflow redesign, controls, and adoption evidence are present",datasets/tenant-inputs/active/apex-retail/current/03_workforce_roles.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_04_workforce_personas.csv,enterprise-pack,11,APX-PER-010,synthetic-demo,682bfa85713958dcfe1e5361cddc59bac4a816b9e84410f81f3c9c431531f40b,retained_from_active_source,none
apex-retail,Store associate,Store associate,,,,,,,"AI-relevant where workflow redesign, controls, and adoption evidence are present",datasets/tenant-inputs/active/apex-retail/current/03_workforce_roles.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_04_workforce_personas.csv,enterprise-pack,12,APX-PER-011,synthetic-demo,682bfa85713958dcfe1e5361cddc59bac4a816b9e84410f81f3c9c431531f40b,retained_from_active_source,none
apex-retail,SRE engineer,SRE engineer,,,,,,,"AI-relevant where workflow redesign, controls, and adoption evidence are present",datasets/tenant-inputs/active/apex-retail/current/03_workforce_roles.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_04_workforce_personas.csv,enterprise-pack,13,APX-PER-012,synthetic-demo,682bfa85713958dcfe1e5361cddc59bac4a816b9e84410f81f3c9c431531f40b,retained_from_active_source,none
