tenant_key,use_case_name,business_function,process_area,ai_pattern,current_status,value_hypothesis,required_data,required_systems,human_approval_points,risk_controls,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
apex-retail,Retail lakehouse and customer inventory graph,,,,,95000000,,,,,datasets/tenant-inputs/active/apex-retail/current/10_ai_automation_use_cases.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_10_ai_initiatives.csv,enterprise-pack,2,APX-INIT-001,synthetic-demo,99791230f0922b635b72cab3f7f6afe5df5eb4e15e84364f9b5f52fbae879bd8,retained_from_active_source,conflict_resolved
apex-retail,AI demand forecasting and replenishment,,,,,72000000,,,,,datasets/tenant-inputs/active/apex-retail/current/10_ai_automation_use_cases.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_10_ai_initiatives.csv,enterprise-pack,3,APX-INIT-002,synthetic-demo,99791230f0922b635b72cab3f7f6afe5df5eb4e15e84364f9b5f52fbae879bd8,retained_from_active_source,conflict_resolved
apex-retail,Store labor scheduling optimization,,,,,51000000,,,,,datasets/tenant-inputs/active/apex-retail/current/10_ai_automation_use_cases.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_10_ai_initiatives.csv,enterprise-pack,4,APX-INIT-003,synthetic-demo,99791230f0922b635b72cab3f7f6afe5df5eb4e15e84364f9b5f52fbae879bd8,retained_from_active_source,conflict_resolved
apex-retail,Shrink anomaly detection,,,,,68000000,,,,,datasets/tenant-inputs/active/apex-retail/current/10_ai_automation_use_cases.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_10_ai_initiatives.csv,enterprise-pack,5,APX-INIT-004,synthetic-demo,99791230f0922b635b72cab3f7f6afe5df5eb4e15e84364f9b5f52fbae879bd8,retained_from_active_source,conflict_resolved
apex-retail,Search and personalization AI,,,,,84000000,,,,,datasets/tenant-inputs/active/apex-retail/current/10_ai_automation_use_cases.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_10_ai_initiatives.csv,enterprise-pack,6,APX-INIT-005,synthetic-demo,99791230f0922b635b72cab3f7f6afe5df5eb4e15e84364f9b5f52fbae879bd8,retained_from_active_source,conflict_resolved
apex-retail,Retail media measurement clean room,,,,,38000000,,,,,datasets/tenant-inputs/active/apex-retail/current/10_ai_automation_use_cases.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_10_ai_initiatives.csv,enterprise-pack,7,APX-INIT-006,synthetic-demo,99791230f0922b635b72cab3f7f6afe5df5eb4e15e84364f9b5f52fbae879bd8,retained_from_active_source,conflict_resolved
apex-retail,BOPIS exception prediction,,,,,34000000,,,,,datasets/tenant-inputs/active/apex-retail/current/10_ai_automation_use_cases.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_10_ai_initiatives.csv,enterprise-pack,8,APX-INIT-007,synthetic-demo,99791230f0922b635b72cab3f7f6afe5df5eb4e15e84364f9b5f52fbae879bd8,retained_from_active_source,conflict_resolved
apex-retail,Returns fraud triage,,,,,26000000,,,,,datasets/tenant-inputs/active/apex-retail/current/10_ai_automation_use_cases.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_10_ai_initiatives.csv,enterprise-pack,9,APX-INIT-008,synthetic-demo,99791230f0922b635b72cab3f7f6afe5df5eb4e15e84364f9b5f52fbae879bd8,retained_from_active_source,conflict_resolved
apex-retail,Finance margin bridge automation,,,,,24000000,,,,,datasets/tenant-inputs/active/apex-retail/current/10_ai_automation_use_cases.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_10_ai_initiatives.csv,enterprise-pack,10,APX-INIT-009,synthetic-demo,99791230f0922b635b72cab3f7f6afe5df5eb4e15e84364f9b5f52fbae879bd8,retained_from_active_source,conflict_resolved
apex-retail,ServiceNow store support agent,,,,,18000000,,,,,datasets/tenant-inputs/active/apex-retail/current/10_ai_automation_use_cases.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_10_ai_initiatives.csv,enterprise-pack,11,APX-INIT-010,synthetic-demo,99791230f0922b635b72cab3f7f6afe5df5eb4e15e84364f9b5f52fbae879bd8,retained_from_active_source,conflict_resolved
apex-retail,Assortment localization copilot,,,,,30000000,,,,,datasets/tenant-inputs/active/apex-retail/current/10_ai_automation_use_cases.csv,2026-06-18,low,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_10_ai_initiatives.csv,enterprise-pack,12,APX-INIT-011,synthetic-demo,99791230f0922b635b72cab3f7f6afe5df5eb4e15e84364f9b5f52fbae879bd8,retained_from_active_source,conflict_resolved
apex-retail,Store associate task assistant,,,,,43000000,,,,,datasets/tenant-inputs/active/apex-retail/current/10_ai_automation_use_cases.csv,2026-06-18,low,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_10_ai_initiatives.csv,enterprise-pack,13,APX-INIT-012,synthetic-demo,99791230f0922b635b72cab3f7f6afe5df5eb4e15e84364f9b5f52fbae879bd8,retained_from_active_source,conflict_resolved
