tenant_key,from_object_type,from_object_name,relationship_type,to_object_type,to_object_name,relationship_strength,evidence_basis,current_state_or_target_state,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
apex-retail,function,Store Operations,owned_by,leader,COO,medium,APX-BF-001,planning_grade_active_relationship_context,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,2026-06-18,medium,none,APX-12-9861DFA3EE,APX-BF-001,APX-12_RELATIONSHIPS-SRC-9861DFA3EE,12_relationships,Relationships,active_planning_grade,apex-retail-active-relationship-depth-20260721,APX-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,active_source_relationship_derivation,derived from active retail tenant source rows,Planning-grade synthetic retail relationship context derived from active source rows; not real retailer production data and not client-certified.
apex-retail,function,Digital Commerce,owned_by,leader,Chief Digital Officer,medium,APX-BF-002,planning_grade_active_relationship_context,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,2026-06-18,medium,none,APX-12-749B815789,APX-BF-002,APX-12_RELATIONSHIPS-SRC-749B815789,12_relationships,Relationships,active_planning_grade,apex-retail-active-relationship-depth-20260721,APX-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,active_source_relationship_derivation,derived from active retail tenant source rows,Planning-grade synthetic retail relationship context derived from active source rows; not real retailer production data and not client-certified.
apex-retail,function,Merchandising,owned_by,leader,Chief Merchandising Officer,medium,APX-BF-003,planning_grade_active_relationship_context,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,2026-06-18,medium,none,APX-12-7B981119E9,APX-BF-003,APX-12_RELATIONSHIPS-SRC-7B981119E9,12_relationships,Relationships,active_planning_grade,apex-retail-active-relationship-depth-20260721,APX-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,active_source_relationship_derivation,derived from active retail tenant source rows,Planning-grade synthetic retail relationship context derived from active source rows; not real retailer production data and not client-certified.
apex-retail,function,Supply Chain and Fulfillment,owned_by,leader,Chief Supply Chain Officer,medium,APX-BF-004,planning_grade_active_relationship_context,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,2026-06-18,medium,none,APX-12-FD2EC43BF1,APX-BF-004,APX-12_RELATIONSHIPS-SRC-FD2EC43BF1,12_relationships,Relationships,active_planning_grade,apex-retail-active-relationship-depth-20260721,APX-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,active_source_relationship_derivation,derived from active retail tenant source rows,Planning-grade synthetic retail relationship context derived from active source rows; not real retailer production data and not client-certified.
apex-retail,function,Loyalty and Customer Growth,owned_by,leader,Chief Marketing Officer,medium,APX-BF-005,planning_grade_active_relationship_context,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,2026-06-18,medium,none,APX-12-DBE5D4A6D5,APX-BF-005,APX-12_RELATIONSHIPS-SRC-DBE5D4A6D5,12_relationships,Relationships,active_planning_grade,apex-retail-active-relationship-depth-20260721,APX-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,active_source_relationship_derivation,derived from active retail tenant source rows,Planning-grade synthetic retail relationship context derived from active source rows; not real retailer production data and not client-certified.
apex-retail,function,Finance and FP&A,owned_by,leader,CFO,medium,APX-BF-006,planning_grade_active_relationship_context,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,2026-06-18,medium,none,APX-12-6998F0EA19,APX-BF-006,APX-12_RELATIONSHIPS-SRC-6998F0EA19,12_relationships,Relationships,active_planning_grade,apex-retail-active-relationship-depth-20260721,APX-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,active_source_relationship_derivation,derived from active retail tenant source rows,Planning-grade synthetic retail relationship context derived from active source rows; not real retailer production data and not client-certified.
apex-retail,function,Loss Prevention and Risk,owned_by,leader,Chief Risk Officer,medium,APX-BF-007,planning_grade_active_relationship_context,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,2026-06-18,medium,none,APX-12-8F4DD245A0,APX-BF-007,APX-12_RELATIONSHIPS-SRC-8F4DD245A0,12_relationships,Relationships,active_planning_grade,apex-retail-active-relationship-depth-20260721,APX-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,active_source_relationship_derivation,derived from active retail tenant source rows,Planning-grade synthetic retail relationship context derived from active source rows; not real retailer production data and not client-certified.
apex-retail,function,Technology,owned_by,leader,CIO,medium,APX-BF-008,planning_grade_active_relationship_context,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,2026-06-18,medium,none,APX-12-22A8610220,APX-BF-008,APX-12_RELATIONSHIPS-SRC-22A8610220,12_relationships,Relationships,active_planning_grade,apex-retail-active-relationship-depth-20260721,APX-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,active_source_relationship_derivation,derived from active retail tenant source rows,Planning-grade synthetic retail relationship context derived from active source rows; not real retailer production data and not client-certified.
apex-retail,function,Human Resources,owned_by,leader,CHRO,medium,APX-BF-009,planning_grade_active_relationship_context,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,2026-06-18,medium,none,APX-12-3CFF8FDDA2,APX-BF-009,APX-12_RELATIONSHIPS-SRC-3CFF8FDDA2,12_relationships,Relationships,active_planning_grade,apex-retail-active-relationship-depth-20260721,APX-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,active_source_relationship_derivation,derived from active retail tenant source rows,Planning-grade synthetic retail relationship context derived from active source rows; not real retailer production data and not client-certified.
apex-retail,function,Procurement and Vendor Management,owned_by,leader,Chief Procurement Officer,medium,APX-BF-010,planning_grade_active_relationship_context,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,2026-06-18,medium,none,APX-12-24407215FA,APX-BF-010,APX-12_RELATIONSHIPS-SRC-24407215FA,12_relationships,Relationships,active_planning_grade,apex-retail-active-relationship-depth-20260721,APX-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,active_source_relationship_derivation,derived from active retail tenant source rows,Planning-grade synthetic retail relationship context derived from active source rows; not real retailer production data and not client-certified.
apex-retail,function,Real Estate and Facilities,owned_by,leader,Chief Real Estate Officer,medium,APX-BF-011,planning_grade_active_relationship_context,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,2026-06-18,medium,none,APX-12-A6D9EF997F,APX-BF-011,APX-12_RELATIONSHIPS-SRC-A6D9EF997F,12_relationships,Relationships,active_planning_grade,apex-retail-active-relationship-depth-20260721,APX-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,active_source_relationship_derivation,derived from active retail tenant source rows,Planning-grade synthetic retail relationship context derived from active source rows; not real retailer production data and not client-certified.
apex-retail,function,Private Brands,owned_by,leader,SVP Private Brands,medium,APX-BF-012,planning_grade_active_relationship_context,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,2026-06-18,medium,none,APX-12-77AB427DF2,APX-BF-012,APX-12_RELATIONSHIPS-SRC-77AB427DF2,12_relationships,Relationships,active_planning_grade,apex-retail-active-relationship-depth-20260721,APX-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,active_source_relationship_derivation,derived from active retail tenant source rows,Planning-grade synthetic retail relationship context derived from active source rows; not real retailer production data and not client-certified.
apex-retail,function,Store selling and clienteling,owned_by,leader,APX-BF-001,medium,apex-retail-business_function-2,planning_grade_active_relationship_context,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,2026-06-18,medium,none,APX-12-9ADF751DF0,apex-retail-business_function-2,APX-12_RELATIONSHIPS-SRC-9ADF751DF0,12_relationships,Relationships,active_planning_grade,apex-retail-active-relationship-depth-20260721,APX-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,active_source_relationship_derivation,derived from active retail tenant source rows,Planning-grade synthetic retail relationship context derived from active source rows; not real retailer production data and not client-certified.
apex-retail,function,POS checkout and payments,owned_by,leader,APX-BF-002,medium,apex-retail-business_function-3,planning_grade_active_relationship_context,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,2026-06-18,medium,none,APX-12-66A60C3D0E,apex-retail-business_function-3,APX-12_RELATIONSHIPS-SRC-66A60C3D0E,12_relationships,Relationships,active_planning_grade,apex-retail-active-relationship-depth-20260721,APX-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,active_source_relationship_derivation,derived from active retail tenant source rows,Planning-grade synthetic retail relationship context derived from active source rows; not real retailer production data and not client-certified.
apex-retail,function,Omnichannel order management,owned_by,leader,APX-BF-003,medium,apex-retail-business_function-4,planning_grade_active_relationship_context,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,2026-06-18,medium,none,APX-12-45A6480C4C,apex-retail-business_function-4,APX-12_RELATIONSHIPS-SRC-45A6480C4C,12_relationships,Relationships,active_planning_grade,apex-retail-active-relationship-depth-20260721,APX-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,active_source_relationship_derivation,derived from active retail tenant source rows,Planning-grade synthetic retail relationship context derived from active source rows; not real retailer production data and not client-certified.
apex-retail,function,Inventory availability and ATP,owned_by,leader,APX-BF-004,medium,apex-retail-business_function-5,planning_grade_active_relationship_context,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,2026-06-18,medium,none,APX-12-C67C6C4F77,apex-retail-business_function-5,APX-12_RELATIONSHIPS-SRC-C67C6C4F77,12_relationships,Relationships,active_planning_grade,apex-retail-active-relationship-depth-20260721,APX-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,active_source_relationship_derivation,derived from active retail tenant source rows,Planning-grade synthetic retail relationship context derived from active source rows; not real retailer production data and not client-certified.
apex-retail,function,Demand forecasting and replenishment,owned_by,leader,APX-BF-005,medium,apex-retail-business_function-6,planning_grade_active_relationship_context,datasets/tenant-inputs/active/apex-retail/current/01_business_functions.csv,2026-06-18,medium,none,APX-12-31A0BD29C2,apex-retail-business_function-6,APX-12_RELATIONSHIPS-SRC-31A0BD29C2,12_relationships,Relationships,active_planning_grade,apex-retail-active-relationship-depth-20260721,APX-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,active_source_relationship_derivation,derived from active retail tenant source rows,Planning-grade synthetic retail relationship context derived from active source rows; not real retailer production data and not client-certified.
