tenant_key,risk_or_control_name,risk_domain,business_function,systems_impacted,severity,likelihood,control_owner,control_status,evidence_required,mitigation_plan,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
apex-retail,POS availability,,,,High,,,attention,,,datasets/tenant-inputs/active/apex-retail/current/11_risks_controls.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_11_operations_risk_controls.csv,enterprise-pack,2,APX-OPS-001,synthetic-demo,5d7d3dd9bd8623137f1dee55bb6b9d44c932b01da6b4d23265962ece753167fc,retained_from_active_source,conflict_resolved
apex-retail,Ecommerce checkout,,,,Medium,,,normal,,,datasets/tenant-inputs/active/apex-retail/current/11_risks_controls.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_11_operations_risk_controls.csv,enterprise-pack,3,APX-OPS-002,synthetic-demo,5d7d3dd9bd8623137f1dee55bb6b9d44c932b01da6b4d23265962ece753167fc,retained_from_active_source,conflict_resolved
apex-retail,OMS order flow,,,,Medium,,,normal,,,datasets/tenant-inputs/active/apex-retail/current/11_risks_controls.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_11_operations_risk_controls.csv,enterprise-pack,4,APX-OPS-003,synthetic-demo,5d7d3dd9bd8623137f1dee55bb6b9d44c932b01da6b4d23265962ece753167fc,retained_from_active_source,conflict_resolved
apex-retail,Warehouse pick,,,,High,,,normal,,,datasets/tenant-inputs/active/apex-retail/current/11_risks_controls.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_11_operations_risk_controls.csv,enterprise-pack,5,APX-OPS-004,synthetic-demo,5d7d3dd9bd8623137f1dee55bb6b9d44c932b01da6b4d23265962ece753167fc,retained_from_active_source,conflict_resolved
apex-retail,Store support,,,,Medium,,,attention,,,datasets/tenant-inputs/active/apex-retail/current/11_risks_controls.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_11_operations_risk_controls.csv,enterprise-pack,6,APX-OPS-005,synthetic-demo,5d7d3dd9bd8623137f1dee55bb6b9d44c932b01da6b4d23265962ece753167fc,retained_from_active_source,conflict_resolved
apex-retail,Shrink investigation,,,,Medium,,,normal,,,datasets/tenant-inputs/active/apex-retail/current/11_risks_controls.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_11_operations_risk_controls.csv,enterprise-pack,7,APX-OPS-006,synthetic-demo,5d7d3dd9bd8623137f1dee55bb6b9d44c932b01da6b4d23265962ece753167fc,retained_from_active_source,conflict_resolved
apex-retail,gross_margin_rate,,,,High,,,Open,,,datasets/tenant-inputs/active/apex-retail/current/11_risks_controls.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_11_operations_risk_controls.csv,enterprise-pack,14,APX-KPI-001,synthetic-demo,5d7d3dd9bd8623137f1dee55bb6b9d44c932b01da6b4d23265962ece753167fc,retained_from_active_source,conflict_resolved
apex-retail,inventory_turns,,,,Medium,,,Monitoring,,,datasets/tenant-inputs/active/apex-retail/current/11_risks_controls.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_11_operations_risk_controls.csv,enterprise-pack,15,APX-KPI-002,synthetic-demo,5d7d3dd9bd8623137f1dee55bb6b9d44c932b01da6b4d23265962ece753167fc,retained_from_active_source,conflict_resolved
apex-retail,digital_conversion,,,,Medium,,,Mitigated,,,datasets/tenant-inputs/active/apex-retail/current/11_risks_controls.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_11_operations_risk_controls.csv,enterprise-pack,16,APX-KPI-003,synthetic-demo,5d7d3dd9bd8623137f1dee55bb6b9d44c932b01da6b4d23265962ece753167fc,retained_from_active_source,conflict_resolved
apex-retail,shrink_rate,,,,High,,,Open,,,datasets/tenant-inputs/active/apex-retail/current/11_risks_controls.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_11_operations_risk_controls.csv,enterprise-pack,17,APX-KPI-004,synthetic-demo,5d7d3dd9bd8623137f1dee55bb6b9d44c932b01da6b4d23265962ece753167fc,retained_from_active_source,conflict_resolved
apex-retail,labor_productivity,,,,Medium,,,Monitoring,,,datasets/tenant-inputs/active/apex-retail/current/11_risks_controls.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_11_operations_risk_controls.csv,enterprise-pack,18,APX-KPI-005,synthetic-demo,5d7d3dd9bd8623137f1dee55bb6b9d44c932b01da6b4d23265962ece753167fc,retained_from_active_source,conflict_resolved
apex-retail,on_time_fulfillment,,,,Medium,,,Mitigated,,,datasets/tenant-inputs/active/apex-retail/current/11_risks_controls.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_11_operations_risk_controls.csv,enterprise-pack,19,APX-KPI-006,synthetic-demo,5d7d3dd9bd8623137f1dee55bb6b9d44c932b01da6b4d23265962ece753167fc,retained_from_active_source,conflict_resolved
apex-retail,loyalty_active_rate,,,,High,,,Open,,,datasets/tenant-inputs/active/apex-retail/current/11_risks_controls.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_11_operations_risk_controls.csv,enterprise-pack,20,APX-KPI-007,synthetic-demo,5d7d3dd9bd8623137f1dee55bb6b9d44c932b01da6b4d23265962ece753167fc,retained_from_active_source,conflict_resolved
apex-retail,PCI tokenization,,,,high,,,blocked,,,datasets/tenant-inputs/active/apex-retail/current/11_risks_controls.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_11_operations_risk_controls.csv,enterprise-pack,28,APX-CTRL-001,synthetic-demo,5d7d3dd9bd8623137f1dee55bb6b9d44c932b01da6b4d23265962ece753167fc,retained_from_active_source,conflict_resolved
apex-retail,PII consent,,,,medium,,,approved,,,datasets/tenant-inputs/active/apex-retail/current/11_risks_controls.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_11_operations_risk_controls.csv,enterprise-pack,29,APX-CTRL-002,synthetic-demo,5d7d3dd9bd8623137f1dee55bb6b9d44c932b01da6b4d23265962ece753167fc,retained_from_active_source,conflict_resolved
apex-retail,model review,,,,medium,,,approved,,,datasets/tenant-inputs/active/apex-retail/current/11_risks_controls.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_11_operations_risk_controls.csv,enterprise-pack,30,APX-CTRL-003,synthetic-demo,5d7d3dd9bd8623137f1dee55bb6b9d44c932b01da6b4d23265962ece753167fc,retained_from_active_source,conflict_resolved
apex-retail,store device hardening,,,,medium,,,review_required,,,datasets/tenant-inputs/active/apex-retail/current/11_risks_controls.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_11_operations_risk_controls.csv,enterprise-pack,31,APX-CTRL-004,synthetic-demo,5d7d3dd9bd8623137f1dee55bb6b9d44c932b01da6b4d23265962ece753167fc,retained_from_active_source,conflict_resolved
apex-retail,vendor AI clause,,,,high,,,blocked,,,datasets/tenant-inputs/active/apex-retail/current/11_risks_controls.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_11_operations_risk_controls.csv,enterprise-pack,32,APX-CTRL-005,synthetic-demo,5d7d3dd9bd8623137f1dee55bb6b9d44c932b01da6b4d23265962ece753167fc,retained_from_active_source,conflict_resolved
