adapter_id,canonical_object_type,canonical_object_id,contract_id,source_file,source_row,source_system,source_record_id,extract_timestamp,lineage_status
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-07-1,CTR-090,source_system_extracts/ap_invoice_lines.csv,2,SAP S/4HANA,AP-CTR-090-2026-07-1,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-07-2,CTR-090,source_system_extracts/ap_invoice_lines.csv,3,SAP S/4HANA,AP-CTR-090-2026-07-2,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-07-3,CTR-090,source_system_extracts/ap_invoice_lines.csv,4,SAP S/4HANA,AP-CTR-090-2026-07-3,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-07-4,CTR-090,source_system_extracts/ap_invoice_lines.csv,5,SAP S/4HANA,AP-CTR-090-2026-07-4,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-08-1,CTR-090,source_system_extracts/ap_invoice_lines.csv,6,SAP S/4HANA,AP-CTR-090-2026-08-1,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-08-2,CTR-090,source_system_extracts/ap_invoice_lines.csv,7,SAP S/4HANA,AP-CTR-090-2026-08-2,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-08-3,CTR-090,source_system_extracts/ap_invoice_lines.csv,8,SAP S/4HANA,AP-CTR-090-2026-08-3,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-08-4,CTR-090,source_system_extracts/ap_invoice_lines.csv,9,SAP S/4HANA,AP-CTR-090-2026-08-4,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-09-1,CTR-090,source_system_extracts/ap_invoice_lines.csv,10,SAP S/4HANA,AP-CTR-090-2026-09-1,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-09-2,CTR-090,source_system_extracts/ap_invoice_lines.csv,11,SAP S/4HANA,AP-CTR-090-2026-09-2,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-09-3,CTR-090,source_system_extracts/ap_invoice_lines.csv,12,SAP S/4HANA,AP-CTR-090-2026-09-3,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-09-4,CTR-090,source_system_extracts/ap_invoice_lines.csv,13,SAP S/4HANA,AP-CTR-090-2026-09-4,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-10-1,CTR-090,source_system_extracts/ap_invoice_lines.csv,14,SAP S/4HANA,AP-CTR-090-2026-10-1,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-10-2,CTR-090,source_system_extracts/ap_invoice_lines.csv,15,SAP S/4HANA,AP-CTR-090-2026-10-2,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-10-3,CTR-090,source_system_extracts/ap_invoice_lines.csv,16,SAP S/4HANA,AP-CTR-090-2026-10-3,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-10-4,CTR-090,source_system_extracts/ap_invoice_lines.csv,17,SAP S/4HANA,AP-CTR-090-2026-10-4,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-11-1,CTR-090,source_system_extracts/ap_invoice_lines.csv,18,SAP S/4HANA,AP-CTR-090-2026-11-1,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-11-2,CTR-090,source_system_extracts/ap_invoice_lines.csv,19,SAP S/4HANA,AP-CTR-090-2026-11-2,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-11-3,CTR-090,source_system_extracts/ap_invoice_lines.csv,20,SAP S/4HANA,AP-CTR-090-2026-11-3,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-11-4,CTR-090,source_system_extracts/ap_invoice_lines.csv,21,SAP S/4HANA,AP-CTR-090-2026-11-4,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-12-1,CTR-090,source_system_extracts/ap_invoice_lines.csv,22,SAP S/4HANA,AP-CTR-090-2026-12-1,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-12-2,CTR-090,source_system_extracts/ap_invoice_lines.csv,23,SAP S/4HANA,AP-CTR-090-2026-12-2,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-12-3,CTR-090,source_system_extracts/ap_invoice_lines.csv,24,SAP S/4HANA,AP-CTR-090-2026-12-3,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2026-12-4,CTR-090,source_system_extracts/ap_invoice_lines.csv,25,SAP S/4HANA,AP-CTR-090-2026-12-4,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2027-01-1,CTR-090,source_system_extracts/ap_invoice_lines.csv,26,SAP S/4HANA,AP-CTR-090-2027-01-1,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2027-01-2,CTR-090,source_system_extracts/ap_invoice_lines.csv,27,SAP S/4HANA,AP-CTR-090-2027-01-2,2027-06-30T21:00:00Z,preserved
skyharbor_adapter_ap_invoice_lines,InvoiceLine,InvoiceLine:AP-CTR-090-2027-01-3,CTR-090,source_system_extracts/ap_invoice_lines.csv,28,SAP S/4HANA,AP-CTR-090-2027-01-3,2027-06-30T21:00:00Z,preserved
