tenant_key,input_evidence_id,input_file,row_ref,disposition,output_evidence_id,source_version_id,reason
first-capital-financial,FC-AI-001-EV-1,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#2,migrated_evidence_item,FC-AI-001-EV-1,SRCV-FIRSTCAPITALFINANCIAL-4E48F7A07F3C,
first-capital-financial,FC-AI-002-EV-1,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#3,migrated_evidence_item,FC-AI-002-EV-1,SRCV-FIRSTCAPITALFINANCIAL-4E48F7A07F3C,
first-capital-financial,FC-AI-003-EV-1,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#4,migrated_evidence_item,FC-AI-003-EV-1,SRCV-FIRSTCAPITALFINANCIAL-4E48F7A07F3C,
first-capital-financial,FC-AI-004-EV-1,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#5,migrated_evidence_item,FC-AI-004-EV-1,SRCV-FIRSTCAPITALFINANCIAL-4E48F7A07F3C,
first-capital-financial,FC-AI-005-EV-1,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#6,migrated_evidence_item,FC-AI-005-EV-1,SRCV-FIRSTCAPITALFINANCIAL-4E48F7A07F3C,
first-capital-financial,FC-AI-006-EV-1,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#7,migrated_evidence_item,FC-AI-006-EV-1,SRCV-FIRSTCAPITALFINANCIAL-4E48F7A07F3C,
first-capital-financial,FC-AI-007-EV-1,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#8,migrated_evidence_item,FC-AI-007-EV-1,SRCV-FIRSTCAPITALFINANCIAL-4E48F7A07F3C,
first-capital-financial,FC-AI-008-EV-1,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#9,migrated_evidence_item,FC-AI-008-EV-1,SRCV-FIRSTCAPITALFINANCIAL-4E48F7A07F3C,
first-capital-financial,FC-AI-009-EV-1,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#10,migrated_evidence_item,FC-AI-009-EV-1,SRCV-FIRSTCAPITALFINANCIAL-4E48F7A07F3C,
first-capital-financial,FC-AI-010-EV-1,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#11,migrated_evidence_item,FC-AI-010-EV-1,SRCV-FIRSTCAPITALFINANCIAL-4E48F7A07F3C,
