tenantKey,nodeId,objectType,objectFamily,displayName,sourceFile,sourceRowNumber,mappingProfile,materialized
first-capital-financial,first-capital-financial:business_function:consumer-banking-deposits,business_function,organization,Consumer Banking & Deposits,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,2,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:commercial-corporate-banking,business_function,organization,Commercial & Corporate Banking,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,3,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:cards-payments,business_function,organization,Cards & Payments,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,4,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:wealth-asset-management,business_function,organization,Wealth & Asset Management,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,5,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:treasury-capital-markets,business_function,organization,Treasury & Capital Markets,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,6,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:risk-management,business_function,organization,Risk Management,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,7,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:financial-crimes-aml,business_function,organization,Financial Crimes & AML,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,8,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:compliance-regulatory,business_function,organization,Compliance & Regulatory,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,9,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:finance-controllership,business_function,organization,Finance & Controllership,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,10,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:operations-servicing,business_function,organization,Operations & Servicing,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,11,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:contact-center-customer-care,business_function,organization,Contact Center & Customer Care,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,12,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:data-analytics-ai,business_function,organization,"Data, Analytics & AI",datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,13,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:cyber-privacy-resilience,business_function,organization,"Cyber, Privacy & Resilience",datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,14,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:technology-engineering,business_function,organization,Technology & Engineering,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,15,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:enterprise-transformation-office,business_function,organization,Enterprise Transformation Office,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,16,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:customer-360-across-deposits-cards-lending-wealth,business_function,organization,"Customer 360 across deposits, cards, lending, wealth",datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,17,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:real-time-fraud-scam-detection,business_function,organization,Real-time fraud & scam detection,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,18,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:aml-transaction-monitoring-sar-automation,business_function,organization,AML transaction monitoring & SAR automation,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,19,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:contact-center-next-best-action-assist,business_function,organization,Contact center next-best-action & assist,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,20,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:commercial-credit-underwriting-automation,business_function,organization,Commercial credit underwriting automation,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,21,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:regulatory-financial-close-automation,business_function,organization,Regulatory & financial close automation,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,22,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:credit-market-risk-modeling-at-scale,business_function,organization,Credit & market risk modeling at scale,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,23,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:engineering-productivity-with-code-assist,business_function,organization,Engineering productivity with code assist,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,24,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:data-product-governance-semantic-layer,business_function,organization,Data product governance & semantic layer,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,25,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:payments-operations-exception-automation,business_function,organization,Payments operations exception automation,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,26,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:wealth-advisory-productivity-proposals,business_function,organization,Wealth advisory productivity & proposals,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,27,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:business_function:cards-dispute-chargeback-automation,business_function,organization,Cards dispute & chargeback automation,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,28,organization-business-functions/v1,no
first-capital-financial,first-capital-financial:organization_unit:office-of-the-cio,organization_unit,organization,Office of the CIO,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,2,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:core-banking-platforms,organization_unit,organization,Core Banking Platforms,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,3,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:cards-payments-technology,organization_unit,organization,Cards & Payments Technology,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,4,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:channels-digital-engineering,organization_unit,organization,Channels & Digital Engineering,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,5,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:data-platform-ai-engineering,organization_unit,organization,Data Platform & AI Engineering,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,6,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:integration-api-platform,organization_unit,organization,Integration & API Platform,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,7,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:risk-treasury-finance-systems,organization_unit,organization,"Risk, Treasury & Finance Systems",datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,8,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:financial-crimes-technology,organization_unit,organization,Financial Crimes Technology,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,9,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:cyber-privacy-resilience,organization_unit,organization,"Cyber, Privacy & Resilience",datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,10,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:cloud-infrastructure,organization_unit,organization,Cloud & Infrastructure,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,11,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:servicenow-it-operations,organization_unit,organization,ServiceNow & IT Operations,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,12,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:ai-governance-model-risk-tech,organization_unit,organization,AI Governance & Model Risk Tech,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,13,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:developer-experience-devsecops,organization_unit,organization,Developer Experience & DevSecOps,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,14,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:executive-leadership,organization_unit,organization,Executive leadership,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,15,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:executive-leadership,organization_unit,organization,Executive leadership,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,16,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:executive-leadership,organization_unit,organization,Executive leadership,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,17,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:executive-leadership,organization_unit,organization,Executive leadership,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,18,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:executive-leadership,organization_unit,organization,Executive leadership,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,19,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:executive-leadership,organization_unit,organization,Executive leadership,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,20,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:core-banking-platforms,organization_unit,organization,Core Banking Platforms,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,21,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:payments-and-treasury-services,organization_unit,organization,Payments and Treasury Services,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,22,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:digital-banking-and-client-experience,organization_unit,organization,Digital Banking and Client Experience,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,23,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:commercial-lending-technology,organization_unit,organization,Commercial Lending Technology,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,24,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:wealth-and-private-bank-technology,organization_unit,organization,Wealth and Private Bank Technology,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,25,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:risk-compliance-and-financial-crimes,organization_unit,organization,"Risk, Compliance and Financial Crimes",datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,26,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:enterprise-data-and-ai,organization_unit,organization,Enterprise Data and AI,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,27,organization-ownership/v1,no
first-capital-financial,first-capital-financial:organization_unit:cloud-platform-engineering,organization_unit,organization,Cloud Platform Engineering,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,28,organization-ownership/v1,no
