initiative_id,title,sponsor_role,accountable,stage,status,committed_usd,projected_value_usd,vendors,sentinel_posture,evidence_note
SHA-INIT-001,AI-Powered SDLC Modernization Factory,CTO,VP Airline Platforms,scale,active,6000000,8000000,IBM;AWS,RESTRUCTURE,Value proof is behind plan or dependency closure is weak.
SHA-INIT-002,IROPs Recovery Decision Engine,CIO Amala Rao,VP Cloud Platform,pilot,active,7700000,10200000,AWS;Internal GCC,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-003,Crew Legality Cloud Extract,CFO,VP Digital Ops,build,active,9400000,12400000,IBM;GCC Partner,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-004,Loyalty Personalization Guardrails,COO,VP Engineering Excellence,design,active,11100000,14600000,IBM;AWS,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-005,Revenue Accounting Batch Unwind,CISO,VP Airline Platforms,run,active,12800000,16800000,AWS;Internal GCC,WATCH,Evidence supports continuation with explicit gate controls.
SHA-INIT-006,Customer Profile Dual-Run Exit,SVP Procurement,VP Cloud Platform,scale,active,14500000,19000000,IBM;GCC Partner,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-007,Baggage Recovery Event Stream,CTO,VP Digital Ops,pilot,active,16200000,21200000,IBM;AWS,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-008,AWS Landing Zone Hardening,CIO Amala Rao,VP Engineering Excellence,build,active,17900000,23400000,AWS;Internal GCC,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-009,IBM Outcomes Restructure,CFO,VP Airline Platforms,design,active,19600000,25600000,IBM;GCC Partner,WATCH,Evidence supports continuation with explicit gate controls.
SHA-INIT-010,GCC Cloud Engineering Ramp,COO,VP Cloud Platform,run,active,21300000,27800000,IBM;AWS,RESTRUCTURE,Value proof is behind plan or dependency closure is weak.
SHA-INIT-011,Cyber Control Plane Rationalization,CISO,VP Digital Ops,scale,active,23000000,30000000,AWS;Internal GCC,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-012,Data Product Catalog Adoption,SVP Procurement,VP Engineering Excellence,pilot,active,24700000,32200000,IBM;GCC Partner,KILL,Evidence supports continuation with explicit gate controls.
SHA-INIT-013,Contact Center AI Assist,CTO,VP Airline Platforms,build,active,26400000,34400000,IBM;AWS,WATCH,Evidence supports continuation with explicit gate controls.
SHA-INIT-014,Airport Ops API Modernization,CIO Amala Rao,VP Cloud Platform,design,active,28100000,36600000,AWS;Internal GCC,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-015,Snowflake Databricks Consolidation,CFO,VP Digital Ops,run,active,29800000,38800000,IBM;GCC Partner,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-016,Mainframe Test Automation,COO,VP Engineering Excellence,scale,active,31500000,41000000,IBM;AWS,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-017,AI-Powered SDLC Modernization Factory,CISO,VP Airline Platforms,pilot,active,33200000,43200000,AWS;Internal GCC,WATCH,Evidence supports continuation with explicit gate controls.
SHA-INIT-018,IROPs Recovery Decision Engine,SVP Procurement,VP Cloud Platform,build,active,34900000,45400000,IBM;GCC Partner,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-019,Crew Legality Cloud Extract,CTO,VP Digital Ops,design,active,36600000,47600000,IBM;AWS,RESTRUCTURE,Value proof is behind plan or dependency closure is weak.
SHA-INIT-020,Loyalty Personalization Guardrails,CIO Amala Rao,VP Engineering Excellence,run,active,38300000,49800000,AWS;Internal GCC,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-021,Revenue Accounting Batch Unwind,CFO,VP Airline Platforms,scale,active,40000000,52000000,IBM;GCC Partner,WATCH,Evidence supports continuation with explicit gate controls.
SHA-INIT-022,Customer Profile Dual-Run Exit,COO,VP Cloud Platform,pilot,active,41700000,54200000,IBM;AWS,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-023,Baggage Recovery Event Stream,CISO,VP Digital Ops,build,active,43400000,56400000,AWS;Internal GCC,KILL,Evidence supports continuation with explicit gate controls.
SHA-INIT-024,AWS Landing Zone Hardening,SVP Procurement,VP Engineering Excellence,design,active,45100000,58600000,IBM;GCC Partner,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-025,IBM Outcomes Restructure,CTO,VP Airline Platforms,run,active,46800000,60800000,IBM;AWS,WATCH,Evidence supports continuation with explicit gate controls.
SHA-INIT-026,GCC Cloud Engineering Ramp,CIO Amala Rao,VP Cloud Platform,scale,active,48500000,63000000,AWS;Internal GCC,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-027,Cyber Control Plane Rationalization,CFO,VP Digital Ops,pilot,active,50200000,65200000,IBM;GCC Partner,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-028,Data Product Catalog Adoption,COO,VP Engineering Excellence,build,active,51900000,67400000,IBM;AWS,RESTRUCTURE,Value proof is behind plan or dependency closure is weak.
SHA-INIT-029,Contact Center AI Assist,CISO,VP Airline Platforms,design,active,53600000,69600000,AWS;Internal GCC,WATCH,Evidence supports continuation with explicit gate controls.
SHA-INIT-030,Airport Ops API Modernization,SVP Procurement,VP Cloud Platform,run,active,55300000,71800000,IBM;GCC Partner,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-031,Snowflake Databricks Consolidation,CTO,VP Digital Ops,scale,active,57000000,74000000,IBM;AWS,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-032,Mainframe Test Automation,CIO Amala Rao,VP Engineering Excellence,pilot,active,58700000,76200000,AWS;Internal GCC,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-033,AI-Powered SDLC Modernization Factory,CFO,VP Airline Platforms,build,active,60400000,78400000,IBM;GCC Partner,WATCH,Evidence supports continuation with explicit gate controls.
SHA-INIT-034,IROPs Recovery Decision Engine,COO,VP Cloud Platform,design,active,62100000,80600000,IBM;AWS,KILL,Evidence supports continuation with explicit gate controls.
SHA-INIT-035,Crew Legality Cloud Extract,CISO,VP Digital Ops,run,active,63800000,82800000,AWS;Internal GCC,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-036,Loyalty Personalization Guardrails,SVP Procurement,VP Engineering Excellence,scale,active,65500000,85000000,IBM;GCC Partner,ACCELERATE,Evidence supports continuation with explicit gate controls.
SHA-INIT-037,Revenue Accounting Batch Unwind,CTO,VP Airline Platforms,pilot,active,67200000,87200000,IBM;AWS,RESTRUCTURE,Value proof is behind plan or dependency closure is weak.
SHA-INIT-038,Customer Profile Dual-Run Exit,CIO Amala Rao,VP Cloud Platform,build,active,68900000,89400000,AWS;Internal GCC,ACCELERATE,Evidence supports continuation with explicit gate controls.
