tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,org_unit_id,org_unit_name,leader_role,reports_to_role,decision_rights,owned_systems,owned_processes
apex-retail,Apex Retail Group,v6.0,org_ownership,APX-IT-001,Store Systems and POS,v4_synthetic_pack,VP Store Technology,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-IT-001,Store Systems and POS,VP Store Technology,data_thin:reports_to_role_missing,store_systems,store_systems,store_systems
apex-retail,Apex Retail Group,v6.0,org_ownership,APX-IT-002,Digital Commerce Engineering,v4_synthetic_pack,SVP Digital Engineering,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-IT-002,Digital Commerce Engineering,SVP Digital Engineering,data_thin:reports_to_role_missing,commerce,commerce,commerce
apex-retail,Apex Retail Group,v6.0,org_ownership,APX-IT-003,Merchandising and Planning Systems,v4_synthetic_pack,VP Merch Tech,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-IT-003,Merchandising and Planning Systems,VP Merch Tech,data_thin:reports_to_role_missing,merchandising,merchandising,merchandising
apex-retail,Apex Retail Group,v6.0,org_ownership,APX-IT-004,Supply Chain Platforms,v4_synthetic_pack,VP Supply Chain Tech,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-IT-004,Supply Chain Platforms,VP Supply Chain Tech,data_thin:reports_to_role_missing,supply_chain,supply_chain,supply_chain
apex-retail,Apex Retail Group,v6.0,org_ownership,APX-IT-005,Customer Data and Loyalty Platforms,v4_synthetic_pack,VP Customer Platforms,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-IT-005,Customer Data and Loyalty Platforms,VP Customer Platforms,data_thin:reports_to_role_missing,customer,customer,customer
apex-retail,Apex Retail Group,v6.0,org_ownership,APX-IT-006,ERP and Corporate Systems,v4_synthetic_pack,VP ERP,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-IT-006,ERP and Corporate Systems,VP ERP,data_thin:reports_to_role_missing,erp,erp,erp
apex-retail,Apex Retail Group,v6.0,org_ownership,APX-IT-007,"Data, Analytics and AI",v4_synthetic_pack,Chief Data Officer,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-IT-007,"Data, Analytics and AI",Chief Data Officer,data_thin:reports_to_role_missing,data_ai,data_ai,data_ai
apex-retail,Apex Retail Group,v6.0,org_ownership,APX-IT-008,Cloud Platform and SRE,v4_synthetic_pack,VP Cloud Platform,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-IT-008,Cloud Platform and SRE,VP Cloud Platform,data_thin:reports_to_role_missing,cloud,cloud,cloud
apex-retail,Apex Retail Group,v6.0,org_ownership,APX-IT-009,Cybersecurity,v4_synthetic_pack,CISO,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-IT-009,Cybersecurity,CISO,data_thin:reports_to_role_missing,cyber,cyber,cyber
apex-retail,Apex Retail Group,v6.0,org_ownership,APX-IT-010,Service Management and End User Tech,v4_synthetic_pack,VP IT Operations,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-IT-010,Service Management and End User Tech,VP IT Operations,data_thin:reports_to_role_missing,itsm,itsm,itsm
