tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,function_id,function_name,executive_owner,operating_model,primary_kpis,critical_processes
apex-retail,Retail Demo,v6.0,business_function,APX-BF-001,Store Operations,v4_synthetic_pack,COO,synthetic_demo,family-1-enterprise-operating-model/F02_business-org-functions.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:primary_kpis_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BF-001,Store Operations,COO,"Stores, district operations, labor execution, inventory handling",data_thin:primary_kpis_missing,"Stores, district operations, labor execution, inventory handling"
apex-retail,Retail Demo,v6.0,business_function,APX-BF-002,Digital Commerce,v4_synthetic_pack,Chief Digital Officer,synthetic_demo,family-1-enterprise-operating-model/F02_business-org-functions.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:primary_kpis_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BF-002,Digital Commerce,Chief Digital Officer,"Web, mobile, checkout, search, conversion, personalization",data_thin:primary_kpis_missing,"Web, mobile, checkout, search, conversion, personalization"
apex-retail,Retail Demo,v6.0,business_function,APX-BF-003,Merchandising,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,family-1-enterprise-operating-model/F02_business-org-functions.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:primary_kpis_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BF-003,Merchandising,Chief Merchandising Officer,"Category planning, assortment, markdowns, vendor funds",data_thin:primary_kpis_missing,"Category planning, assortment, markdowns, vendor funds"
apex-retail,Retail Demo,v6.0,business_function,APX-BF-004,Supply Chain and Fulfillment,v4_synthetic_pack,Chief Supply Chain Officer,synthetic_demo,family-1-enterprise-operating-model/F02_business-org-functions.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:primary_kpis_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BF-004,Supply Chain and Fulfillment,Chief Supply Chain Officer,"DCs, transportation, last mile, inventory flow",data_thin:primary_kpis_missing,"DCs, transportation, last mile, inventory flow"
apex-retail,Retail Demo,v6.0,business_function,APX-BF-005,Loyalty and Customer Growth,v4_synthetic_pack,Chief Marketing Officer,synthetic_demo,family-1-enterprise-operating-model/F02_business-org-functions.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:primary_kpis_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BF-005,Loyalty and Customer Growth,Chief Marketing Officer,"Loyalty, retail media, personalization, CRM",data_thin:primary_kpis_missing,"Loyalty, retail media, personalization, CRM"
apex-retail,Retail Demo,v6.0,business_function,APX-BF-006,Finance and FP&A,v4_synthetic_pack,CFO,synthetic_demo,family-1-enterprise-operating-model/F02_business-org-functions.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:primary_kpis_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BF-006,Finance and FP&A,CFO,"Margin, shrink, close, forecasting, capital governance",data_thin:primary_kpis_missing,"Margin, shrink, close, forecasting, capital governance"
apex-retail,Retail Demo,v6.0,business_function,APX-BF-007,Loss Prevention and Risk,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-1-enterprise-operating-model/F02_business-org-functions.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:primary_kpis_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BF-007,Loss Prevention and Risk,Chief Risk Officer,"Shrink, fraud, safety, internal controls",data_thin:primary_kpis_missing,"Shrink, fraud, safety, internal controls"
apex-retail,Retail Demo,v6.0,business_function,APX-BF-008,Technology,v4_synthetic_pack,CIO,synthetic_demo,family-1-enterprise-operating-model/F02_business-org-functions.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:primary_kpis_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BF-008,Technology,CIO,"Applications, infrastructure, data, security, AI platforms",data_thin:primary_kpis_missing,"Applications, infrastructure, data, security, AI platforms"
apex-retail,Retail Demo,v6.0,business_function,APX-BF-009,Human Resources,v4_synthetic_pack,CHRO,synthetic_demo,family-1-enterprise-operating-model/F02_business-org-functions.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:primary_kpis_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BF-009,Human Resources,CHRO,"Store labor, scheduling, hiring, training",data_thin:primary_kpis_missing,"Store labor, scheduling, hiring, training"
apex-retail,Retail Demo,v6.0,business_function,APX-BF-010,Procurement and Vendor Management,v4_synthetic_pack,Chief Procurement Officer,synthetic_demo,family-1-enterprise-operating-model/F02_business-org-functions.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:primary_kpis_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BF-010,Procurement and Vendor Management,Chief Procurement Officer,"Sourcing, contracts, SaaS/vendor governance",data_thin:primary_kpis_missing,"Sourcing, contracts, SaaS/vendor governance"
