tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,spend_id,amount_usd,amount_type,owner,program_id,vendor_id,system_id,committed_vs_discretionary,renewal_or_gate_date,value_linkage,unit_economics
apex-retail,Apex Retail Group,v6.0,spend_value,APX-BUD-001,spend_value record,v4_synthetic_pack,VP Store Technology,synthetic_demo,family-4-financial-commercial/F12_it-budget-financials.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:program_id_missing|data_thin:vendor_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BUD-001,130200000,budget,VP Store Technology,data_thin:program_id_missing,data_thin:vendor_id_missing,Store Systems and POS,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,AI value proof required for FY27 funding,data_thin:unit_economics_missing
apex-retail,Apex Retail Group,v6.0,spend_value,APX-BUD-002,spend_value record,v4_synthetic_pack,SVP Digital Engineering,synthetic_demo,family-4-financial-commercial/F12_it-budget-financials.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:program_id_missing|data_thin:vendor_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BUD-002,161200000,budget,SVP Digital Engineering,data_thin:program_id_missing,data_thin:vendor_id_missing,Digital Commerce Engineering,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,Baseline portfolio funding,data_thin:unit_economics_missing
apex-retail,Apex Retail Group,v6.0,spend_value,APX-BUD-003,spend_value record,v4_synthetic_pack,VP Merch Tech,synthetic_demo,family-4-financial-commercial/F12_it-budget-financials.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:program_id_missing|data_thin:vendor_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BUD-003,85560000,budget,VP Merch Tech,data_thin:program_id_missing,data_thin:vendor_id_missing,Merchandising and Planning Systems,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,Baseline portfolio funding,data_thin:unit_economics_missing
apex-retail,Apex Retail Group,v6.0,spend_value,APX-BUD-004,spend_value record,v4_synthetic_pack,VP Supply Chain Tech,synthetic_demo,family-4-financial-commercial/F12_it-budget-financials.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:program_id_missing|data_thin:vendor_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BUD-004,106640000,budget,VP Supply Chain Tech,data_thin:program_id_missing,data_thin:vendor_id_missing,Supply Chain Platforms,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,AI value proof required for FY27 funding,data_thin:unit_economics_missing
apex-retail,Apex Retail Group,v6.0,spend_value,APX-BUD-005,spend_value record,v4_synthetic_pack,VP Customer Platforms,synthetic_demo,family-4-financial-commercial/F12_it-budget-financials.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:program_id_missing|data_thin:vendor_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BUD-005,76880000,budget,VP Customer Platforms,data_thin:program_id_missing,data_thin:vendor_id_missing,Customer Data and Loyalty Platforms,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,Baseline portfolio funding,data_thin:unit_economics_missing
apex-retail,Apex Retail Group,v6.0,spend_value,APX-BUD-006,spend_value record,v4_synthetic_pack,VP ERP,synthetic_demo,family-4-financial-commercial/F12_it-budget-financials.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:program_id_missing|data_thin:vendor_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BUD-006,71920000,budget,VP ERP,data_thin:program_id_missing,data_thin:vendor_id_missing,ERP and Corporate Systems,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,Baseline portfolio funding,data_thin:unit_economics_missing
apex-retail,Apex Retail Group,v6.0,spend_value,APX-BUD-007,spend_value record,v4_synthetic_pack,Chief Data Officer,synthetic_demo,family-4-financial-commercial/F12_it-budget-financials.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:program_id_missing|data_thin:vendor_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BUD-007,114080000,budget,Chief Data Officer,data_thin:program_id_missing,data_thin:vendor_id_missing,"Data, Analytics and AI",data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,AI value proof required for FY27 funding,data_thin:unit_economics_missing
apex-retail,Apex Retail Group,v6.0,spend_value,APX-BUD-008,spend_value record,v4_synthetic_pack,VP Cloud Platform,synthetic_demo,family-4-financial-commercial/F12_it-budget-financials.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:program_id_missing|data_thin:vendor_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BUD-008,102920000,budget,VP Cloud Platform,data_thin:program_id_missing,data_thin:vendor_id_missing,Cloud Platform and SRE,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,Baseline portfolio funding,data_thin:unit_economics_missing
apex-retail,Apex Retail Group,v6.0,spend_value,APX-BUD-009,spend_value record,v4_synthetic_pack,CISO,synthetic_demo,family-4-financial-commercial/F12_it-budget-financials.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:program_id_missing|data_thin:vendor_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BUD-009,69440000,budget,CISO,data_thin:program_id_missing,data_thin:vendor_id_missing,Cybersecurity,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,Baseline portfolio funding,data_thin:unit_economics_missing
apex-retail,Apex Retail Group,v6.0,spend_value,APX-BUD-010,spend_value record,v4_synthetic_pack,VP IT Operations,synthetic_demo,family-4-financial-commercial/F12_it-budget-financials.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:program_id_missing|data_thin:vendor_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-BUD-010,60760000,budget,VP IT Operations,data_thin:program_id_missing,data_thin:vendor_id_missing,Service Management and End User Tech,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,AI value proof required for FY27 funding,data_thin:unit_economics_missing
apex-retail,Apex Retail Group,v6.0,spend_value,APX-INIT-001,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T07_benefit-realization.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:vendor_id_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-INIT-001,12000000,benefit,data_thin:owner_missing,APX-INIT-001,data_thin:vendor_id_missing,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,annualized_value_capture,data_thin:unit_economics_missing
apex-retail,Apex Retail Group,v6.0,spend_value,APX-INIT-002,spend_value record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T07_benefit-realization.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,data_thin:source_owner_missing|data_thin:owner_missing|data_thin:vendor_id_missing|data_thin:system_id_missing|data_thin:committed_vs_discretionary_missing|data_thin:renewal_or_gate_date_missing|data_thin:unit_economics_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-INIT-002,21000000,benefit,data_thin:owner_missing,APX-INIT-002,data_thin:vendor_id_missing,data_thin:system_id_missing,data_thin:committed_vs_discretionary_missing,data_thin:renewal_or_gate_date_missing,annualized_value_capture,data_thin:unit_economics_missing
