tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,pattern_id,pattern_name,industry_domain,when_to_apply,signals,recommended_actions,corpus_context_label
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,apx-omnichannel-inventory-truth,Omnichannel inventory truth before AI scale,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,corpus-patterns/move-patterns.jsonl,1,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,apx-omnichannel-inventory-truth,Omnichannel inventory truth before AI scale,retail_operations,"Use when BOPIS, ship-from-store, and personalization depend on inventory accuracy.",POS|OMS|WMS|inventory availability|store tasks,certify item-location data|measure cancellation reduction|gate by store accuracy,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,apx-shrink-evidence-chain,Shrink AI evidence chain,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,corpus-patterns/move-patterns.jsonl,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,apx-shrink-evidence-chain,Shrink AI evidence chain,retail_loss_prevention,Use when shrink AI depends on POS/camera/returns/investigation linkage.,POS exceptions|camera events|returns fraud|inventory movement,link evidence|monitor customer friction|measure recoveries,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,apx-retail-media-incrementality,Retail media incrementality proof,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,corpus-patterns/move-patterns.jsonl,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,apx-retail-media-incrementality,Retail media incrementality proof,retail_media,Use when personalization or retail media value is claimed from impressions only.,loyalty identity|clean room|campaign lift|consent,require incrementality|tie to margin|prove consent compliance,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,apx-store-labor-ai-guardrails,Store labor AI guardrails,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,corpus-patterns/move-patterns.jsonl,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,apx-store-labor-ai-guardrails,Store labor AI guardrails,retail_workforce,Use when labor optimization ignores manager overrides and local rules.,UKG|traffic forecast|task workload|labor rules,human-in-loop|quality guardrails|measure service impact,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,apex-retail-v4-pattern-05,Retail Demo V4 context-to-move pattern 5,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,corpus-patterns/move-patterns.jsonl,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:recommended_actions_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,apex-retail-v4-pattern-05,Retail Demo V4 context-to-move pattern 5,value_realization,"Apply when context, corpus, Tower spend, and evidence rows together show an executive decision point.",cross_dimension_dependency|evidence_gap|benefit_realization_gap|governance_or_adoption_blocker,data_thin:recommended_actions_missing,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,apex-retail-v4-pattern-06,Retail Demo V4 context-to-move pattern 6,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,corpus-patterns/move-patterns.jsonl,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:recommended_actions_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,apex-retail-v4-pattern-06,Retail Demo V4 context-to-move pattern 6,data_foundation,"Apply when context, corpus, Tower spend, and evidence rows together show an executive decision point.",cross_dimension_dependency|evidence_gap|benefit_realization_gap|governance_or_adoption_blocker,data_thin:recommended_actions_missing,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,APEXRETAIL-MET-0001,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,2,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-BM-0001,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,13,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,APEXRETAIL-MET-0002,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,3,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-BM-0002,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,14,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,APEXRETAIL-MET-0003,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,4,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-BM-0003,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,15,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,APEXRETAIL-MET-0004,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,5,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-BM-0004,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,16,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,APEXRETAIL-MET-0005,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,6,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-BM-0005,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,17,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,APEXRETAIL-MET-0006,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,7,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-BM-0006,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,18,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,APEXRETAIL-MET-0007,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,8,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-BM-0007,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,19,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,APEXRETAIL-MET-0008,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,9,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-BM-0008,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,20,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,APEXRETAIL-MET-0009,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,10,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-BM-0009,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,21,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,APEXRETAIL-MET-0010,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,11,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-BM-0010,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,22,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,APEXRETAIL-MET-0011,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,12,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-BM-0011,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,23,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,APEXRETAIL-MET-0012,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,13,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-BM-0012,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,24,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,APEXRETAIL-MET-0013,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,14,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-BM-0013,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,25,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,APEXRETAIL-MET-0014,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,15,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-BM-0014,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,26,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,APEXRETAIL-MET-0015,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,16,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-BM-0015,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,27,industry_pattern_context_not_tenant_fact
apex-retail,Retail Demo,v6.0,industry_corpus_pattern,APEXRETAIL-MET-0016,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,17,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-BM-0016,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,28,industry_pattern_context_not_tenant_fact
