tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,ai_initiative_id,use_case,business_process,tool_or_model,agent_or_copilot_name,user_group,licensed_users,active_users,adoption_metric,value_hypothesis,measured_value_usd,production_status,risk_status,model_risk_tier,data_readiness,decision_needed,scale_hold_stop
apex-retail,Apex Retail Group,v6.0,ai_initiative,APX-INIT-001,Retail lakehouse and customer inventory graph,v4_synthetic_pack,Chief Data Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-INIT-001,Retail lakehouse and customer inventory graph,Data and AI,data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,Data and AI,data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,95000000,12000000,mobilize,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,identity and item-location data quality,identity and item-location data quality,hold_until_evidence_or_risk_cleared
apex-retail,Apex Retail Group,v6.0,ai_initiative,APX-INIT-002,AI demand forecasting and replenishment,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-INIT-002,AI demand forecasting and replenishment,Merchandising,data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,Merchandising,data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,72000000,21000000,pilot,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,forecast explainability by category,forecast explainability by category,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
apex-retail,Apex Retail Group,v6.0,ai_initiative,APX-INIT-003,Store labor scheduling optimization,v4_synthetic_pack,COO,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-INIT-003,Store labor scheduling optimization,Store Operations,data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,Store Operations,data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,51000000,9000000,pilot,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,labor-rule integration and manager adoption,labor-rule integration and manager adoption,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
apex-retail,Apex Retail Group,v6.0,ai_initiative,APX-INIT-004,Shrink anomaly detection,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-INIT-004,Shrink anomaly detection,Loss Prevention,data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,Loss Prevention,data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,68000000,6800000,build,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,camera/POS evidence linkage,camera/POS evidence linkage,hold_until_evidence_or_risk_cleared
apex-retail,Apex Retail Group,v6.0,ai_initiative,APX-INIT-005,Search and personalization AI,v4_synthetic_pack,Chief Digital Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-INIT-005,Search and personalization AI,Digital Commerce,data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,Digital Commerce,data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,84000000,42000000,scale,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,consent and customer identity gaps,consent and customer identity gaps,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
apex-retail,Apex Retail Group,v6.0,ai_initiative,APX-INIT-006,Retail media measurement clean room,v4_synthetic_pack,Chief Marketing Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-INIT-006,Retail media measurement clean room,Marketing,data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,Marketing,data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,38000000,4000000,design,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,incrementality proof missing,incrementality proof missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
apex-retail,Apex Retail Group,v6.0,ai_initiative,APX-INIT-007,BOPIS exception prediction,v4_synthetic_pack,Chief Supply Chain Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-INIT-007,BOPIS exception prediction,Omnichannel Fulfillment,data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,Omnichannel Fulfillment,data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,34000000,7400000,pilot,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,store inventory accuracy,store inventory accuracy,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
apex-retail,Apex Retail Group,v6.0,ai_initiative,APX-INIT-008,Returns fraud triage,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-INIT-008,Returns fraud triage,Risk,data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,Risk,data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,26000000,3200000,build,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,fairness and customer friction review,fairness and customer friction review,hold_until_evidence_or_risk_cleared
apex-retail,Apex Retail Group,v6.0,ai_initiative,APX-INIT-009,Finance margin bridge automation,v4_synthetic_pack,CFO,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-INIT-009,Finance margin bridge automation,Finance,data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,Finance,data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,24000000,5800000,pilot,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,vendor funding lineage,vendor funding lineage,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
apex-retail,Apex Retail Group,v6.0,ai_initiative,APX-INIT-010,ServiceNow store support agent,v4_synthetic_pack,VP IT Operations,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:tool_or_model_missing|data_thin:agent_or_copilot_name_missing|data_thin:licensed_users_missing|data_thin:active_users_missing|data_thin:adoption_metric_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-INIT-010,ServiceNow store support agent,IT Operations,data_thin:tool_or_model_missing,data_thin:agent_or_copilot_name_missing,IT Operations,data_thin:licensed_users_missing,data_thin:active_users_missing,data_thin:adoption_metric_missing,18000000,2400000,pilot,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,knowledge base quality,knowledge base quality,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
