tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,relationship_id,from_object_family,from_record_id,relationship_type,to_object_family,to_record_id,evidence_basis,relationship_confidence
apex-retail,Retail Demo,v6.0,relationship,APEXRETAIL-EDGE-00001,relationship record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,graph/context-relationships.jsonl,1,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,dependency|ownership|support|value_linkage|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-EDGE-00001,application_system,APX-APP-001,depends_on,application_system,APX-APP-012,apex-retail-EVID-0001,medium
apex-retail,Retail Demo,v6.0,relationship,APEXRETAIL-EDGE-00002,relationship record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,graph/context-relationships.jsonl,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,dependency|ownership|support|value_linkage|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-EDGE-00002,application_system,APX-APP-002,funds,application_system,APX-APP-019,apex-retail-EVID-0002,medium
apex-retail,Retail Demo,v6.0,relationship,APEXRETAIL-EDGE-00003,relationship record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,graph/context-relationships.jsonl,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,dependency|ownership|support|value_linkage|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-EDGE-00003,application_system,APX-APP-003,supports,application_system,APX-APP-026,apex-retail-EVID-0003,medium
apex-retail,Retail Demo,v6.0,relationship,APEXRETAIL-EDGE-00004,relationship record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,graph/context-relationships.jsonl,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,dependency|ownership|support|value_linkage|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-EDGE-00004,application_system,APX-APP-004,blocked_by,application_system,APX-APP-033,apex-retail-EVID-0004,medium
apex-retail,Retail Demo,v6.0,relationship,APEXRETAIL-EDGE-00005,relationship record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,graph/context-relationships.jsonl,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,dependency|ownership|support|value_linkage|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-EDGE-00005,application_system,APX-APP-005,measured_by,application_system,APX-APP-040,apex-retail-EVID-0005,high
apex-retail,Retail Demo,v6.0,relationship,APEXRETAIL-EDGE-00006,relationship record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,graph/context-relationships.jsonl,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,dependency|ownership|support|value_linkage|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-EDGE-00006,application_system,APX-APP-006,evidenced_by,application_system,APX-APP-047,apex-retail-EVID-0006,high
apex-retail,Retail Demo,v6.0,relationship,APEXRETAIL-EDGE-00007,relationship record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,graph/context-relationships.jsonl,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,dependency|ownership|support|value_linkage|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-EDGE-00007,application_system,APX-APP-007,owned_by,application_system,APX-APP-054,apex-retail-EVID-0007,high
apex-retail,Retail Demo,v6.0,relationship,APEXRETAIL-EDGE-00008,relationship record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,graph/context-relationships.jsonl,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,dependency|ownership|support|value_linkage|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-EDGE-00008,application_system,APX-APP-008,depends_on,application_system,APX-APP-061,apex-retail-EVID-0008,high
apex-retail,Retail Demo,v6.0,relationship,APEXRETAIL-EDGE-00009,relationship record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,graph/context-relationships.jsonl,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,dependency|ownership|support|value_linkage|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-EDGE-00009,application_system,APX-APP-009,funds,application_system,APX-APP-068,apex-retail-EVID-0009,high
apex-retail,Retail Demo,v6.0,relationship,APEXRETAIL-EDGE-00010,relationship record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,graph/context-relationships.jsonl,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,dependency|ownership|support|value_linkage|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-EDGE-00010,application_system,APX-APP-010,supports,application_system,APX-APP-075,apex-retail-EVID-0010,high
apex-retail,Retail Demo,v6.0,relationship,APEXRETAIL-EDGE-00011,relationship record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,graph/context-relationships.jsonl,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,dependency|ownership|support|value_linkage|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-EDGE-00011,application_system,APX-APP-011,blocked_by,application_system,APX-APP-082,apex-retail-EVID-0011,high
apex-retail,Retail Demo,v6.0,relationship,APEXRETAIL-EDGE-00012,relationship record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,graph/context-relationships.jsonl,12,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,dependency|ownership|support|value_linkage|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-EDGE-00012,application_system,APX-APP-012,measured_by,application_system,APX-APP-089,apex-retail-EVID-0012,high
apex-retail,Retail Demo,v6.0,relationship,APEXRETAIL-EDGE-00013,relationship record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,graph/context-relationships.jsonl,13,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,dependency|ownership|support|value_linkage|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-EDGE-00013,application_system,APX-APP-013,evidenced_by,application_system,APX-APP-096,apex-retail-EVID-0013,high
apex-retail,Retail Demo,v6.0,relationship,APEXRETAIL-EDGE-00014,relationship record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,graph/context-relationships.jsonl,14,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,dependency|ownership|support|value_linkage|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-EDGE-00014,application_system,APX-APP-014,owned_by,application_system,APX-APP-103,apex-retail-EVID-0014,high
