move_id,question_id,question,must_include,must_not_claim,pass_criteria,evidence_refs,failure_mode_guarded
SHA-MOVE-001,SHA-MOVE-001-Q01,What exact source evidence supports this Move? (IROPS AI recovery cockpit),IROPS AI recovery cockpit; OCC disruption management console; disruption events; No approved disruption recovery baseline,"Do not claim IROPS AI is production-ready. Specific to IROPS AI recovery cockpit, do not present OCC disruption management console / disruption events as certified while ""No approved disruption recovery baseline"" remains open.","Pass only if the answer identifies OCC disruption management console as evidence for IROPS AI recovery cockpit, ties it to disruption events, and states that ""No approved disruption recovery baseline"" still requires source proof.",SHA-EVID-001; OCC disruption management console,unsupported_tenant_claim
SHA-MOVE-001,SHA-MOVE-001-Q02,Which foundation gap blocks phase advancement? (IROPS AI recovery cockpit),IROPS AI recovery cockpit; Flight operations dispatch platform; flight status; No certified operational event spine,"Do not claim autonomous recovery decisions. Specific to IROPS AI recovery cockpit, do not present Flight operations dispatch platform / flight status as certified while ""No certified operational event spine"" remains open.","Pass when the blocker is named as ""No certified operational event spine"", the answer explains why it constrains flight status, and IROPS AI recovery cockpit remains in planning-grade language.",SHA-EVID-001; Flight operations dispatch platform,foundation_overclaim
SHA-MOVE-001,SHA-MOVE-001-Q03,What must not be claimed yet? (IROPS AI recovery cockpit),IROPS AI recovery cockpit; Crew scheduling and legality platform; crew legality; Crew legality control evidence not loaded,"Do not claim disruption cost savings or OTP lift. Specific to IROPS AI recovery cockpit, do not present Crew scheduling and legality platform / crew legality as certified while ""Crew legality control evidence not loaded"" remains open.","Pass if the response refuses production/value claims for IROPS AI recovery cockpit, preserves the forbidden-claim boundary, and cites Crew scheduling and legality platform as the relevant fact anchor.",SHA-EVID-001; Crew scheduling and legality platform,value_fabrication
SHA-MOVE-001,SHA-MOVE-001-Q04,Which systems must be reconciled? (IROPS AI recovery cockpit),IROPS AI recovery cockpit; Passenger service system; customer reaccommodation; Customer reaccommodation SLA not validated,"Do not claim IROPS AI is production-ready. Specific to IROPS AI recovery cockpit, do not present Passenger service system / customer reaccommodation as certified while ""Customer reaccommodation SLA not validated"" remains open.","Pass when Passenger service system is reconciled with the other Move systems, customer reaccommodation is not treated as certified, and the open dependency ""Customer reaccommodation SLA not validated"" is explicit.",SHA-EVID-001; Passenger service system,thin_generic_answer
SHA-MOVE-001,SHA-MOVE-001-Q05,What baseline is required before value is quantified? (IROPS AI recovery cockpit),IROPS AI recovery cockpit; Airline operations data lake candidate; station actions; No approved disruption recovery baseline,"Do not claim autonomous recovery decisions. Specific to IROPS AI recovery cockpit, do not present Airline operations data lake candidate / station actions as certified while ""No approved disruption recovery baseline"" remains open.","Pass only if value discussion for IROPS AI recovery cockpit asks for a baseline for station actions, names the owner evidence still needed, and avoids dollar or ROI invention.",SHA-EVID-001; Airline operations data lake candidate,thin_generic_answer
SHA-MOVE-001,SHA-MOVE-001-Q06,Which owner must validate the answer? (IROPS AI recovery cockpit),IROPS AI recovery cockpit; OCC disruption management console; disruption events; No certified operational event spine,"Do not claim disruption cost savings or OTP lift. Specific to IROPS AI recovery cockpit, do not present OCC disruption management console / disruption events as certified while ""No certified operational event spine"" remains open.","Pass when the validating owner path is tied to Operations, the source artifact is referenced, and the answer explains how ""No certified operational event spine"" affects phase advancement.",SHA-EVID-001; OCC disruption management console,thin_generic_answer
SHA-MOVE-002,SHA-MOVE-002-Q01,What exact source evidence supports this Move? (Crew recovery decision support),Crew recovery decision support; Crew scheduling and legality platform; crew pairings; Legality rules owner not signed off,"Do not claim crew legality automation is live. Specific to Crew recovery decision support, do not present Crew scheduling and legality platform / crew pairings as certified while ""Legality rules owner not signed off"" remains open.","Pass only if the answer identifies Crew scheduling and legality platform as evidence for Crew recovery decision support, ties it to crew pairings, and states that ""Legality rules owner not signed off"" still requires source proof.",SHA-EVID-001; Crew scheduling and legality platform,unsupported_tenant_claim
SHA-MOVE-002,SHA-MOVE-002-Q02,Which foundation gap blocks phase advancement? (Crew recovery decision support),Crew recovery decision support; OCC disruption management console; legality constraints; Crew mobile feedback not loaded,"Do not claim crew disruption savings. Specific to Crew recovery decision support, do not present OCC disruption management console / legality constraints as certified while ""Crew mobile feedback not loaded"" remains open.","Pass when the blocker is named as ""Crew mobile feedback not loaded"", the answer explains why it constrains legality constraints, and Crew recovery decision support remains in planning-grade language.",SHA-EVID-001; OCC disruption management console,foundation_overclaim
SHA-MOVE-002,SHA-MOVE-002-Q03,What must not be claimed yet? (Crew recovery decision support),Crew recovery decision support; IBM MQ / integration backbone; reserve assignment; Human approval workflow not evidenced,"Do not bypass human approval or union/legal constraints. Specific to Crew recovery decision support, do not present IBM MQ / integration backbone / reserve assignment as certified while ""Human approval workflow not evidenced"" remains open.","Pass if the response refuses production/value claims for Crew recovery decision support, preserves the forbidden-claim boundary, and cites IBM MQ / integration backbone as the relevant fact anchor.",SHA-EVID-001; IBM MQ / integration backbone,value_fabrication
SHA-MOVE-002,SHA-MOVE-002-Q04,Which systems must be reconciled? (Crew recovery decision support),Crew recovery decision support; Airline operations data lake candidate; hotel transport; Data freshness SLA not loaded,"Do not claim crew legality automation is live. Specific to Crew recovery decision support, do not present Airline operations data lake candidate / hotel transport as certified while ""Data freshness SLA not loaded"" remains open.","Pass when Airline operations data lake candidate is reconciled with the other Move systems, hotel transport is not treated as certified, and the open dependency ""Data freshness SLA not loaded"" is explicit.",SHA-EVID-001; Airline operations data lake candidate,thin_generic_answer
