tenant_key,interview_id,interview_group,executive_area,stakeholder_role,question_id,question,synthetic_answer,priority_theme,business_priority,pain_point,known_challenge,key_initiative,system_or_vendor_mentioned,data_domain_mentioned,metric_mentioned,risk_or_control_mentioned,evidence_needed,decision_supported,module_usage_notes,confidence,source_type,interview_date,active_candidate_status,evidence_id,initiative_link,source_row_id,answer_basis,candidate_contract_version,load_run_id,generated_at,truth_statement
healthcare-demo-new,INT-C-01,executive_stakeholder_interview,Office of the CEO,CEO,Q01,What are the two or three enterprise priorities you'd put at the top of the board deck this quarter?,RAF Capture & Risk Adjustment Modernization and MyChart Digital Front Door Expansion are the two I'd lead with; both have board visibility and real budget behind them.,strategic_growth,Strategic growth,,,RAF Capture & Risk Adjustment Modernization,,,,,,,,medium,synthetic_stakeholder_interview,2026-07-31,candidate_local_only,EVID-INT-C-001,RAF Capture & Risk Adjustment Modernization,INT-C-001,synthetic_grounded_in_canonical_pack,healthcare-demo-new-enrichment-20260731,HCDN-ENRICH-20260731,2026-07-31T00:00:00Z,Synthetic stakeholder interview content generated for the healthcare-demo-new enrichment from the canonical files in this delivery; not a real interview transcript and not yet client-certified.
healthcare-demo-new,INT-C-01,executive_stakeholder_interview,Office of the CEO,CEO,Q02,How confident are you that RAF Capture & Risk Adjustment Modernization lands its target outcomes on the current timeline?,Reasonably confident on RAF Capture & Risk Adjustment Modernization; status is tracked as on_track and I get a monthly readout from VP Risk Adjustment & RAF Programs.,operational_execution,Operational execution,,status is on_track,RAF Capture & Risk Adjustment Modernization,,,,,,,,medium,synthetic_stakeholder_interview,2026-07-31,candidate_local_only,EVID-INT-C-002,RAF Capture & Risk Adjustment Modernization,INT-C-002,synthetic_grounded_in_canonical_pack,healthcare-demo-new-enrichment-20260731,HCDN-ENRICH-20260731,2026-07-31T00:00:00Z,Synthetic stakeholder interview content generated for the healthcare-demo-new enrichment from the canonical files in this delivery; not a real interview transcript and not yet client-certified.
healthcare-demo-new,INT-C-01,executive_stakeholder_interview,Office of the CEO,CEO,Q03,Where is the health plan's STARS trajectory relative to where the board expects it to be?,"HEDIS — Annual Flu Vaccine is our best signal; baseline is 76.0% against a target of 84.8% by MY2028, and I review it quarterly with the STARS Program Office.",operational_execution,Operational execution,,,,,,HEDIS — Annual Flu Vaccine,,,,,medium,synthetic_stakeholder_interview,2026-07-31,candidate_local_only,EVID-INT-C-003,,INT-C-003,stakeholder_workshop_synthetic,healthcare-demo-new-enrichment-20260731,HCDN-ENRICH-20260731,2026-07-31T00:00:00Z,Synthetic stakeholder interview content generated for the healthcare-demo-new enrichment from the canonical files in this delivery; not a real interview transcript and not yet client-certified.
healthcare-demo-new,INT-C-01,executive_stakeholder_interview,Office of the CEO,CEO,Q04,What's the single biggest risk to this year's operating plan?,Service desk staffing gap during Epic upgrade windows is the one I'd flag to the board if asked directly.,operational_execution,Operational execution,,,,,,,Standing privileged credentials outside PAM coverage,,,,medium,synthetic_stakeholder_interview,2026-07-31,candidate_local_only,EVID-INT-C-004,,INT-C-004,synthetic_grounded_in_canonical_pack,healthcare-demo-new-enrichment-20260731,HCDN-ENRICH-20260731,2026-07-31T00:00:00Z,Synthetic stakeholder interview content generated for the healthcare-demo-new enrichment from the canonical files in this delivery; not a real interview transcript and not yet client-certified.
healthcare-demo-new,INT-C-01,executive_stakeholder_interview,Office of the CEO,CEO,Q05,"How is the Cerner-to-Epic conversion at St. Anselm Community Hospital tracking, from your seat?",It's a board-level item; the technology owner reports steady progress but I'm watching for schedule risk given how complex a hospital EHR cutover is.,operational_execution,Operational execution,,,,Cerner Millennium (legacy — St. Anselm),,,,,,,medium,synthetic_stakeholder_interview,2026-07-31,candidate_local_only,EVID-INT-C-005,,INT-C-005,synthetic_grounded_in_canonical_pack,healthcare-demo-new-enrichment-20260731,HCDN-ENRICH-20260731,2026-07-31T00:00:00Z,Synthetic stakeholder interview content generated for the healthcare-demo-new enrichment from the canonical files in this delivery; not a real interview transcript and not yet client-certified.
healthcare-demo-new,INT-C-01,executive_stakeholder_interview,Office of the CEO,CEO,Q06,How ready is this organization to move off the on-prem SQL Server sprawl we've relied on for years?,"Not ready yet; Interface Engine Consolidation (Bridges/Rhapsody) is only at the evaluation stage, and I won't fund a pilot until governance is proven.",operational_execution,Operational execution,,,Interface Engine Consolidation (Bridges/Rhapsody),,,,,,,,medium,synthetic_stakeholder_interview,2026-07-31,candidate_local_only,EVID-INT-C-006,Interface Engine Consolidation (Bridges/Rhapsody),INT-C-006,synthetic_grounded_in_canonical_pack,healthcare-demo-new-enrichment-20260731,HCDN-ENRICH-20260731,2026-07-31T00:00:00Z,Synthetic stakeholder interview content generated for the healthcare-demo-new enrichment from the canonical files in this delivery; not a real interview transcript and not yet client-certified.
healthcare-demo-new,INT-C-01,executive_stakeholder_interview,Office of the CEO,CEO,Q07,How do you talk to the board about AI value claims given how early most of the use cases are?,I'm explicit that most figures in the AI portfolio are pending Finance validation; I don't let unvalidated numbers into the board narrative.,operational_execution,Operational execution,,,,,,,,Finance-validated value for AI use cases before board citation,,,medium,synthetic_stakeholder_interview,2026-07-31,candidate_local_only,EVID-INT-C-007,,INT-C-007,synthetic_grounded_in_canonical_pack,healthcare-demo-new-enrichment-20260731,HCDN-ENRICH-20260731,2026-07-31T00:00:00Z,Synthetic stakeholder interview content generated for the healthcare-demo-new enrichment from the canonical files in this delivery; not a real interview transcript and not yet client-certified.
healthcare-demo-new,INT-C-01,executive_stakeholder_interview,Office of the CEO,CEO,Q08,"What would you tell a new board member about Legal, Compliance & Privacy's relative maturity?","It's one of the more mature functions operationally, though the underlying systems still carry real technical debt per the last architecture review.",operational_execution,Operational execution,,,,,,,,,,,medium,synthetic_stakeholder_interview,2026-07-31,candidate_local_only,EVID-INT-C-008,,INT-C-008,stakeholder_workshop_synthetic,healthcare-demo-new-enrichment-20260731,HCDN-ENRICH-20260731,2026-07-31T00:00:00Z,Synthetic stakeholder interview content generated for the healthcare-demo-new enrichment from the canonical files in this delivery; not a real interview transcript and not yet client-certified.
healthcare-demo-new,INT-C-01,executive_stakeholder_interview,Office of the CEO,CEO,Q09,How do you personally track Days in Accounts Receivable (AR)?,It comes to me in the monthly executive scorecard; owner is SVP Revenue Cycle.,operational_execution,Operational execution,,,,,,Days in Accounts Receivable (AR),,,,,medium,synthetic_stakeholder_interview,2026-07-31,candidate_local_only,EVID-INT-C-009,,INT-C-009,stakeholder_workshop_synthetic,healthcare-demo-new-enrichment-20260731,HCDN-ENRICH-20260731,2026-07-31T00:00:00Z,Synthetic stakeholder interview content generated for the healthcare-demo-new enrichment from the canonical files in this delivery; not a real interview transcript and not yet client-certified.
healthcare-demo-new,INT-C-01,executive_stakeholder_interview,Office of the CEO,CEO,Q10,What's your view on the vendor concentration risk with Epic Systems Corporation?,It's a known and accepted risk; the alternative — a multi-vendor clinical stack — would cost us more in integration risk than it saves.,operational_execution,Operational execution,,,,Epic Systems Corporation,,,,,,,medium,synthetic_stakeholder_interview,2026-07-31,candidate_local_only,EVID-INT-C-010,,INT-C-010,synthetic_grounded_in_canonical_pack,healthcare-demo-new-enrichment-20260731,HCDN-ENRICH-20260731,2026-07-31T00:00:00Z,Synthetic stakeholder interview content generated for the healthcare-demo-new enrichment from the canonical files in this delivery; not a real interview transcript and not yet client-certified.
