tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,ai_initiative_id,use_case,business_process,tool_or_model,agent_or_copilot_name,user_group,licensed_users,active_users,adoption_metric,value_hypothesis,measured_value_usd,production_status,risk_status,model_risk_tier,data_readiness,decision_needed,scale_hold_stop
first-capital,Financial Services Demo,v6.0,ai_initiative,FC-AI-001,Real-time scam & APP fraud detection,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,low,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-001,Real-time scam & APP fraud detection,Financial Crimes,M365 Copilot,Copilot,Financial Crimes,80,35,"Active users divided by licensed users, with weekly workflow evidence",47000000,0,ideate,Managed,Low,No measurable value after pilot; sunset and reallocate budget,No measurable value after pilot; sunset and reallocate budget,scale
first-capital,Financial Services Demo,v6.0,ai_initiative,FC-AI-002,AML alert triage & false-positive reduction,v4_synthetic_pack,BSA/AML Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-002,AML alert triage & false-positive reduction,Financial Crimes,Workflow agent,Operations Agent,Financial Crimes,88,40,"Active users divided by licensed users, with weekly workflow evidence",12000000,0,ideate,Watch,Medium,Awaiting model-risk validation and source evidence gate,Awaiting model-risk validation and source evidence gate,hold
first-capital,Financial Services Demo,v6.0,ai_initiative,FC-AI-003,SAR narrative drafting copilot,v4_synthetic_pack,BSA/AML Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-003,SAR narrative drafting copilot,Financial Crimes,Forecast model,Forecast Agent,Financial Crimes,96,45,"Active users divided by licensed users, with weekly workflow evidence",38000000,0,ideate,Needs control evidence,Medium,Within governance threshold; expand under monitored rollout,Within governance threshold; expand under monitored rollout,scale
first-capital,Financial Services Demo,v6.0,ai_initiative,FC-AI-004,Contact center next-best-action assist,v4_synthetic_pack,Head of Customer Experience,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-004,Contact center next-best-action assist,Customer Care,Document AI,Evidence Agent,Customer Care,104,50,"Active users divided by licensed users, with weekly workflow evidence",41000000,0,ideate,Managed,Low,Scope too broad; re-baseline against a single high-value workflow,Scope too broad; re-baseline against a single high-value workflow,stop
first-capital,Financial Services Demo,v6.0,ai_initiative,FC-AI-005,Commercial credit spreading automation,v4_synthetic_pack,Head of Commercial Banking,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-005,Commercial credit spreading automation,Commercial Banking,Decision support model,Decision Advisor,Commercial Banking,112,55,"Active users divided by licensed users, with weekly workflow evidence",27000000,0,ideate,Watch,Medium,Within governance threshold; expand under monitored rollout,Within governance threshold; expand under monitored rollout,scale
first-capital,Financial Services Demo,v6.0,ai_initiative,FC-AI-006,Customer 360 lakehouse foundation,v4_synthetic_pack,Chief Data & Analytics Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-006,Customer 360 lakehouse foundation,"Data, Analytics & AI",M365 Copilot,Copilot,"Data, Analytics & AI",120,60,"Active users divided by licensed users, with weekly workflow evidence",30000000,0,ideate,Needs control evidence,Medium,Awaiting model-risk validation and source evidence gate,Awaiting model-risk validation and source evidence gate,hold
first-capital,Financial Services Demo,v6.0,ai_initiative,FC-AI-007,Certified semantic layer for KPIs,v4_synthetic_pack,Chief Data & Analytics Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-007,Certified semantic layer for KPIs,"Data, Analytics & AI",Workflow agent,Operations Agent,"Data, Analytics & AI",128,65,"Active users divided by licensed users, with weekly workflow evidence",17000000,96687,design,Managed,Low,Reported automation not reproducible in evidence; reclassify,Reported automation not reproducible in evidence; reclassify,scale
first-capital,Financial Services Demo,v6.0,ai_initiative,FC-AI-008,Engineering code-assist productivity,v4_synthetic_pack,Chief Information Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-008,Engineering code-assist productivity,Technology,Forecast model,Forecast Agent,Technology,136,70,"Active users divided by licensed users, with weekly workflow evidence",37000000,1208161,design,Watch,Medium,Awaiting model-risk validation and source evidence gate,Awaiting model-risk validation and source evidence gate,stop
first-capital,Financial Services Demo,v6.0,ai_initiative,FC-AI-009,Regulatory close & reconciliation automation,v4_synthetic_pack,Chief Financial Officer,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-009,Regulatory close & reconciliation automation,Finance,Document AI,Evidence Agent,Finance,144,75,"Active users divided by licensed users, with weekly workflow evidence",11000000,416844,design,Needs control evidence,Medium,Awaiting model-risk validation and source evidence gate,Awaiting model-risk validation and source evidence gate,scale
first-capital,Financial Services Demo,v6.0,ai_initiative,FC-AI-010,Cards dispute & chargeback automation,v4_synthetic_pack,Head of Cards & Payments,synthetic_demo,ai-control-tower/T00_ai-investment-super-template.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,low,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-AI-010,Cards dispute & chargeback automation,Cards & Payments,Decision support model,Decision Advisor,Cards & Payments,152,80,"Active users divided by licensed users, with weekly workflow evidence",26000000,166217,design,Managed,Low,No measurable value after pilot; sunset and reallocate budget,No measurable value after pilot; sunset and reallocate budget,hold
