tenant_key,dataset_version,contract_id,vendor_id,vendor_name,po_number,po_line_id,po_description,po_amount_usd,active_contract_match,coverage_start_date,coverage_end_date,buyer_role_ref,cost_center_ref,source_system,source_system_examples,source_record_id,source_file_report,extraction_grain,refresh_frequency,review_status
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,MER-PO-CF-001-001,MER-PO-LINE-CF-001-001,Data and Analytics Managed Services covered services period 1,3500000,partial_period_overlap,2025-07-01,2026-06-01,ROLE-SOURCING-MANAGER,CC-FINANCE-OPS,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-001-001,CF-001_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,MER-PO-CF-001-002,MER-PO-LINE-CF-001-002,Data and Analytics Managed Services covered services period 2,3514500,active_contract_match,2025-08-01,2026-07-01,ROLE-SOURCING-MANAGER,CC-TECH-PLATFORM,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-001-002,CF-001_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,MER-PO-CF-001-003,MER-PO-LINE-CF-001-003,Data and Analytics Managed Services covered services period 3,3529000,active_contract_match,2025-09-01,2026-08-01,ROLE-SOURCING-MANAGER,CC-FINANCE-OPS,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-001-003,CF-001_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,MER-PO-CF-001-004,MER-PO-LINE-CF-001-004,Data and Analytics Managed Services covered services period 4,3543500,active_contract_match,2025-10-01,2026-09-01,ROLE-SOURCING-MANAGER,CC-TECH-PLATFORM,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-001-004,CF-001_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,MER-PO-CF-001-005,MER-PO-LINE-CF-001-005,Data and Analytics Managed Services covered services period 5,3558000,active_contract_match,2025-11-01,2026-10-01,ROLE-SOURCING-MANAGER,CC-FINANCE-OPS,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-001-005,CF-001_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,MER-PO-CF-001-006,MER-PO-LINE-CF-001-006,Data and Analytics Managed Services covered services period 6,3572500,active_contract_match,2025-12-01,2026-11-01,ROLE-SOURCING-MANAGER,CC-TECH-PLATFORM,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-001-006,CF-001_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,MER-PO-CF-001-007,MER-PO-LINE-CF-001-007,Data and Analytics Managed Services covered services period 7,3587000,active_contract_match,2026-01-01,2026-12-01,ROLE-SOURCING-MANAGER,CC-FINANCE-OPS,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-001-007,CF-001_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,MER-PO-CF-001-008,MER-PO-LINE-CF-001-008,Data and Analytics Managed Services covered services period 8,3601500,partial_period_overlap,2026-02-01,2027-01-01,ROLE-SOURCING-MANAGER,CC-TECH-PLATFORM,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-001-008,CF-001_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,MER-PO-CF-001-009,MER-PO-LINE-CF-001-009,Data and Analytics Managed Services covered services period 9,3616000,active_contract_match,2026-03-01,2027-02-01,ROLE-SOURCING-MANAGER,CC-FINANCE-OPS,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-001-009,CF-001_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,MER-PO-CF-001-010,MER-PO-LINE-CF-001-010,Data and Analytics Managed Services covered services period 10,3630500,active_contract_match,2026-04-01,2027-03-01,ROLE-SOURCING-MANAGER,CC-TECH-PLATFORM,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-001-010,CF-001_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,MER-PO-CF-001-011,MER-PO-LINE-CF-001-011,Data and Analytics Managed Services covered services period 11,3645000,active_contract_match,2026-05-01,2027-04-01,ROLE-SOURCING-MANAGER,CC-FINANCE-OPS,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-001-011,CF-001_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,MER-PO-CF-001-012,MER-PO-LINE-CF-001-012,Data and Analytics Managed Services covered services period 12,3659500,active_contract_match,2026-06-01,2027-05-01,ROLE-SOURCING-MANAGER,CC-TECH-PLATFORM,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-001-012,CF-001_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-003,VND-003,Sterling Workforce Systems, Inc.,MER-PO-CF-003-001,MER-PO-LINE-CF-003-001,Sterling Finance HCM SaaS and Services covered services period 1,1250000,partial_period_overlap,2025-07-01,2026-06-01,ROLE-SOURCING-MANAGER,CC-FINANCE-OPS,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-003-001,CF-003_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-003,VND-003,Sterling Workforce Systems, Inc.,MER-PO-CF-003-002,MER-PO-LINE-CF-003-002,Sterling Finance HCM SaaS and Services covered services period 2,1264500,active_contract_match,2025-08-01,2026-07-01,ROLE-SOURCING-MANAGER,CC-TECH-PLATFORM,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-003-002,CF-003_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-003,VND-003,Sterling Workforce Systems, Inc.,MER-PO-CF-003-003,MER-PO-LINE-CF-003-003,Sterling Finance HCM SaaS and Services covered services period 3,1279000,active_contract_match,2025-09-01,2026-08-01,ROLE-SOURCING-MANAGER,CC-FINANCE-OPS,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-003-003,CF-003_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-003,VND-003,Sterling Workforce Systems, Inc.,MER-PO-CF-003-004,MER-PO-LINE-CF-003-004,Sterling Finance HCM SaaS and Services covered services period 4,1293500,active_contract_match,2025-10-01,2026-09-01,ROLE-SOURCING-MANAGER,CC-TECH-PLATFORM,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-003-004,CF-003_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-003,VND-003,Sterling Workforce Systems, Inc.,MER-PO-CF-003-005,MER-PO-LINE-CF-003-005,Sterling Finance HCM SaaS and Services covered services period 5,1308000,active_contract_match,2025-11-01,2026-10-01,ROLE-SOURCING-MANAGER,CC-FINANCE-OPS,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-003-005,CF-003_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-003,VND-003,Sterling Workforce Systems, Inc.,MER-PO-CF-003-006,MER-PO-LINE-CF-003-006,Sterling Finance HCM SaaS and Services covered services period 6,1322500,active_contract_match,2025-12-01,2026-11-01,ROLE-SOURCING-MANAGER,CC-TECH-PLATFORM,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-003-006,CF-003_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-003,VND-003,Sterling Workforce Systems, Inc.,MER-PO-CF-003-007,MER-PO-LINE-CF-003-007,Sterling Finance HCM SaaS and Services covered services period 7,1337000,active_contract_match,2026-01-01,2026-12-01,ROLE-SOURCING-MANAGER,CC-FINANCE-OPS,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-003-007,CF-003_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-003,VND-003,Sterling Workforce Systems, Inc.,MER-PO-CF-003-008,MER-PO-LINE-CF-003-008,Sterling Finance HCM SaaS and Services covered services period 8,1351500,partial_period_overlap,2026-02-01,2027-01-01,ROLE-SOURCING-MANAGER,CC-TECH-PLATFORM,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-003-008,CF-003_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-003,VND-003,Sterling Workforce Systems, Inc.,MER-PO-CF-003-009,MER-PO-LINE-CF-003-009,Sterling Finance HCM SaaS and Services covered services period 9,1366000,active_contract_match,2026-03-01,2027-02-01,ROLE-SOURCING-MANAGER,CC-FINANCE-OPS,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-003-009,CF-003_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-003,VND-003,Sterling Workforce Systems, Inc.,MER-PO-CF-003-010,MER-PO-LINE-CF-003-010,Sterling Finance HCM SaaS and Services covered services period 10,1380500,active_contract_match,2026-04-01,2027-03-01,ROLE-SOURCING-MANAGER,CC-TECH-PLATFORM,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-003-010,CF-003_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-003,VND-003,Sterling Workforce Systems, Inc.,MER-PO-CF-003-011,MER-PO-LINE-CF-003-011,Sterling Finance HCM SaaS and Services covered services period 11,1395000,active_contract_match,2026-05-01,2027-04-01,ROLE-SOURCING-MANAGER,CC-FINANCE-OPS,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-003-011,CF-003_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-003,VND-003,Sterling Workforce Systems, Inc.,MER-PO-CF-003-012,MER-PO-LINE-CF-003-012,Sterling Finance HCM SaaS and Services covered services period 12,1409500,active_contract_match,2026-06-01,2027-05-01,ROLE-SOURCING-MANAGER,CC-TECH-PLATFORM,Procurement / S2P,Coupa; Ariba; Sterling Procurement; Oracle Procurement Cloud,PO-MATCH-CF-003-012,CF-003_po_contract_match.csv,one row per PO line to active contract coverage check,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
