tenant_key,dataset_version,contract_id,vendor_id,vendor_name,rate_card_line_id,labor_or_service_role,location,contract_rate_usd_per_hour,billed_rate_usd_per_hour,hours_last_12_months,rate_variance_usd,rate_variance_pct,amendment_reference,source_system,source_system_examples,source_record_id,source_file_report,extraction_grain,refresh_frequency,review_status
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,RATE-CF-001-01,Data platform lead,US,178,196,920,16560,0.101,No signed rate-card amendment found for observed uplift,VMS/rate card,Fieldglass; Beeline; Icertis rate schedule; vendor invoice detail,RATE-CF-001-01,CF-001_fieldglass_rate_card.csv,one row per role and location rate band,On amendment or monthly when invoice reconciliation runs,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,RATE-CF-001-02,Clinical data engineer,India,74,84,1880,18800,0.135,No signed rate-card amendment found for observed uplift,VMS/rate card,Fieldglass; Beeline; Icertis rate schedule; vendor invoice detail,RATE-CF-001-02,CF-001_fieldglass_rate_card.csv,one row per role and location rate band,On amendment or monthly when invoice reconciliation runs,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,RATE-CF-001-03,Northgate Insight workspace admin,US,138,151,740,9620,0.094,No signed rate-card amendment found for observed uplift,VMS/rate card,Fieldglass; Beeline; Icertis rate schedule; vendor invoice detail,RATE-CF-001-03,CF-001_fieldglass_rate_card.csv,one row per role and location rate band,On amendment or monthly when invoice reconciliation runs,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,RATE-CF-001-04,Data quality analyst,Philippines,48,56,1260,10080,0.167,No signed rate-card amendment found for observed uplift,VMS/rate card,Fieldglass; Beeline; Icertis rate schedule; vendor invoice detail,RATE-CF-001-04,CF-001_fieldglass_rate_card.csv,one row per role and location rate band,On amendment or monthly when invoice reconciliation runs,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,RATE-CF-001-05,Release manager,US,164,178,520,7280,0.085,No signed rate-card amendment found for observed uplift,VMS/rate card,Fieldglass; Beeline; Icertis rate schedule; vendor invoice detail,RATE-CF-001-05,CF-001_fieldglass_rate_card.csv,one row per role and location rate band,On amendment or monthly when invoice reconciliation runs,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,RATE-CF-001-06,API integration engineer,India,88,98,1110,11100,0.114,No signed rate-card amendment found for observed uplift,VMS/rate card,Fieldglass; Beeline; Icertis rate schedule; vendor invoice detail,RATE-CF-001-06,CF-001_fieldglass_rate_card.csv,one row per role and location rate band,On amendment or monthly when invoice reconciliation runs,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-003,VND-003,"Sterling Workforce Systems, Inc.",RATE-CF-003-01,Sterling financials consultant,US,188,204,530,8480,0.085,No signed rate-card amendment found for observed uplift,VMS/rate card,Fieldglass; Beeline; Icertis rate schedule; vendor invoice detail,RATE-CF-003-01,CF-003_fieldglass_rate_card.csv,one row per role and location rate band,On amendment or monthly when invoice reconciliation runs,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-003,VND-003,"Sterling Workforce Systems, Inc.",RATE-CF-003-02,Sterling HCM analyst,India,82,90,810,6480,0.098,No signed rate-card amendment found for observed uplift,VMS/rate card,Fieldglass; Beeline; Icertis rate schedule; vendor invoice detail,RATE-CF-003-02,CF-003_fieldglass_rate_card.csv,one row per role and location rate band,On amendment or monthly when invoice reconciliation runs,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-003,VND-003,"Sterling Workforce Systems, Inc.",RATE-CF-003-03,Integration developer,India,92,101,760,6840,0.098,No signed rate-card amendment found for observed uplift,VMS/rate card,Fieldglass; Beeline; Icertis rate schedule; vendor invoice detail,RATE-CF-003-03,CF-003_fieldglass_rate_card.csv,one row per role and location rate band,On amendment or monthly when invoice reconciliation runs,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-003,VND-003,"Sterling Workforce Systems, Inc.",RATE-CF-003-04,Release advisor,US,168,184,380,6080,0.095,No signed rate-card amendment found for observed uplift,VMS/rate card,Fieldglass; Beeline; Icertis rate schedule; vendor invoice detail,RATE-CF-003-04,CF-003_fieldglass_rate_card.csv,one row per role and location rate band,On amendment or monthly when invoice reconciliation runs,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-003,VND-003,"Sterling Workforce Systems, Inc.",RATE-CF-003-05,Prism analytics specialist,US,156,171,410,6150,0.096,No signed rate-card amendment found for observed uplift,VMS/rate card,Fieldglass; Beeline; Icertis rate schedule; vendor invoice detail,RATE-CF-003-05,CF-003_fieldglass_rate_card.csv,one row per role and location rate band,On amendment or monthly when invoice reconciliation runs,synthetic_demo_reviewed
