tenant_key,dataset_version,contract_id,vendor_id,vendor_name,period_month,sku_or_service,entitled_quantity,active_quantity,utilization_rate,monthly_cost_usd,unused_or_underused_quantity,optimization_signal,source_system,source_system_examples,source_record_id,source_file_report,extraction_grain,refresh_frequency,review_status
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,2025-07,Northgate Insight premium support,18000,13066,0.726,104000,4934,underused_entitlement_review,usage / entitlement / consumption platforms,Northgate Insight admin export; Northgate Cloud Cost Management; vendor monthly operating report,USE-CF-001-2025-07-Power-BI-premium-support,CF-001_usage_entitlement_monthly.csv,"one row per month per subscription, capacity or service entitlement",Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,2025-07,Data engineering change bank,14400,10105,0.702,92000,4295,underused_entitlement_review,usage / entitlement / consumption platforms,Northgate Insight admin export; Northgate Cloud Cost Management; vendor monthly operating report,USE-CF-001-2025-07-Data-engineering-change-bank,CF-001_usage_entitlement_monthly.csv,"one row per month per subscription, capacity or service entitlement",Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,2025-07,Clinical data-product support,22,17,0.773,132000,5,underused_entitlement_review,usage / entitlement / consumption platforms,Northgate Insight admin export; Northgate Cloud Cost Management; vendor monthly operating report,USE-CF-001-2025-07-Clinical-data-product-support,CF-001_usage_entitlement_monthly.csv,"one row per month per subscription, capacity or service entitlement",Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,2025-08,Northgate Insight premium support,18000,13233,0.735,104000,4767,underused_entitlement_review,usage / entitlement / consumption platforms,Northgate Insight admin export; Northgate Cloud Cost Management; vendor monthly operating report,USE-CF-001-2025-08-Power-BI-premium-support,CF-001_usage_entitlement_monthly.csv,"one row per month per subscription, capacity or service entitlement",Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,2025-08,Data engineering change bank,14400,10234,0.711,92000,4166,underused_entitlement_review,usage / entitlement / consumption platforms,Northgate Insight admin export; Northgate Cloud Cost Management; vendor monthly operating report,USE-CF-001-2025-08-Data-engineering-change-bank,CF-001_usage_entitlement_monthly.csv,"one row per month per subscription, capacity or service entitlement",Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,2025-08,Clinical data-product support,22,17,0.773,132000,5,underused_entitlement_review,usage / entitlement / consumption platforms,Northgate Insight admin export; Northgate Cloud Cost Management; vendor monthly operating report,USE-CF-001-2025-08-Clinical-data-product-support,CF-001_usage_entitlement_monthly.csv,"one row per month per subscription, capacity or service entitlement",Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,2025-09,Northgate Insight premium support,18000,13400,0.744,104000,4600,underused_entitlement_review,usage / entitlement / consumption platforms,Northgate Insight admin export; Northgate Cloud Cost Management; vendor monthly operating report,USE-CF-001-2025-09-Power-BI-premium-support,CF-001_usage_entitlement_monthly.csv,"one row per month per subscription, capacity or service entitlement",Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,2025-09,Data engineering change bank,14400,10363,0.720,92000,4037,underused_entitlement_review,usage / entitlement / consumption platforms,Northgate Insight admin export; Northgate Cloud Cost Management; vendor monthly operating report,USE-CF-001-2025-09-Data-engineering-change-bank,CF-001_usage_entitlement_monthly.csv,"one row per month per subscription, capacity or service entitlement",Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,2025-09,Clinical data-product support,22,17,0.773,132000,5,underused_entitlement_review,usage / entitlement / consumption platforms,Northgate Insight admin export; Northgate Cloud Cost Management; vendor monthly operating report,USE-CF-001-2025-09-Clinical-data-product-support,CF-001_usage_entitlement_monthly.csv,"one row per month per subscription, capacity or service entitlement",Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,2025-10,Northgate Insight premium support,18000,13566,0.754,104000,4434,underused_entitlement_review,usage / entitlement / consumption platforms,Northgate Insight admin export; Northgate Cloud Cost Management; vendor monthly operating report,USE-CF-001-2025-10-Power-BI-premium-support,CF-001_usage_entitlement_monthly.csv,"one row per month per subscription, capacity or service entitlement",Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,2025-10,Data engineering change bank,14400,10492,0.729,92000,3908,underused_entitlement_review,usage / entitlement / consumption platforms,Northgate Insight admin export; Northgate Cloud Cost Management; vendor monthly operating report,USE-CF-001-2025-10-Data-engineering-change-bank,CF-001_usage_entitlement_monthly.csv,"one row per month per subscription, capacity or service entitlement",Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
