tenant_key,dataset_version,contract_id,vendor_id,vendor_name,invoice_id,invoice_line_id,po_number,invoice_date,service_period_start,service_period_end,sku_or_service_code,line_description,invoiced_amount_usd,matched_contract_rate_usd,billed_rate_usd,exception_type,exception_amount_usd,payment_status,source_system,source_system_examples,source_record_id,source_file_report,extraction_grain,refresh_frequency,review_status
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,INV-CF-001-01,INV-CF-001-01-1,MER-PO-CF-001-001,2025-07-01,2025-07-01,2025-07-01,DATA-OPS-MANAGED,24x7 data platform operations and monitoring,1542450,32500,36725,rate_above_contract_or_uncovered_line,177450,paid,AP / ERP financial subledger,Sterling Supplier Invoices; Oracle AP; SAP AP; Coupa invoice match,AP-CF-001-01-1,CF-001_invoice_lines.csv,one row per supplier invoice line,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,INV-CF-001-01,INV-CF-001-01-2,MER-PO-CF-001-001,2025-07-01,2025-07-01,2025-07-01,DATA-ENG-SQUAD,Data engineering product squad capacity,86043,1771,2001,rate_above_contract_or_uncovered_line,9890,paid,AP / ERP financial subledger,Sterling Supplier Invoices; Oracle AP; SAP AP; Coupa invoice match,AP-CF-001-01-2,CF-001_invoice_lines.csv,one row per supplier invoice line,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,INV-CF-001-01,INV-CF-001-01-3,MER-PO-CF-001-001,2025-07-01,2025-07-01,2025-07-01,BI-SUPPORT,Northgate Insight premium workspace administration and report support,264,5,6,rate_above_contract_or_uncovered_line,44,paid,AP / ERP financial subledger,Sterling Supplier Invoices; Oracle AP; SAP AP; Coupa invoice match,AP-CF-001-01-3,CF-001_invoice_lines.csv,one row per supplier invoice line,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,INV-CF-001-01,INV-CF-001-01-4,MER-PO-CF-001-001,2025-07-01,2025-07-01,2025-07-01,CLIN-MARTS,Clinical quality and payer performance data product support,519075,10208,11535,rate_above_contract_or_uncovered_line,59715,paid,AP / ERP financial subledger,Sterling Supplier Invoices; Oracle AP; SAP AP; Coupa invoice match,AP-CF-001-01-4,CF-001_invoice_lines.csv,one row per supplier invoice line,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,INV-CF-001-02,INV-CF-001-02-1,MER-PO-CF-001-002,2025-08-01,2025-08-01,2025-08-01,DATA-OPS-MANAGED,24x7 data platform operations and monitoring,1430000,32500,32500,none,0,paid,AP / ERP financial subledger,Sterling Supplier Invoices; Oracle AP; SAP AP; Coupa invoice match,AP-CF-001-02-1,CF-001_invoice_lines.csv,one row per supplier invoice line,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,INV-CF-001-02,INV-CF-001-02-2,MER-PO-CF-001-002,2025-08-01,2025-08-01,2025-08-01,DATA-ENG-SQUAD,Data engineering product squad capacity,81466,1771,1771,none,0,paid,AP / ERP financial subledger,Sterling Supplier Invoices; Oracle AP; SAP AP; Coupa invoice match,AP-CF-001-02-2,CF-001_invoice_lines.csv,one row per supplier invoice line,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,INV-CF-001-02,INV-CF-001-02-3,MER-PO-CF-001-002,2025-08-01,2025-08-01,2025-08-01,BI-SUPPORT,Northgate Insight premium workspace administration and report support,240,5,5,none,0,paid,AP / ERP financial subledger,Sterling Supplier Invoices; Oracle AP; SAP AP; Coupa invoice match,AP-CF-001-02-3,CF-001_invoice_lines.csv,one row per supplier invoice line,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,INV-CF-001-02,INV-CF-001-02-4,MER-PO-CF-001-002,2025-08-01,2025-08-01,2025-08-01,CLIN-MARTS,Clinical quality and payer performance data product support,510400,10208,10208,none,0,paid,AP / ERP financial subledger,Sterling Supplier Invoices; Oracle AP; SAP AP; Coupa invoice match,AP-CF-001-02-4,CF-001_invoice_lines.csv,one row per supplier invoice line,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,INV-CF-001-03,INV-CF-001-03-1,MER-PO-CF-001-003,2025-09-01,2025-09-01,2025-09-01,DATA-OPS-MANAGED,24x7 data platform operations and monitoring,1495000,32500,32500,none,0,paid,AP / ERP financial subledger,Sterling Supplier Invoices; Oracle AP; SAP AP; Coupa invoice match,AP-CF-001-03-1,CF-001_invoice_lines.csv,one row per supplier invoice line,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,INV-CF-001-03,INV-CF-001-03-2,MER-PO-CF-001-003,2025-09-01,2025-09-01,2025-09-01,DATA-ENG-SQUAD,Data engineering product squad capacity,86779,1771,1771,none,0,paid,AP / ERP financial subledger,Sterling Supplier Invoices; Oracle AP; SAP AP; Coupa invoice match,AP-CF-001-03-2,CF-001_invoice_lines.csv,one row per supplier invoice line,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,INV-CF-001-03,INV-CF-001-03-3,MER-PO-CF-001-003,2025-09-01,2025-09-01,2025-09-01,BI-SUPPORT,Northgate Insight premium workspace administration and report support,260,5,5,none,0,paid,AP / ERP financial subledger,Sterling Supplier Invoices; Oracle AP; SAP AP; Coupa invoice match,AP-CF-001-03-3,CF-001_invoice_lines.csv,one row per supplier invoice line,Monthly controlled extract; refresh before each optimization gate,synthetic_demo_reviewed
