tenant_key,dataset_version,contract_id,vendor_id,vendor_name,source_file_id,source_file_name,source_file_sha256,document_type,extraction_id,concept_ref,subject_kind,subject_ref,value_text,value_num,evidence_class,ledger,confidence,method,review_state,source_page,source_section,source_excerpt,extractor_version,extracted_at
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,CF-001-EXECUTED-AGREEMENT,CF-001_Crestline_Analytics_Services_LLC_EXECUTED-AGREEMENT_SYNTHETIC.pdf,f5bfc217c8b4dc17791c03eaa27e4c1c066e3d0525ddf0f8c11459ad87f5ad6f,executed_agreement,EXT-CF-001-EXECUTED-AGREEMENT-contract-english-overview,contract.english_overview,contract,CF-001,"Crestline operates Meridian's enterprise analytics managed-services tower. The agreement covers data-platform operations, clinical and financial data products, BI support, data engineering squads, production incident response, and release management for executive, payer, quality, and operational reporting. Spend is driven by named managed-service towers, offshore and onshore data-engineering capacity, platform administration, premium support, and change-order capacity. The optimization question is whether Meridian can recover missed service credits, stop paying premium blended rates where rate cards were not amended, reduce underused platform support capacity, and lock a narrower renewal scope before the next sourcing gate.",,document_evidenced,scope,0.91,pdf_text_extraction_with_human_review,synthetic_demo_reviewed,1,Agreement Overview,"Crestline operates Meridian's enterprise analytics managed-services tower. The agreement covers data-platform operations, clinical and financial data products, BI support, data engineering squads, production incident response, and release management for executive, payer, quality, and operational reporting. Spend is driven by named managed-service towers, offshore and onshore data-engineering capacity, platform administration, premium support, and change-order capacity. The optimization question is whether Meridian can recover missed service credits, stop paying premium blended rates where rate cards were not amended, reduce underused platform support capacity, and lock a narrower renewal scope before the next sourcing gate.",contract_pdf_adapter_v1,2026-08-09T00:00:00Z
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,CF-001-EXECUTED-AGREEMENT,CF-001_Crestline_Analytics_Services_LLC_EXECUTED-AGREEMENT_SYNTHETIC.pdf,f5bfc217c8b4dc17791c03eaa27e4c1c066e3d0525ddf0f8c11459ad87f5ad6f,executed_agreement,EXT-CF-001-EXECUTED-AGREEMENT-contract-annual-value,contract.annual_value,contract,CF-001,,35000000,document_evidenced,commercial,0.91,pdf_text_extraction_with_human_review,synthetic_demo_reviewed,3,Commercial Terms And Pricing Schedule,USD 35000000 annual value extracted from pricing schedule.,contract_pdf_adapter_v1,2026-08-09T00:00:00Z
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,CF-001-EXECUTED-AGREEMENT,CF-001_Crestline_Analytics_Services_LLC_EXECUTED-AGREEMENT_SYNTHETIC.pdf,f5bfc217c8b4dc17791c03eaa27e4c1c066e3d0525ddf0f8c11459ad87f5ad6f,executed_agreement,EXT-CF-001-EXECUTED-AGREEMENT-contract-notice-deadline,contract.notice_deadline,contract,CF-001,2028-04-30,,document_evidenced,renewal,0.91,pdf_text_extraction_with_human_review,synthetic_demo_reviewed,4,"Service Levels, Renewal, And Value Confirmation",2028-04-30,contract_pdf_adapter_v1,2026-08-09T00:00:00Z
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,CF-001-EXECUTED-AGREEMENT,CF-001_Crestline_Analytics_Services_LLC_EXECUTED-AGREEMENT_SYNTHETIC.pdf,f5bfc217c8b4dc17791c03eaa27e4c1c066e3d0525ddf0f8c11459ad87f5ad6f,executed_agreement,EXT-CF-001-EXECUTED-AGREEMENT-contract-auto-renew,contract.auto_renew,contract,CF-001,No,,document_evidenced,renewal,0.91,pdf_text_extraction_with_human_review,synthetic_demo_reviewed,4,"Service Levels, Renewal, And Value Confirmation",No,contract_pdf_adapter_v1,2026-08-09T00:00:00Z
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,CF-001-EXECUTED-AGREEMENT,CF-001_Crestline_Analytics_Services_LLC_EXECUTED-AGREEMENT_SYNTHETIC.pdf,f5bfc217c8b4dc17791c03eaa27e4c1c066e3d0525ddf0f8c11459ad87f5ad6f,executed_agreement,EXT-CF-001-EXECUTED-AGREEMENT-contract-scope-summary,contract.scope_summary,contract,CF-001,Azure Synapse; Databricks; Northgate Insight Premium; clinical analytics marts; payer margin data products,,document_evidenced,scope,0.91,pdf_text_extraction_with_human_review,synthetic_demo_reviewed,2,Scope And Service Responsibilities,Azure Synapse; Databricks; Northgate Insight Premium; clinical analytics marts; payer margin data products,contract_pdf_adapter_v1,2026-08-09T00:00:00Z
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,CF-001-PRICING-SCHEDULE,CF-001_Crestline_Analytics_Services_LLC_PRICING-SCHEDULE_SYNTHETIC.pdf,6d4032dec1314a67cb50ffa8cab10787933f34529ca3582ffc3be306b54ca1d3,pricing_schedule,EXT-CF-001-PRICING-SCHEDULE-contract-english-overview,contract.english_overview,contract,CF-001,"Crestline operates Meridian's enterprise analytics managed-services tower. The agreement covers data-platform operations, clinical and financial data products, BI support, data engineering squads, production incident response, and release management for executive, payer, quality, and operational reporting. Spend is driven by named managed-service towers, offshore and onshore data-engineering capacity, platform administration, premium support, and change-order capacity. The optimization question is whether Meridian can recover missed service credits, stop paying premium blended rates where rate cards were not amended, reduce underused platform support capacity, and lock a narrower renewal scope before the next sourcing gate.",,document_evidenced,scope,0.91,pdf_text_extraction_with_human_review,synthetic_demo_reviewed,1,Agreement Overview,"Crestline operates Meridian's enterprise analytics managed-services tower. The agreement covers data-platform operations, clinical and financial data products, BI support, data engineering squads, production incident response, and release management for executive, payer, quality, and operational reporting. Spend is driven by named managed-service towers, offshore and onshore data-engineering capacity, platform administration, premium support, and change-order capacity. The optimization question is whether Meridian can recover missed service credits, stop paying premium blended rates where rate cards were not amended, reduce underused platform support capacity, and lock a narrower renewal scope before the next sourcing gate.",contract_pdf_adapter_v1,2026-08-09T00:00:00Z
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,CF-001-PRICING-SCHEDULE,CF-001_Crestline_Analytics_Services_LLC_PRICING-SCHEDULE_SYNTHETIC.pdf,6d4032dec1314a67cb50ffa8cab10787933f34529ca3582ffc3be306b54ca1d3,pricing_schedule,EXT-CF-001-PRICING-SCHEDULE-contract-annual-value,contract.annual_value,contract,CF-001,,35000000,document_evidenced,commercial,0.91,pdf_text_extraction_with_human_review,synthetic_demo_reviewed,3,Commercial Terms And Pricing Schedule,USD 35000000 annual value extracted from pricing schedule.,contract_pdf_adapter_v1,2026-08-09T00:00:00Z
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,CF-001-PRICING-SCHEDULE,CF-001_Crestline_Analytics_Services_LLC_PRICING-SCHEDULE_SYNTHETIC.pdf,6d4032dec1314a67cb50ffa8cab10787933f34529ca3582ffc3be306b54ca1d3,pricing_schedule,EXT-CF-001-PRICING-SCHEDULE-contract-notice-deadline,contract.notice_deadline,contract,CF-001,2028-04-30,,document_evidenced,renewal,0.91,pdf_text_extraction_with_human_review,synthetic_demo_reviewed,4,"Service Levels, Renewal, And Value Confirmation",2028-04-30,contract_pdf_adapter_v1,2026-08-09T00:00:00Z
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,CF-001-PRICING-SCHEDULE,CF-001_Crestline_Analytics_Services_LLC_PRICING-SCHEDULE_SYNTHETIC.pdf,6d4032dec1314a67cb50ffa8cab10787933f34529ca3582ffc3be306b54ca1d3,pricing_schedule,EXT-CF-001-PRICING-SCHEDULE-contract-auto-renew,contract.auto_renew,contract,CF-001,No,,document_evidenced,renewal,0.91,pdf_text_extraction_with_human_review,synthetic_demo_reviewed,4,"Service Levels, Renewal, And Value Confirmation",No,contract_pdf_adapter_v1,2026-08-09T00:00:00Z
meridian_health_global,v1-golden-evidence,CF-001,VND-001,Crestline Analytics Services LLC,CF-001-PRICING-SCHEDULE,CF-001_Crestline_Analytics_Services_LLC_PRICING-SCHEDULE_SYNTHETIC.pdf,6d4032dec1314a67cb50ffa8cab10787933f34529ca3582ffc3be306b54ca1d3,pricing_schedule,EXT-CF-001-PRICING-SCHEDULE-contract-scope-summary,contract.scope_summary,contract,CF-001,Azure Synapse; Databricks; Northgate Insight Premium; clinical analytics marts; payer margin data products,,document_evidenced,scope,0.91,pdf_text_extraction_with_human_review,synthetic_demo_reviewed,2,Scope And Service Responsibilities,Azure Synapse; Databricks; Northgate Insight Premium; clinical analytics marts; payer margin data products,contract_pdf_adapter_v1,2026-08-09T00:00:00Z
