artifact_path,legacy_term,loader_visible,module_visible,classification,recommended_action,evidence
datasets/tenant-inputs/active/apex-retail/current/12_relationships.csv,V4,no,no,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V4
datasets/tenant-inputs/active/apex-retail/current/15_industry_context_patterns.csv,V4,no,no,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V4
datasets/tenant-inputs/active/first-capital-financial/current/12_relationships.csv,V4,no,no,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V4
datasets/tenant-inputs/active/first-capital-financial/current/15_industry_context_patterns.csv,V4,no,no,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V4
datasets/tenant-inputs/active/skyharbor-air/current/00_enterprise_profile.csv,V6,no,no,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V6
datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,V6,no,no,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V6
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/qa-report/preview-applications-systems.png,V5,no,no,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V5
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/qa-report/semantic-depth-fix1-applications-preview.png,V5,no,no,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V5
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/qa-report/preview-applications-systems.png,V5,candidate-only,candidate-only,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,generated v3 legacy term V5
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/qa-report/preview-relationships.png,V6,candidate-only,candidate-only,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,generated v3 legacy term V6
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/qa-report/semantic-depth-fix1-applications-preview.png,V5,candidate-only,candidate-only,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,generated v3 legacy term V5
datasets/tenant-inputs/tenant-input-registry.json,V4,no,no,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V4
reports/2026-06-05-meridian-phs-crawl/index.html,V4,no,no,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V4
reports/abarva-data-intelligence-redesign-latest.json,V4,no,yes,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V4
reports/abarva-data-intelligence-redesign-summary.md,V4,no,yes,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V4
reports/abarva-enterprise-data-architecture-latest.json,V4,no,no,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V4
reports/all-tenant-candidate-batch/all-tenant-candidate-batch.json,V4,no,no,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V4
reports/candidate-module-graph-plans/skyharbor/candidate-module-graph-plan-proof.json,V6,no,yes,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V6
reports/candidate-module-graph-plans/skyharbor/module-graph-plan-stage.json,V6,no,yes,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V6
reports/candidate-module-previews/skyharbor/candidate-module-preview-proof.json,V6,no,yes,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V6
reports/candidate-module-previews/skyharbor/home-context-preview.json,V6,no,yes,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V6
reports/candidate-module-previews/skyharbor/intelligence-context-preview.json,V6,no,yes,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V6
reports/candidate-module-workbench-previews/skyharbor/candidate-module-workbench-preview-proof.json,V6,no,yes,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V6
reports/candidate-module-workbench-previews/skyharbor/moves-workbench-preview.json,V6,no,yes,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V6
reports/candidate-module-workbench-previews/skyharbor/source-workbench-preview.json,V6,no,yes,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V6
reports/candidate-module-workbench-previews/skyharbor/tower-workbench-preview.json,V6,no,yes,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V6
reports/candidate-version-build/latest/meridian-candidate-preview.json,V6,no,no,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V6
reports/canonical-tenant-inputs/latest/canonical-tenant-inputs.json,V4,no,no,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V4
reports/data-layer-design/active-input-file-inventory.md,V6,no,no,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V6
reports/data-standard/legacy-purge/deleted-legacy-files.csv,V6,no,no,historical/generated reference,Keep out of active demo language; do not use old V labels in UI/proof,legacy term V6
