tenant_key,ai_value_map_id,ai_asset_id,ai_asset_name,business_area,tool_or_model,stage_or_status,governance_status,measured_or_committed_value_usd,linked_kpi,value_basis,confidence,caveat,source_file,source_row,value_source
meridian-health,meridian-health-AI-VALUE-1,MER-AI-ASSET-001,Databricks AWS clinical + claims lakehouse foundation,Enterprise data,Databricks ML/LLM workflow,mobilize,review_required,16740000,,"F17 AI footprint linked to initiatives, KPIs, and benefit evidence where available",0.58,AI value is planning/evidence-backed context; funding estimates need rate-card provenance and finance validation.,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,2,tenant_file
meridian-health,meridian-health-AI-VALUE-2,MER-AI-ASSET-002,Unified semantic layer for automation-ready data products,Data governance,AWS Bedrock / Claude,design,source_backed,11340000,,"F17 AI footprint linked to initiatives, KPIs, and benefit evidence where available",0.58,AI value is planning/evidence-backed context; funding estimates need rate-card provenance and finance validation.,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,3,tenant_file
meridian-health,meridian-health-AI-VALUE-3,MER-AI-ASSET-003,Prior authorization automation evidence cockpit,Utilization management,Epic or vendor AI,pilot,source_backed,21960000,,"F17 AI footprint linked to initiatives, KPIs, and benefit evidence where available",0.58,AI value is planning/evidence-backed context; funding estimates need rate-card provenance and finance validation.,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,4,tenant_file
meridian-health,meridian-health-AI-VALUE-4,MER-AI-ASSET-004,Call center agent assist and next-best-action,Member experience,M365/ServiceNow AI,pilot,source_backed,30600000,,"F17 AI footprint linked to initiatives, KPIs, and benefit evidence where available",0.58,AI value is planning/evidence-backed context; funding estimates need rate-card provenance and finance validation.,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,5,tenant_file
meridian-health,meridian-health-AI-VALUE-5,MER-AI-ASSET-005,HEDIS/STAR provider quality performance mart,Clinical quality,Databricks ML/LLM workflow,build,review_required,9360000,,"F17 AI footprint linked to initiatives, KPIs, and benefit evidence where available",0.58,AI value is planning/evidence-backed context; funding estimates need rate-card provenance and finance validation.,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,6,tenant_file
meridian-health,meridian-health-AI-VALUE-6,MER-AI-ASSET-006,Cost-of-care and margin transparency by population,Finance,AWS Bedrock / Claude,design,source_backed,20520000,,"F17 AI footprint linked to initiatives, KPIs, and benefit evidence where available",0.58,AI value is planning/evidence-backed context; funding estimates need rate-card provenance and finance validation.,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,7,tenant_file
meridian-health,meridian-health-AI-VALUE-7,MER-AI-ASSET-007,Payment integrity leakage reduction analytics,Claims integrity,Epic or vendor AI,pilot,source_backed,19800000,,"F17 AI footprint linked to initiatives, KPIs, and benefit evidence where available",0.58,AI value is planning/evidence-backed context; funding estimates need rate-card provenance and finance validation.,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,8,tenant_file
meridian-health,meridian-health-AI-VALUE-8,MER-AI-ASSET-008,Automated close and management reporting pipelines,Finance operations,M365/ServiceNow AI,mobilize,source_backed,13950000,,"F17 AI footprint linked to initiatives, KPIs, and benefit evidence where available",0.58,AI value is planning/evidence-backed context; funding estimates need rate-card provenance and finance validation.,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,9,tenant_file
meridian-health,meridian-health-AI-VALUE-9,MER-AI-ASSET-009,Ambient documentation scale with safety review,Clinical productivity,Databricks ML/LLM workflow,scale_gate,review_required,8460000,,"F17 AI footprint linked to initiatives, KPIs, and benefit evidence where available",0.58,AI value is planning/evidence-backed context; funding estimates need rate-card provenance and finance validation.,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,10,tenant_file
meridian-health,meridian-health-AI-VALUE-10,MER-AI-ASSET-010,Epic to lakehouse FHIR/HL7 modernization,Interoperability,AWS Bedrock / Claude,build,source_backed,9720000,,"F17 AI footprint linked to initiatives, KPIs, and benefit evidence where available",0.58,AI value is planning/evidence-backed context; funding estimates need rate-card provenance and finance validation.,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,11,tenant_file
meridian-health,meridian-health-AI-VALUE-11,MER-AI-ASSET-011,Provider network contract analytics,Provider network,Epic or vendor AI,design,source_backed,9720000,,"F17 AI footprint linked to initiatives, KPIs, and benefit evidence where available",0.72,AI value is planning/evidence-backed context; funding estimates need rate-card provenance and finance validation.,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,12,tenant_file
meridian-health,meridian-health-AI-VALUE-12,MER-AI-ASSET-012,Responsible AI and PHI model governance operating model,Governance,M365/ServiceNow AI,mobilize,source_backed,8550000,,"F17 AI footprint linked to initiatives, KPIs, and benefit evidence where available",0.72,AI value is planning/evidence-backed context; funding estimates need rate-card provenance and finance validation.,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,13,tenant_file
meridian-health,meridian-health-AI-VALUE-13,MER-AI-ASSET-013,M365 Copilot non-clinical adoption,Productivity,Databricks ML/LLM workflow,scale,review_required,2520000,,"F17 AI footprint linked to initiatives, KPIs, and benefit evidence where available",0.58,AI value is planning/evidence-backed context; funding estimates need rate-card provenance and finance validation.,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,14,tenant_file
meridian-health,meridian-health-AI-VALUE-14,MER-AI-ASSET-014,ServiceNow Now Assist IT operations,IT operations,AWS Bedrock / Claude,pilot,source_backed,2430000,,"F17 AI footprint linked to initiatives, KPIs, and benefit evidence where available",0.58,AI value is planning/evidence-backed context; funding estimates need rate-card provenance and finance validation.,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,15,tenant_file
