tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,finance_period,locked_baseline_usd,approved_value_usd,vendor_cost_usd,transition_cost_usd,retained_cost_usd,run_rate_delta_usd,finance_confirmed_value_usd,close_evidence_state,review_state
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-RCM-001-2027-Q1,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,2027-Q1,5370000,105000,4650000,465000,322200,720000,105000,quarter_close_confirmed_synthetic,accepted_value_partially_proven
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-RCM-001-2027-Q2,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,2027-Q2,5370000,105000,4650000,465000,322200,720000,105000,quarter_close_confirmed_synthetic,accepted_value_partially_proven
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-RCM-001-2027-Q3,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,2027-Q3,5370000,105000,4650000,465000,322200,720000,105000,quarter_close_confirmed_synthetic,accepted_value_partially_proven
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-RCM-001-2027-Q4,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-RCM-001,2027-Q4,5370000,105000,4650000,465000,322200,720000,105000,quarter_close_confirmed_synthetic,accepted_value_partially_proven
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-HR-BPO-001-2027-Q1,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q1,3787500,0,3100000,310000,227250,687500,0,not_confirmed,blocks_value_claim
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-HR-BPO-001-2027-Q2,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q2,3787500,0,3100000,310000,227250,687500,0,not_confirmed,blocks_value_claim
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-HR-BPO-001-2027-Q3,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q3,3787500,0,3100000,310000,227250,687500,0,not_confirmed,blocks_value_claim
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-HR-BPO-001-2027-Q4,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,2027-Q4,3787500,0,3100000,310000,227250,687500,0,not_confirmed,blocks_value_claim
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-FIN-BPO-001-2027-Q1,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q1,4225000,0,3550000,355000,253500,675000,0,not_confirmed,blocks_value_claim
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-FIN-BPO-001-2027-Q2,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q2,4225000,0,3550000,355000,253500,675000,0,not_confirmed,blocks_value_claim
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-FIN-BPO-001-2027-Q3,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q3,4225000,0,3550000,355000,253500,675000,0,not_confirmed,blocks_value_claim
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-FIN-BPO-001-2027-Q4,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-FIN-BPO-001,2027-Q4,4225000,0,3550000,355000,253500,675000,0,not_confirmed,blocks_value_claim
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-SC-BPO-001-2027-Q1,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q1,2970000,0,2475000,247500,178200,495000,0,not_confirmed,blocks_value_claim
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-SC-BPO-001-2027-Q2,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q2,2970000,0,2475000,247500,178200,495000,0,not_confirmed,blocks_value_claim
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-SC-BPO-001-2027-Q3,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q3,2970000,0,2475000,247500,178200,495000,0,not_confirmed,blocks_value_claim
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-SC-BPO-001-2027-Q4,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SC-BPO-001,2027-Q4,2970000,0,2475000,247500,178200,495000,0,not_confirmed,blocks_value_claim
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-SSO-BPO-001-2027-Q1,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q1,7850000,0,6200000,620000,471000,1650000,0,not_confirmed,blocks_value_claim
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-SSO-BPO-001-2027-Q2,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q2,7850000,0,6200000,620000,471000,1650000,0,not_confirmed,blocks_value_claim
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-SSO-BPO-001-2027-Q3,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q3,7850000,0,6200000,620000,471000,1650000,0,not_confirmed,blocks_value_claim
meridian-health,FP&A value ledger / close proof companion extract,finance_realization_period,FIN-MER-CTR-SSO-BPO-001-2027-Q4,extract-meridian-finance-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q4,7850000,0,6200000,620000,471000,1650000,0,not_confirmed,blocks_value_claim
