tenant_key,function_name,parent_function,executive_owner,business_capabilities,criticality,annual_budget_usd,fte_count,outsourced_support,current_state_notes,target_state_notes,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
skyharbor-air,flight operations capability 001,flight operations,CEO,Passenger Service Modernization; Contact center agent assist; crew scheduling platform,critical,115555556,80,"yes, candidate managed-services dependency",Candidate planning context for flight operations; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,high,PCI evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00001,SHA-EVID-00601,SHA-01_BUSINESS_FUNCTIONS-SRC-00001,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,operations control center capability 002,operations control center,CFO,Loyalty Platform Modernization; Passenger rebooking personalization; flight planning platform,medium,122777778,91,mixed internal and vendor support,Candidate planning context for operations control center; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,medium,cyber risk evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00002,SHA-EVID-00602,SHA-01_BUSINESS_FUNCTIONS-SRC-00002,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,airport operations capability 003,airport operations,COO,Crew Operations Optimization; Baggage recovery prediction; operations control and IROPS platform,medium,130000000,102,mixed internal and vendor support,Candidate planning context for airport operations; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,medium,identity and access evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00003,SHA-EVID-00603,SHA-01_BUSINESS_FUNCTIONS-SRC-00003,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,customer service capability 004,customer service,CIO,Maintenance Predictive Analytics Foundation; Airport turnaround risk predictor; maintenance and MRO platform,high,137222222,113,"yes, candidate managed-services dependency",Candidate planning context for customer service; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,high,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00004,SHA-EVID-00604,SHA-01_BUSINESS_FUNCTIONS-SRC-00004,01_business_functions,Business Functions,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,loyalty capability 005,loyalty,CTO,Airport Turnaround Performance Program; Revenue management scenario assistant; cargo management platform,medium,144444444,124,mixed internal and vendor support,Candidate planning context for loyalty; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,high,model explainability evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00005,SHA-EVID-00605,SHA-01_BUSINESS_FUNCTIONS-SRC-00005,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,revenue management capability 006,revenue management,CDAO,Data Platform and Lakehouse Foundation; Loyalty next-best-action assistant; revenue management platform,critical,151666667,135,mixed internal and vendor support,Candidate planning context for revenue management; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,medium,human-in-the-loop operations evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00006,SHA-EVID-00606,SHA-01_BUSINESS_FUNCTIONS-SRC-00006,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,network planning capability 007,network planning,CISO,Contact Center Experience Transformation; Flight operations knowledge assistant; loyalty platform,high,158888889,146,"yes, candidate managed-services dependency",Candidate planning context for network planning; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,medium,incident response evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00007,SHA-EVID-00607,SHA-01_BUSINESS_FUNCTIONS-SRC-00007,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,crew scheduling capability 008,crew scheduling,Chief compliance officer,Revenue Management Modernization; IT incident and change-risk copilot; ecommerce and mobile app,medium,115555556,157,mixed internal and vendor support,Candidate planning context for crew scheduling; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,high,airport-local operating variation evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00008,SHA-EVID-00608,SHA-01_BUSINESS_FUNCTIONS-SRC-00008,01_business_functions,Business Functions,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,maintenance engineering capability 009,maintenance engineering,Chief procurement officer,Cloud Resilience and Cyber Program; Procurement and vendor contract intelligence; customer CRM,medium,122777778,168,mixed internal and vendor support,Candidate planning context for maintenance engineering; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,high,reservation-system dependency evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00009,SHA-EVID-00609,SHA-01_BUSINESS_FUNCTIONS-SRC-00009,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,cargo operations capability 010,cargo operations,Chief people officer,Baggage Visibility and Recovery; IROPS recovery copilot; contact center platform,high,130000000,179,"yes, candidate managed-services dependency",Candidate planning context for cargo operations; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,medium,cloud resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00010,SHA-EVID-00610,SHA-01_BUSINESS_FUNCTIONS-SRC-00010,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,digital ecommerce capability 011,digital ecommerce,Transformation office lead,Finance and Procurement Spend Transparency; Crew disruption assistant; baggage tracking platform,critical,137222222,190,mixed internal and vendor support,Candidate planning context for digital ecommerce; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,medium,safety criticality evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00011,SHA-EVID-00611,SHA-01_BUSINESS_FUNCTIONS-SRC-00011,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,safety and security capability 012,safety and security,Experience leader,IROPS Resilience and Recovery; Maintenance troubleshooting assistant; fuel management platform,medium,144444444,201,mixed internal and vendor support,Candidate planning context for safety and security; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,high,operational resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00012,SHA-EVID-00612,SHA-01_BUSINESS_FUNCTIONS-SRC-00012,01_business_functions,Business Functions,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,finance capability 013,finance,Business unit president,Passenger Service Modernization; Contact center agent assist; ERP and finance platform,high,151666667,212,"yes, candidate managed-services dependency",Candidate planning context for finance; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,high,crew and legal constraints evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00013,SHA-EVID-00613,SHA-01_BUSINESS_FUNCTIONS-SRC-00013,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,procurement capability 014,procurement,Contact center leader,Loyalty Platform Modernization; Passenger rebooking personalization; airline data lakehouse,medium,158888889,223,mixed internal and vendor support,Candidate planning context for procurement; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,medium,DOT customer obligations evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00014,SHA-EVID-00614,SHA-01_BUSINESS_FUNCTIONS-SRC-00014,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,HR and workforce capability 015,HR and workforce,Operations leader,Crew Operations Optimization; Baggage recovery prediction; identity and access management,medium,115555556,234,mixed internal and vendor support,Candidate planning context for HR and workforce; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,medium,data privacy evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00015,SHA-EVID-00615,SHA-01_BUSINESS_FUNCTIONS-SRC-00015,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,data and analytics capability 016,data and analytics,Chief architect,Maintenance Predictive Analytics Foundation; Airport turnaround risk predictor; service management platform,critical,122777778,245,"yes, candidate managed-services dependency",Candidate planning context for data and analytics; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,high,PCI evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00016,SHA-EVID-00616,SHA-01_BUSINESS_FUNCTIONS-SRC-00016,01_business_functions,Business Functions,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,platform engineering capability 017,platform engineering,Application owner,Airport Turnaround Performance Program; Revenue management scenario assistant; passenger service system,medium,130000000,256,mixed internal and vendor support,Candidate planning context for platform engineering; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00017,SHA-EVID-00617,SHA-01_BUSINESS_FUNCTIONS-SRC-00017,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,baggage operations capability 018,baggage operations,ITSM leader,Data Platform and Lakehouse Foundation; Loyalty next-best-action assistant; departure control system,medium,137222222,267,mixed internal and vendor support,Candidate planning context for baggage operations; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,medium,identity and access evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00018,SHA-EVID-00618,SHA-01_BUSINESS_FUNCTIONS-SRC-00018,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,flight operations capability 019,flight operations,CEO,Contact Center Experience Transformation; Flight operations knowledge assistant; crew scheduling platform,high,144444444,278,"yes, candidate managed-services dependency",Candidate planning context for flight operations; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00019,SHA-EVID-00619,SHA-01_BUSINESS_FUNCTIONS-SRC-00019,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,operations control center capability 020,operations control center,CFO,Revenue Management Modernization; IT incident and change-risk copilot; flight planning platform,medium,151666667,289,mixed internal and vendor support,Candidate planning context for operations control center; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,high,model explainability evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00020,SHA-EVID-00620,SHA-01_BUSINESS_FUNCTIONS-SRC-00020,01_business_functions,Business Functions,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,airport operations capability 021,airport operations,COO,Cloud Resilience and Cyber Program; Procurement and vendor contract intelligence; operations control and IROPS platform,critical,158888889,300,mixed internal and vendor support,Candidate planning context for airport operations; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,high,human-in-the-loop operations evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00021,SHA-EVID-00621,SHA-01_BUSINESS_FUNCTIONS-SRC-00021,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,customer service capability 022,customer service,CIO,Baggage Visibility and Recovery; IROPS recovery copilot; maintenance and MRO platform,high,115555556,311,"yes, candidate managed-services dependency",Candidate planning context for customer service; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,medium,incident response evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00022,SHA-EVID-00622,SHA-01_BUSINESS_FUNCTIONS-SRC-00022,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,loyalty capability 023,loyalty,CTO,Finance and Procurement Spend Transparency; Crew disruption assistant; cargo management platform,medium,122777778,322,mixed internal and vendor support,Candidate planning context for loyalty; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,medium,airport-local operating variation evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00023,SHA-EVID-00623,SHA-01_BUSINESS_FUNCTIONS-SRC-00023,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,revenue management capability 024,revenue management,CDAO,IROPS Resilience and Recovery; Maintenance troubleshooting assistant; revenue management platform,medium,130000000,333,mixed internal and vendor support,Candidate planning context for revenue management; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,high,reservation-system dependency evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00024,SHA-EVID-00624,SHA-01_BUSINESS_FUNCTIONS-SRC-00024,01_business_functions,Business Functions,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,network planning capability 025,network planning,CISO,Passenger Service Modernization; Contact center agent assist; loyalty platform,high,137222222,344,"yes, candidate managed-services dependency",Candidate planning context for network planning; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,high,cloud resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00025,SHA-EVID-00625,SHA-01_BUSINESS_FUNCTIONS-SRC-00025,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,crew scheduling capability 026,crew scheduling,Chief compliance officer,Loyalty Platform Modernization; Passenger rebooking personalization; ecommerce and mobile app,critical,144444444,355,mixed internal and vendor support,Candidate planning context for crew scheduling; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,medium,safety criticality evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00026,SHA-EVID-00626,SHA-01_BUSINESS_FUNCTIONS-SRC-00026,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,maintenance engineering capability 027,maintenance engineering,Chief procurement officer,Crew Operations Optimization; Baggage recovery prediction; customer CRM,medium,151666667,366,mixed internal and vendor support,Candidate planning context for maintenance engineering; active runtime truth is unchanged.,"Evidence-backed read models for Home, Knowledge, Tower, Intelligence, Moves, Source after candidate validation and explicit promotion.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,2026-07-17,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-01-00027,SHA-EVID-00627,SHA-01_BUSINESS_FUNCTIONS-SRC-00027,01_business_functions,Business Functions,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
