tenant_key,program_name,business_sponsor,technology_owner,objective,scope,status,phase,target_outcomes,dependencies,risks,budget_usd,expected_value_usd,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
skyharbor-air,IROPS Resilience and Recovery,Chief procurement officer,enterprise architecture,"Advance Passenger Service Modernization with governed evidence, safe controls, and candidate-only read models.",flight operations; crew scheduling platform; Servica Contact Cloud,approved,mobilize,planning outcomes only; realized value requires finance validation,crew scheduling platform; Servica Contact Cloud; flight operations evidence,PCI; no active promotion without review,65000000,0,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,high,PCI evidence requires owner validation; source is synthetic and candidate-only,SHA-09-00001,SHA-EVID-05401,SHA-09_PROGRAMS_INITIATIVES-SRC-00001,09_programs_initiatives,Programs & Initiatives,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Passenger Service Modernization,Chief people officer,platform engineering,"Advance Loyalty Platform Modernization with governed evidence, safe controls, and candidate-only read models.",operations control center; flight planning platform; AeroMaint Systems,approved,design,planning outcomes only; realized value requires finance validation,flight planning platform; AeroMaint Systems; operations control center evidence,cyber risk; no active promotion without review,65000000,0,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,medium,cyber risk evidence requires owner validation; source is synthetic and candidate-only,SHA-09-00002,SHA-EVID-05402,SHA-09_PROGRAMS_INITIATIVES-SRC-00002,09_programs_initiatives,Programs & Initiatives,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Loyalty Platform Modernization,Transformation office lead,application owner,"Advance Crew Operations Optimization with governed evidence, safe controls, and candidate-only read models.",airport operations; operations control and IROPS platform; CrewLogic Operations,approved,build,planning outcomes only; realized value requires finance validation,operations control and IROPS platform; CrewLogic Operations; airport operations evidence,identity and access; no active promotion without review,65000000,0,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,medium,identity and access evidence requires owner validation; source is synthetic and candidate-only,SHA-09-00003,SHA-EVID-05403,SHA-09_PROGRAMS_INITIATIVES-SRC-00003,09_programs_initiatives,Programs & Initiatives,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Crew Operations Optimization,Experience leader,data engineering,"Advance Maintenance Predictive Analytics Foundation with governed evidence, safe controls, and candidate-only read models.",customer service; maintenance and MRO platform; GateFlow Airport Tech,evidence gate,validate,planning outcomes only; realized value requires finance validation,maintenance and MRO platform; GateFlow Airport Tech; customer service evidence,vendor concentration; no active promotion without review,65000000,0,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,high,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,SHA-09-00004,SHA-EVID-05404,SHA-09_PROGRAMS_INITIATIVES-SRC-00004,09_programs_initiatives,Programs & Initiatives,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Maintenance Predictive Analytics Foundation,Business unit president,IT service management,"Advance Airport Turnaround Performance Program with governed evidence, safe controls, and candidate-only read models.",loyalty; cargo management platform; CyberGate Security,approved,control gate,planning outcomes only; realized value requires finance validation,cargo management platform; CyberGate Security; loyalty evidence,model explainability; no active promotion without review,65000000,0,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,high,model explainability evidence requires owner validation; source is synthetic and candidate-only,SHA-09-00005,SHA-EVID-05405,SHA-09_PROGRAMS_INITIATIVES-SRC-00005,09_programs_initiatives,Programs & Initiatives,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Airport Turnaround Performance Program,Contact center leader,enterprise architecture,"Advance Data Platform and Lakehouse Foundation with governed evidence, safe controls, and candidate-only read models.",revenue management; revenue management platform; NorthSky Managed Services,approved,mobilize,planning outcomes only; realized value requires finance validation,revenue management platform; NorthSky Managed Services; revenue management evidence,human-in-the-loop operations; no active promotion without review,65000000,0,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,medium,human-in-the-loop operations evidence requires owner validation; source is synthetic and candidate-only,SHA-09-00006,SHA-EVID-05406,SHA-09_PROGRAMS_INITIATIVES-SRC-00006,09_programs_initiatives,Programs & Initiatives,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Data Platform and Lakehouse Foundation,Operations leader,platform engineering,"Advance Contact Center Experience Transformation with governed evidence, safe controls, and candidate-only read models.",network planning; loyalty platform; Aviation Systems Integrator,approved,design,planning outcomes only; realized value requires finance validation,loyalty platform; Aviation Systems Integrator; network planning evidence,incident response; no active promotion without review,65000000,0,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,medium,incident response evidence requires owner validation; source is synthetic and candidate-only,SHA-09-00007,SHA-EVID-05407,SHA-09_PROGRAMS_INITIATIVES-SRC-00007,09_programs_initiatives,Programs & Initiatives,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Contact Center Experience Transformation,Chief architect,application owner,"Advance Revenue Management Modernization with governed evidence, safe controls, and candidate-only read models.",crew scheduling; ecommerce and mobile app; TelcoMesh Networks,evidence gate,build,planning outcomes only; realized value requires finance validation,ecommerce and mobile app; TelcoMesh Networks; crew scheduling evidence,airport-local operating variation; no active promotion without review,65000000,0,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,high,airport-local operating variation evidence requires owner validation; source is synthetic and candidate-only,SHA-09-00008,SHA-EVID-05408,SHA-09_PROGRAMS_INITIATIVES-SRC-00008,09_programs_initiatives,Programs & Initiatives,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Revenue Management Modernization,Application owner,data engineering,"Advance Cloud Resilience and Cyber Program with governed evidence, safe controls, and candidate-only read models.",maintenance engineering; customer CRM; AeroCore Passenger Systems,approved,validate,planning outcomes only; realized value requires finance validation,customer CRM; AeroCore Passenger Systems; maintenance engineering evidence,reservation-system dependency; no active promotion without review,65000000,0,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,high,reservation-system dependency evidence requires owner validation; source is synthetic and candidate-only,SHA-09-00009,SHA-EVID-05409,SHA-09_PROGRAMS_INITIATIVES-SRC-00009,09_programs_initiatives,Programs & Initiatives,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Cloud Resilience and Cyber Program,ITSM leader,IT service management,"Advance Baggage Visibility and Recovery with governed evidence, safe controls, and candidate-only read models.",cargo operations; contact center platform; GlobalRoute Distribution,approved,control gate,planning outcomes only; realized value requires finance validation,contact center platform; GlobalRoute Distribution; cargo operations evidence,cloud resilience; no active promotion without review,65000000,0,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,2026-07-17,medium,cloud resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-09-00010,SHA-EVID-05410,SHA-09_PROGRAMS_INITIATIVES-SRC-00010,09_programs_initiatives,Programs & Initiatives,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
