tenant_key,lens_name,expert_role,questions_to_answer,required_inputs,decision_use,limitations,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
skyharbor-air,Expert Lenses flight operations executive lens 001,Transformation office lead,What evidence must close before Contact center agent assist or Passenger Service Modernization advances?,SHA-EVID-09601; source row; owner; baseline; control status,Boardroom planning for Expert Lenses; candidate preview only.,"No production data, no active promotion, no realized value claim.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/16_expert_lenses.csv,2026-07-17,high,PCI evidence requires owner validation; source is synthetic and candidate-only,SHA-16-00001,SHA-EVID-09601,SHA-16_EXPERT_LENSES-SRC-00001,16_expert_lenses,Expert Lenses,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Expert Lenses operations control center executive lens 002,Experience leader,What evidence must close before Passenger rebooking personalization or Loyalty Platform Modernization advances?,SHA-EVID-09602; source row; owner; baseline; control status,Boardroom planning for Expert Lenses; candidate preview only.,"No production data, no active promotion, no realized value claim.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/16_expert_lenses.csv,2026-07-17,medium,cyber risk evidence requires owner validation; source is synthetic and candidate-only,SHA-16-00002,SHA-EVID-09602,SHA-16_EXPERT_LENSES-SRC-00002,16_expert_lenses,Expert Lenses,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Expert Lenses airport operations executive lens 003,Business unit president,What evidence must close before Baggage recovery prediction or Crew Operations Optimization advances?,SHA-EVID-09603; source row; owner; baseline; control status,Boardroom planning for Expert Lenses; candidate preview only.,"No production data, no active promotion, no realized value claim.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/16_expert_lenses.csv,2026-07-17,medium,identity and access evidence requires owner validation; source is synthetic and candidate-only,SHA-16-00003,SHA-EVID-09603,SHA-16_EXPERT_LENSES-SRC-00003,16_expert_lenses,Expert Lenses,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Expert Lenses customer service executive lens 004,Contact center leader,What evidence must close before Airport turnaround risk predictor or Maintenance Predictive Analytics Foundation advances?,SHA-EVID-09604; source row; owner; baseline; control status,Boardroom planning for Expert Lenses; candidate preview only.,"No production data, no active promotion, no realized value claim.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/16_expert_lenses.csv,2026-07-17,high,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,SHA-16-00004,SHA-EVID-09604,SHA-16_EXPERT_LENSES-SRC-00004,16_expert_lenses,Expert Lenses,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Expert Lenses loyalty executive lens 005,Operations leader,What evidence must close before Revenue management scenario assistant or Airport Turnaround Performance Program advances?,SHA-EVID-09605; source row; owner; baseline; control status,Boardroom planning for Expert Lenses; candidate preview only.,"No production data, no active promotion, no realized value claim.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/16_expert_lenses.csv,2026-07-17,high,model explainability evidence requires owner validation; source is synthetic and candidate-only,SHA-16-00005,SHA-EVID-09605,SHA-16_EXPERT_LENSES-SRC-00005,16_expert_lenses,Expert Lenses,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Expert Lenses revenue management executive lens 006,Chief architect,What evidence must close before Loyalty next-best-action assistant or Data Platform and Lakehouse Foundation advances?,SHA-EVID-09606; source row; owner; baseline; control status,Boardroom planning for Expert Lenses; candidate preview only.,"No production data, no active promotion, no realized value claim.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/16_expert_lenses.csv,2026-07-17,medium,human-in-the-loop operations evidence requires owner validation; source is synthetic and candidate-only,SHA-16-00006,SHA-EVID-09606,SHA-16_EXPERT_LENSES-SRC-00006,16_expert_lenses,Expert Lenses,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Expert Lenses network planning executive lens 007,Application owner,What evidence must close before Flight operations knowledge assistant or Contact Center Experience Transformation advances?,SHA-EVID-09607; source row; owner; baseline; control status,Boardroom planning for Expert Lenses; candidate preview only.,"No production data, no active promotion, no realized value claim.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/16_expert_lenses.csv,2026-07-17,medium,incident response evidence requires owner validation; source is synthetic and candidate-only,SHA-16-00007,SHA-EVID-09607,SHA-16_EXPERT_LENSES-SRC-00007,16_expert_lenses,Expert Lenses,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Expert Lenses crew scheduling executive lens 008,ITSM leader,What evidence must close before IT incident and change-risk copilot or Revenue Management Modernization advances?,SHA-EVID-09608; source row; owner; baseline; control status,Boardroom planning for Expert Lenses; candidate preview only.,"No production data, no active promotion, no realized value claim.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/16_expert_lenses.csv,2026-07-17,high,airport-local operating variation evidence requires owner validation; source is synthetic and candidate-only,SHA-16-00008,SHA-EVID-09608,SHA-16_EXPERT_LENSES-SRC-00008,16_expert_lenses,Expert Lenses,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Expert Lenses maintenance engineering executive lens 009,CEO,What evidence must close before Procurement and vendor contract intelligence or Cloud Resilience and Cyber Program advances?,SHA-EVID-09609; source row; owner; baseline; control status,Boardroom planning for Expert Lenses; candidate preview only.,"No production data, no active promotion, no realized value claim.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/16_expert_lenses.csv,2026-07-17,high,reservation-system dependency evidence requires owner validation; source is synthetic and candidate-only,SHA-16-00009,SHA-EVID-09609,SHA-16_EXPERT_LENSES-SRC-00009,16_expert_lenses,Expert Lenses,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Expert Lenses cargo operations executive lens 010,CFO,What evidence must close before IROPS recovery copilot or Baggage Visibility and Recovery advances?,SHA-EVID-09610; source row; owner; baseline; control status,Boardroom planning for Expert Lenses; candidate preview only.,"No production data, no active promotion, no realized value claim.",datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/16_expert_lenses.csv,2026-07-17,medium,cloud resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-16-00010,SHA-EVID-09610,SHA-16_EXPERT_LENSES-SRC-00010,16_expert_lenses,Expert Lenses,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
