tenant_key,org_unit,parent_org_unit,leader_name_or_role,role_level,decision_rights,owned_functions,owned_systems,owned_data_domains,location_scope,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
skyharbor-air,flight operations portfolio,Office of the CIO,COO,C-level,Can approve candidate evidence collection for Passenger Service Modernization; cannot promote active truth alone.,flight operations,crew scheduling platform,flight operations; loyalty,network and hub/station,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/02_org_ownership.csv,2026-07-17,high,PCI evidence requires owner validation; source is synthetic and candidate-only,SHA-02-00001,SHA-EVID-01201,SHA-02_ORG_OWNERSHIP-SRC-00001,02_org_ownership,Org Ownership,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,operations control center operations,Office of the CFO,CIO,SVP,Can approve candidate evidence collection for Loyalty Platform Modernization; cannot promote active truth alone.,operations control center,flight planning platform,operations control center; revenue management,network and hub/station,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/02_org_ownership.csv,2026-07-17,medium,cyber risk evidence requires owner validation; source is synthetic and candidate-only,SHA-02-00002,SHA-EVID-01202,SHA-02_ORG_OWNERSHIP-SRC-00002,02_org_ownership,Org Ownership,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,airport operations platform,Enterprise Operations,CTO,VP,Can approve candidate evidence collection for Crew Operations Optimization; cannot promote active truth alone.,airport operations,operations control and IROPS platform,airport operations; network planning,network and hub/station,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/02_org_ownership.csv,2026-07-17,medium,identity and access evidence requires owner validation; source is synthetic and candidate-only,SHA-02-00003,SHA-EVID-01203,SHA-02_ORG_OWNERSHIP-SRC-00003,02_org_ownership,Org Ownership,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,customer service controls,Risk and Compliance,CDAO,Director,Can approve candidate evidence collection for Maintenance Predictive Analytics Foundation; cannot promote active truth alone.,customer service,maintenance and MRO platform,customer service; crew scheduling,network and hub/station,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/02_org_ownership.csv,2026-07-17,high,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,SHA-02-00004,SHA-EVID-01204,SHA-02_ORG_OWNERSHIP-SRC-00004,02_org_ownership,Org Ownership,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,loyalty transformation,Procurement,CISO,Product owner,Can approve candidate evidence collection for Airport Turnaround Performance Program; cannot promote active truth alone.,loyalty,cargo management platform,loyalty; maintenance engineering,network and hub/station,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/02_org_ownership.csv,2026-07-17,high,model explainability evidence requires owner validation; source is synthetic and candidate-only,SHA-02-00005,SHA-EVID-01205,SHA-02_ORG_OWNERSHIP-SRC-00005,02_org_ownership,Org Ownership,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,revenue management portfolio,Office of the CIO,Chief compliance officer,C-level,Can approve candidate evidence collection for Data Platform and Lakehouse Foundation; cannot promote active truth alone.,revenue management,revenue management platform,revenue management; cargo operations,network and hub/station,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/02_org_ownership.csv,2026-07-17,medium,human-in-the-loop operations evidence requires owner validation; source is synthetic and candidate-only,SHA-02-00006,SHA-EVID-01206,SHA-02_ORG_OWNERSHIP-SRC-00006,02_org_ownership,Org Ownership,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,network planning operations,Office of the CFO,Chief procurement officer,SVP,Can approve candidate evidence collection for Contact Center Experience Transformation; cannot promote active truth alone.,network planning,loyalty platform,network planning; digital ecommerce,network and hub/station,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/02_org_ownership.csv,2026-07-17,medium,incident response evidence requires owner validation; source is synthetic and candidate-only,SHA-02-00007,SHA-EVID-01207,SHA-02_ORG_OWNERSHIP-SRC-00007,02_org_ownership,Org Ownership,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,crew scheduling platform,Enterprise Operations,Chief people officer,VP,Can approve candidate evidence collection for Revenue Management Modernization; cannot promote active truth alone.,crew scheduling,ecommerce and mobile app,crew scheduling; safety and security,network and hub/station,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/02_org_ownership.csv,2026-07-17,high,airport-local operating variation evidence requires owner validation; source is synthetic and candidate-only,SHA-02-00008,SHA-EVID-01208,SHA-02_ORG_OWNERSHIP-SRC-00008,02_org_ownership,Org Ownership,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,maintenance engineering controls,Risk and Compliance,Transformation office lead,Director,Can approve candidate evidence collection for Cloud Resilience and Cyber Program; cannot promote active truth alone.,maintenance engineering,customer CRM,maintenance engineering; finance,network and hub/station,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/02_org_ownership.csv,2026-07-17,high,reservation-system dependency evidence requires owner validation; source is synthetic and candidate-only,SHA-02-00009,SHA-EVID-01209,SHA-02_ORG_OWNERSHIP-SRC-00009,02_org_ownership,Org Ownership,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,cargo operations transformation,Procurement,Experience leader,Product owner,Can approve candidate evidence collection for Baggage Visibility and Recovery; cannot promote active truth alone.,cargo operations,contact center platform,cargo operations; procurement,network and hub/station,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/02_org_ownership.csv,2026-07-17,medium,cloud resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-02-00010,SHA-EVID-01210,SHA-02_ORG_OWNERSHIP-SRC-00010,02_org_ownership,Org Ownership,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
