tenant_key,spend_category,cost_center_or_owner,annual_spend_usd,run_change_transform_split,vendor_internal_split,value_driver,savings_opportunity_usd,confidence,calculation_basis,source_file,source_date,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
skyharbor-air,run flight operations platform,CISO,34210526,run,vendor,Passenger Service Modernization planning baseline; value not realized,0,high,finance baseline required before any value claim,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/08_spend_value.csv,2026-07-17,PCI evidence requires owner validation; source is synthetic and candidate-only,SHA-08-00001,SHA-EVID-04801,SHA-08_SPEND_VALUE-SRC-00001,08_spend_value,"IT Budget, Spend & Value",candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,run operations control center labor,Chief compliance officer,34210526,run,internal,Loyalty Platform Modernization planning baseline; value not realized,0,medium,finance baseline required before any value claim,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/08_spend_value.csv,2026-07-17,cyber risk evidence requires owner validation; source is synthetic and candidate-only,SHA-08-00002,SHA-EVID-04802,SHA-08_SPEND_VALUE-SRC-00002,08_spend_value,"IT Budget, Spend & Value",candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,run airport operations vendor,Chief procurement officer,34210526,run,internal,Crew Operations Optimization planning baseline; value not realized,0,medium,finance baseline required before any value claim,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/08_spend_value.csv,2026-07-17,identity and access evidence requires owner validation; source is synthetic and candidate-only,SHA-08-00003,SHA-EVID-04803,SHA-08_SPEND_VALUE-SRC-00003,08_spend_value,"IT Budget, Spend & Value",candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,run customer service security,Chief people officer,34210526,run,vendor,Maintenance Predictive Analytics Foundation planning baseline; value not realized,0,high,finance baseline required before any value claim,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/08_spend_value.csv,2026-07-17,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,SHA-08-00004,SHA-EVID-04804,SHA-08_SPEND_VALUE-SRC-00004,08_spend_value,"IT Budget, Spend & Value",candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,run loyalty data,Transformation office lead,34210526,run,internal,Airport Turnaround Performance Program planning baseline; value not realized,0,high,finance baseline required before any value claim,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/08_spend_value.csv,2026-07-17,model explainability evidence requires owner validation; source is synthetic and candidate-only,SHA-08-00005,SHA-EVID-04805,SHA-08_SPEND_VALUE-SRC-00005,08_spend_value,"IT Budget, Spend & Value",candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,run revenue management operations,Experience leader,34210526,run,internal,Data Platform and Lakehouse Foundation planning baseline; value not realized,0,medium,finance baseline required before any value claim,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/08_spend_value.csv,2026-07-17,human-in-the-loop operations evidence requires owner validation; source is synthetic and candidate-only,SHA-08-00006,SHA-EVID-04806,SHA-08_SPEND_VALUE-SRC-00006,08_spend_value,"IT Budget, Spend & Value",candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,run network planning platform,Business unit president,34210526,run,vendor,Contact Center Experience Transformation planning baseline; value not realized,0,medium,finance baseline required before any value claim,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/08_spend_value.csv,2026-07-17,incident response evidence requires owner validation; source is synthetic and candidate-only,SHA-08-00007,SHA-EVID-04807,SHA-08_SPEND_VALUE-SRC-00007,08_spend_value,"IT Budget, Spend & Value",candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,run crew scheduling labor,Contact center leader,34210526,run,internal,Revenue Management Modernization planning baseline; value not realized,0,high,finance baseline required before any value claim,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/08_spend_value.csv,2026-07-17,airport-local operating variation evidence requires owner validation; source is synthetic and candidate-only,SHA-08-00008,SHA-EVID-04808,SHA-08_SPEND_VALUE-SRC-00008,08_spend_value,"IT Budget, Spend & Value",candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,run maintenance engineering vendor,Operations leader,34210526,run,internal,Cloud Resilience and Cyber Program planning baseline; value not realized,0,high,finance baseline required before any value claim,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/08_spend_value.csv,2026-07-17,reservation-system dependency evidence requires owner validation; source is synthetic and candidate-only,SHA-08-00009,SHA-EVID-04809,SHA-08_SPEND_VALUE-SRC-00009,08_spend_value,"IT Budget, Spend & Value",candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,run cargo operations security,Chief architect,34210526,run,vendor,Baggage Visibility and Recovery planning baseline; value not realized,0,medium,finance baseline required before any value claim,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/08_spend_value.csv,2026-07-17,cloud resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-08-00010,SHA-EVID-04810,SHA-08_SPEND_VALUE-SRC-00010,08_spend_value,"IT Budget, Spend & Value",candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
