tenant_key,entity_name,industry,sub_industry,revenue_usd,employee_count,headquarters,operating_regions,business_model,customer_segments,mission,vision,strategic_priorities,leadership_team,source_file,source_date,confidence,current_state_notes,target_state_notes,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
skyharbor-air,Airline Demo,Airline,"Global passenger airline with cargo, loyalty, airport operations, maintenance, crew, digital, and IROPS operations",50000000000,96000,"Atlanta, GA",global airline network; United States hubs; international stations,"Airline Demo synthetic operating model across flight operations, crew scheduling platform, and Passenger Service Modernization.",passengers; loyalty members; cargo customers; corporate travel buyers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,IROPS Resilience and Recovery; Passenger Service Modernization; Loyalty Platform Modernization; Crew Operations Optimization; Maintenance Predictive Analytics Foundation; Airport Turnaround Performance Program; Data Platform and Lakehouse Foundation; Contact Center Experience Transformation; Revenue Management Modernization; Cloud Resilience and Cyber Program; Baggage Visibility and Recovery; Finance and Procurement Spend Transparency; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,high,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 50000000000 revenue band, 96000 employees, 930 aircraft; 305 destinations, and 108000000 loyalty members.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",FAA; DOT; TSA; EASA where applicable; PCI; privacy laws; safety management systems; evidence remains synthetic and candidate-only.,SHA-00-00001,SHA-EVID-00001,SHA-00_ENTERPRISE_PROFILE-SRC-00001,00_enterprise_profile,Enterprise Profile,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Airline Demo,Airline,"Global passenger airline with cargo, loyalty, airport operations, maintenance, crew, digital, and IROPS operations",50000000000,96000,"Atlanta, GA",global airline network; United States hubs; international stations,"Airline Demo synthetic operating model across operations control center, flight planning platform, and Loyalty Platform Modernization.",passengers; loyalty members; cargo customers; corporate travel buyers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,IROPS Resilience and Recovery; Passenger Service Modernization; Loyalty Platform Modernization; Crew Operations Optimization; Maintenance Predictive Analytics Foundation; Airport Turnaround Performance Program; Data Platform and Lakehouse Foundation; Contact Center Experience Transformation; Revenue Management Modernization; Cloud Resilience and Cyber Program; Baggage Visibility and Recovery; Finance and Procurement Spend Transparency; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,medium,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 50000000000 revenue band, 96000 employees, 930 aircraft; 305 destinations, and 108000000 loyalty members.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",FAA; DOT; TSA; EASA where applicable; PCI; privacy laws; safety management systems; evidence remains synthetic and candidate-only.,SHA-00-00002,SHA-EVID-00002,SHA-00_ENTERPRISE_PROFILE-SRC-00002,00_enterprise_profile,Enterprise Profile,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Airline Demo,Airline,"Global passenger airline with cargo, loyalty, airport operations, maintenance, crew, digital, and IROPS operations",50000000000,96000,"Atlanta, GA",global airline network; United States hubs; international stations,"Airline Demo synthetic operating model across airport operations, operations control and IROPS platform, and Crew Operations Optimization.",passengers; loyalty members; cargo customers; corporate travel buyers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,IROPS Resilience and Recovery; Passenger Service Modernization; Loyalty Platform Modernization; Crew Operations Optimization; Maintenance Predictive Analytics Foundation; Airport Turnaround Performance Program; Data Platform and Lakehouse Foundation; Contact Center Experience Transformation; Revenue Management Modernization; Cloud Resilience and Cyber Program; Baggage Visibility and Recovery; Finance and Procurement Spend Transparency; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,medium,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 50000000000 revenue band, 96000 employees, 930 aircraft; 305 destinations, and 108000000 loyalty members.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",FAA; DOT; TSA; EASA where applicable; PCI; privacy laws; safety management systems; evidence remains synthetic and candidate-only.,SHA-00-00003,SHA-EVID-00003,SHA-00_ENTERPRISE_PROFILE-SRC-00003,00_enterprise_profile,Enterprise Profile,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Airline Demo,Airline,"Global passenger airline with cargo, loyalty, airport operations, maintenance, crew, digital, and IROPS operations",50000000000,96000,"Atlanta, GA",global airline network; United States hubs; international stations,"Airline Demo synthetic operating model across customer service, maintenance and MRO platform, and Maintenance Predictive Analytics Foundation.",passengers; loyalty members; cargo customers; corporate travel buyers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,IROPS Resilience and Recovery; Passenger Service Modernization; Loyalty Platform Modernization; Crew Operations Optimization; Maintenance Predictive Analytics Foundation; Airport Turnaround Performance Program; Data Platform and Lakehouse Foundation; Contact Center Experience Transformation; Revenue Management Modernization; Cloud Resilience and Cyber Program; Baggage Visibility and Recovery; Finance and Procurement Spend Transparency; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,high,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 50000000000 revenue band, 96000 employees, 930 aircraft; 305 destinations, and 108000000 loyalty members.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",FAA; DOT; TSA; EASA where applicable; PCI; privacy laws; safety management systems; evidence remains synthetic and candidate-only.,SHA-00-00004,SHA-EVID-00004,SHA-00_ENTERPRISE_PROFILE-SRC-00004,00_enterprise_profile,Enterprise Profile,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Airline Demo,Airline,"Global passenger airline with cargo, loyalty, airport operations, maintenance, crew, digital, and IROPS operations",50000000000,96000,"Atlanta, GA",global airline network; United States hubs; international stations,"Airline Demo synthetic operating model across loyalty, cargo management platform, and Airport Turnaround Performance Program.",passengers; loyalty members; cargo customers; corporate travel buyers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,IROPS Resilience and Recovery; Passenger Service Modernization; Loyalty Platform Modernization; Crew Operations Optimization; Maintenance Predictive Analytics Foundation; Airport Turnaround Performance Program; Data Platform and Lakehouse Foundation; Contact Center Experience Transformation; Revenue Management Modernization; Cloud Resilience and Cyber Program; Baggage Visibility and Recovery; Finance and Procurement Spend Transparency; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,high,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 50000000000 revenue band, 96000 employees, 930 aircraft; 305 destinations, and 108000000 loyalty members.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",FAA; DOT; TSA; EASA where applicable; PCI; privacy laws; safety management systems; evidence remains synthetic and candidate-only.,SHA-00-00005,SHA-EVID-00005,SHA-00_ENTERPRISE_PROFILE-SRC-00005,00_enterprise_profile,Enterprise Profile,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Airline Demo,Airline,"Global passenger airline with cargo, loyalty, airport operations, maintenance, crew, digital, and IROPS operations",50000000000,96000,"Atlanta, GA",global airline network; United States hubs; international stations,"Airline Demo synthetic operating model across revenue management, revenue management platform, and Data Platform and Lakehouse Foundation.",passengers; loyalty members; cargo customers; corporate travel buyers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,IROPS Resilience and Recovery; Passenger Service Modernization; Loyalty Platform Modernization; Crew Operations Optimization; Maintenance Predictive Analytics Foundation; Airport Turnaround Performance Program; Data Platform and Lakehouse Foundation; Contact Center Experience Transformation; Revenue Management Modernization; Cloud Resilience and Cyber Program; Baggage Visibility and Recovery; Finance and Procurement Spend Transparency; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,medium,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 50000000000 revenue band, 96000 employees, 930 aircraft; 305 destinations, and 108000000 loyalty members.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",FAA; DOT; TSA; EASA where applicable; PCI; privacy laws; safety management systems; evidence remains synthetic and candidate-only.,SHA-00-00006,SHA-EVID-00006,SHA-00_ENTERPRISE_PROFILE-SRC-00006,00_enterprise_profile,Enterprise Profile,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Airline Demo,Airline,"Global passenger airline with cargo, loyalty, airport operations, maintenance, crew, digital, and IROPS operations",50000000000,96000,"Atlanta, GA",global airline network; United States hubs; international stations,"Airline Demo synthetic operating model across network planning, loyalty platform, and Contact Center Experience Transformation.",passengers; loyalty members; cargo customers; corporate travel buyers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,IROPS Resilience and Recovery; Passenger Service Modernization; Loyalty Platform Modernization; Crew Operations Optimization; Maintenance Predictive Analytics Foundation; Airport Turnaround Performance Program; Data Platform and Lakehouse Foundation; Contact Center Experience Transformation; Revenue Management Modernization; Cloud Resilience and Cyber Program; Baggage Visibility and Recovery; Finance and Procurement Spend Transparency; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,medium,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 50000000000 revenue band, 96000 employees, 930 aircraft; 305 destinations, and 108000000 loyalty members.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",FAA; DOT; TSA; EASA where applicable; PCI; privacy laws; safety management systems; evidence remains synthetic and candidate-only.,SHA-00-00007,SHA-EVID-00007,SHA-00_ENTERPRISE_PROFILE-SRC-00007,00_enterprise_profile,Enterprise Profile,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Airline Demo,Airline,"Global passenger airline with cargo, loyalty, airport operations, maintenance, crew, digital, and IROPS operations",50000000000,96000,"Atlanta, GA",global airline network; United States hubs; international stations,"Airline Demo synthetic operating model across crew scheduling, ecommerce and mobile app, and Revenue Management Modernization.",passengers; loyalty members; cargo customers; corporate travel buyers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,IROPS Resilience and Recovery; Passenger Service Modernization; Loyalty Platform Modernization; Crew Operations Optimization; Maintenance Predictive Analytics Foundation; Airport Turnaround Performance Program; Data Platform and Lakehouse Foundation; Contact Center Experience Transformation; Revenue Management Modernization; Cloud Resilience and Cyber Program; Baggage Visibility and Recovery; Finance and Procurement Spend Transparency; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,high,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 50000000000 revenue band, 96000 employees, 930 aircraft; 305 destinations, and 108000000 loyalty members.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",FAA; DOT; TSA; EASA where applicable; PCI; privacy laws; safety management systems; evidence remains synthetic and candidate-only.,SHA-00-00008,SHA-EVID-00008,SHA-00_ENTERPRISE_PROFILE-SRC-00008,00_enterprise_profile,Enterprise Profile,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Airline Demo,Airline,"Global passenger airline with cargo, loyalty, airport operations, maintenance, crew, digital, and IROPS operations",50000000000,96000,"Atlanta, GA",global airline network; United States hubs; international stations,"Airline Demo synthetic operating model across maintenance engineering, customer CRM, and Cloud Resilience and Cyber Program.",passengers; loyalty members; cargo customers; corporate travel buyers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,IROPS Resilience and Recovery; Passenger Service Modernization; Loyalty Platform Modernization; Crew Operations Optimization; Maintenance Predictive Analytics Foundation; Airport Turnaround Performance Program; Data Platform and Lakehouse Foundation; Contact Center Experience Transformation; Revenue Management Modernization; Cloud Resilience and Cyber Program; Baggage Visibility and Recovery; Finance and Procurement Spend Transparency; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,high,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 50000000000 revenue band, 96000 employees, 930 aircraft; 305 destinations, and 108000000 loyalty members.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",FAA; DOT; TSA; EASA where applicable; PCI; privacy laws; safety management systems; evidence remains synthetic and candidate-only.,SHA-00-00009,SHA-EVID-00009,SHA-00_ENTERPRISE_PROFILE-SRC-00009,00_enterprise_profile,Enterprise Profile,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Airline Demo,Airline,"Global passenger airline with cargo, loyalty, airport operations, maintenance, crew, digital, and IROPS operations",50000000000,96000,"Atlanta, GA",global airline network; United States hubs; international stations,"Airline Demo synthetic operating model across cargo operations, contact center platform, and Baggage Visibility and Recovery.",passengers; loyalty members; cargo customers; corporate travel buyers,Use governed enterprise context to make planning decisions safer before active promotion.,Build a trusted evidence-backed operating model for executive decisions.,IROPS Resilience and Recovery; Passenger Service Modernization; Loyalty Platform Modernization; Crew Operations Optimization; Maintenance Predictive Analytics Foundation; Airport Turnaround Performance Program; Data Platform and Lakehouse Foundation; Contact Center Experience Transformation; Revenue Management Modernization; Cloud Resilience and Cyber Program; Baggage Visibility and Recovery; Finance and Procurement Spend Transparency; candidate AI opportunities remain not approved,CEO; CFO; COO; CIO; CTO; CDAO; CISO; procurement; transformation office,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,2026-07-17,medium,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value. Candidate profile includes 50000000000 revenue band, 96000 employees, 930 aircraft; 305 destinations, and 108000000 loyalty members.","Home, Knowledge, Tower, Intelligence, Moves, Source can consume this only after candidate load, reconciliation, retrieval proof, and explicit promotion review.",FAA; DOT; TSA; EASA where applicable; PCI; privacy laws; safety management systems; evidence remains synthetic and candidate-only.,SHA-00-00010,SHA-EVID-00010,SHA-00_ENTERPRISE_PROFILE-SRC-00010,00_enterprise_profile,Enterprise Profile,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
