tenant_key,use_case_name,business_function,process_area,ai_pattern,current_status,value_hypothesis,required_data,required_systems,human_approval_points,risk_controls,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
skyharbor-air,IROPS recovery copilot,flight operations,flight operations,copilot,candidate_not_approved,"Contact center agent assist is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",flight operations; airport operations; evidence register,crew scheduling platform; crew scheduling platform,human review required before operational action,PCI; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,PCI evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00001,SHA-EVID-06001,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00001,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Crew disruption assistant,operations control center,operations control center,summarization,candidate_not_approved,"Passenger rebooking personalization is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",operations control center; customer service; evidence register,flight planning platform; flight planning platform,human review required before operational action,cyber risk; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,cyber risk evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00002,SHA-EVID-06002,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00002,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Maintenance troubleshooting assistant,airport operations,airport operations,classification,candidate_not_approved,"Baggage recovery prediction is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",airport operations; loyalty; evidence register,operations control and IROPS platform; operations control and IROPS platform,human review required before operational action,identity and access; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,identity and access evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00003,SHA-EVID-06003,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00003,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Contact center agent assist,customer service,customer service,prediction,candidate_not_approved,"Airport turnaround risk predictor is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",customer service; revenue management; evidence register,maintenance and MRO platform; maintenance and MRO platform,human review required before operational action,vendor concentration; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00004,SHA-EVID-06004,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00004,10_ai_automation_use_cases,AI & Automation Use Cases,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Passenger rebooking personalization,loyalty,loyalty,decision support,candidate_not_approved,"Revenue management scenario assistant is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",loyalty; network planning; evidence register,cargo management platform; cargo management platform,human review required before operational action,model explainability; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,model explainability evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00005,SHA-EVID-06005,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00005,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Baggage recovery prediction,revenue management,revenue management,copilot,candidate_not_approved,"Loyalty next-best-action assistant is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",revenue management; crew scheduling; evidence register,revenue management platform; revenue management platform,human review required before operational action,human-in-the-loop operations; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,human-in-the-loop operations evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00006,SHA-EVID-06006,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00006,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Airport turnaround risk predictor,network planning,network planning,summarization,candidate_not_approved,"Flight operations knowledge assistant is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",network planning; maintenance engineering; evidence register,loyalty platform; loyalty platform,human review required before operational action,incident response; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,incident response evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00007,SHA-EVID-06007,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00007,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Revenue management scenario assistant,crew scheduling,crew scheduling,classification,candidate_not_approved,"IT incident and change-risk copilot is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",crew scheduling; cargo operations; evidence register,ecommerce and mobile app; ecommerce and mobile app,human review required before operational action,airport-local operating variation; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,airport-local operating variation evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00008,SHA-EVID-06008,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00008,10_ai_automation_use_cases,AI & Automation Use Cases,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Loyalty next-best-action assistant,maintenance engineering,maintenance engineering,prediction,candidate_not_approved,"Procurement and vendor contract intelligence is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",maintenance engineering; digital ecommerce; evidence register,customer CRM; customer CRM,human review required before operational action,reservation-system dependency; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,reservation-system dependency evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00009,SHA-EVID-06009,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00009,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Flight operations knowledge assistant,cargo operations,cargo operations,decision support,candidate_not_approved,"IROPS recovery copilot is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",cargo operations; safety and security; evidence register,contact center platform; contact center platform,human review required before operational action,cloud resilience; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,cloud resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00010,SHA-EVID-06010,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00010,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
