tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,data_asset_id,data_asset_name,data_owner,system_of_record,lineage,consumers,quality_score,governance_status
meridian-health,Meridian Health System,v6.0.0-meridian-current-state-20260709,data_asset_integration,MER-DATA-001,Unified clinical + claims lakehouse: EMR clinical,meridian-health-v6-v7-current-state-v1,AbarVa synthetic data steward,user_provided_current_state_plus_synthetic_demo_structuring,derived_from_use_cases,2,2026-07-09,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real patient, member, provider, claim, or PHI-level facts. | Do not claim Databricks, medallion architecture, governance, or security/network controls are implemented. | Do not claim audited savings, realized ROI, contract values, renewal dates, or production readiness. | Do not make cross-tenant claims or use non-Meridian facts to answer Meridian questions.","Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,MER-DATA-001,Unified clinical + claims lakehouse: EMR clinical,owner_to_confirm_in_workshop,Epic Clarity,Epic Clarity + Epic Caboodle + Claims administration platform + Pharmacy claims platform + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,Operations; CDAO; accountable business owner,not_scored,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready
meridian-health,Meridian Health System,v6.0.0-meridian-current-state-20260709,data_asset_integration,MER-DATA-002,Unified clinical + claims lakehouse: claims,meridian-health-v6-v7-current-state-v1,AbarVa synthetic data steward,user_provided_current_state_plus_synthetic_demo_structuring,derived_from_use_cases,3,2026-07-09,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real patient, member, provider, claim, or PHI-level facts. | Do not claim Databricks, medallion architecture, governance, or security/network controls are implemented. | Do not claim audited savings, realized ROI, contract values, renewal dates, or production readiness. | Do not make cross-tenant claims or use non-Meridian facts to answer Meridian questions.","Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,MER-DATA-002,Unified clinical + claims lakehouse: claims,owner_to_confirm_in_workshop,Epic Caboodle,Epic Clarity + Epic Caboodle + Claims administration platform + Pharmacy claims platform + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,Operations; CDAO; accountable business owner,not_scored,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready
meridian-health,Meridian Health System,v6.0.0-meridian-current-state-20260709,data_asset_integration,MER-DATA-003,Unified clinical + claims lakehouse: pharmacy,meridian-health-v6-v7-current-state-v1,AbarVa synthetic data steward,user_provided_current_state_plus_synthetic_demo_structuring,derived_from_use_cases,4,2026-07-09,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real patient, member, provider, claim, or PHI-level facts. | Do not claim Databricks, medallion architecture, governance, or security/network controls are implemented. | Do not claim audited savings, realized ROI, contract values, renewal dates, or production readiness. | Do not make cross-tenant claims or use non-Meridian facts to answer Meridian questions.","Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,MER-DATA-003,Unified clinical + claims lakehouse: pharmacy,owner_to_confirm_in_workshop,Claims administration platform,Epic Clarity + Epic Caboodle + Claims administration platform + Pharmacy claims platform + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,Operations; CDAO; accountable business owner,not_scored,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready
meridian-health,Meridian Health System,v6.0.0-meridian-current-state-20260709,data_asset_integration,MER-DATA-004,Unified clinical + claims lakehouse: patient/member identity,meridian-health-v6-v7-current-state-v1,AbarVa synthetic data steward,user_provided_current_state_plus_synthetic_demo_structuring,derived_from_use_cases,5,2026-07-09,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real patient, member, provider, claim, or PHI-level facts. | Do not claim Databricks, medallion architecture, governance, or security/network controls are implemented. | Do not claim audited savings, realized ROI, contract values, renewal dates, or production readiness. | Do not make cross-tenant claims or use non-Meridian facts to answer Meridian questions.","Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,MER-DATA-004,Unified clinical + claims lakehouse: patient/member identity,owner_to_confirm_in_workshop,Pharmacy claims platform,Epic Clarity + Epic Caboodle + Claims administration platform + Pharmacy claims platform + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,Operations; CDAO; accountable business owner,not_scored,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready
meridian-health,Meridian Health System,v6.0.0-meridian-current-state-20260709,data_asset_integration,MER-DATA-005,Unified clinical + claims lakehouse: longitudinal patient view,meridian-health-v6-v7-current-state-v1,AbarVa synthetic data steward,user_provided_current_state_plus_synthetic_demo_structuring,derived_from_use_cases,6,2026-07-09,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real patient, member, provider, claim, or PHI-level facts. | Do not claim Databricks, medallion architecture, governance, or security/network controls are implemented. | Do not claim audited savings, realized ROI, contract values, renewal dates, or production readiness. | Do not make cross-tenant claims or use non-Meridian facts to answer Meridian questions.","Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,MER-DATA-005,Unified clinical + claims lakehouse: longitudinal patient view,owner_to_confirm_in_workshop,Databricks on AWS,Epic Clarity + Epic Caboodle + Claims administration platform + Pharmacy claims platform + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,Operations; CDAO; accountable business owner,not_scored,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready
meridian-health,Meridian Health System,v6.0.0-meridian-current-state-20260709,data_asset_integration,MER-DATA-006,Governed data foundation for AI / LLM automation: prior authorization,meridian-health-v6-v7-current-state-v1,AbarVa synthetic data steward,user_provided_current_state_plus_synthetic_demo_structuring,derived_from_use_cases,7,2026-07-09,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real patient, member, provider, claim, or PHI-level facts. | Do not claim Databricks, medallion architecture, governance, or security/network controls are implemented. | Do not claim audited savings, realized ROI, contract values, renewal dates, or production readiness. | Do not make cross-tenant claims or use non-Meridian facts to answer Meridian questions.","Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,MER-DATA-006,Governed data foundation for AI / LLM automation: prior authorization,owner_to_confirm_in_workshop,Epic Clarity,Epic Clarity + SQL Server reporting marts + SAS analytics estate + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,Operations; CDAO; accountable business owner,not_scored,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded
meridian-health,Meridian Health System,v6.0.0-meridian-current-state-20260709,data_asset_integration,MER-DATA-007,Governed data foundation for AI / LLM automation: coding,meridian-health-v6-v7-current-state-v1,AbarVa synthetic data steward,user_provided_current_state_plus_synthetic_demo_structuring,derived_from_use_cases,8,2026-07-09,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real patient, member, provider, claim, or PHI-level facts. | Do not claim Databricks, medallion architecture, governance, or security/network controls are implemented. | Do not claim audited savings, realized ROI, contract values, renewal dates, or production readiness. | Do not make cross-tenant claims or use non-Meridian facts to answer Meridian questions.","Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,MER-DATA-007,Governed data foundation for AI / LLM automation: coding,owner_to_confirm_in_workshop,SQL Server reporting marts,Epic Clarity + SQL Server reporting marts + SAS analytics estate + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,Operations; CDAO; accountable business owner,not_scored,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded
meridian-health,Meridian Health System,v6.0.0-meridian-current-state-20260709,data_asset_integration,MER-DATA-008,Governed data foundation for AI / LLM automation: utilization management,meridian-health-v6-v7-current-state-v1,AbarVa synthetic data steward,user_provided_current_state_plus_synthetic_demo_structuring,derived_from_use_cases,9,2026-07-09,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real patient, member, provider, claim, or PHI-level facts. | Do not claim Databricks, medallion architecture, governance, or security/network controls are implemented. | Do not claim audited savings, realized ROI, contract values, renewal dates, or production readiness. | Do not make cross-tenant claims or use non-Meridian facts to answer Meridian questions.","Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,MER-DATA-008,Governed data foundation for AI / LLM automation: utilization management,owner_to_confirm_in_workshop,SAS analytics estate,Epic Clarity + SQL Server reporting marts + SAS analytics estate + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,Operations; CDAO; accountable business owner,not_scored,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded
meridian-health,Meridian Health System,v6.0.0-meridian-current-state-20260709,data_asset_integration,MER-DATA-009,Governed data foundation for AI / LLM automation: semantic layer,meridian-health-v6-v7-current-state-v1,AbarVa synthetic data steward,user_provided_current_state_plus_synthetic_demo_structuring,derived_from_use_cases,10,2026-07-09,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real patient, member, provider, claim, or PHI-level facts. | Do not claim Databricks, medallion architecture, governance, or security/network controls are implemented. | Do not claim audited savings, realized ROI, contract values, renewal dates, or production readiness. | Do not make cross-tenant claims or use non-Meridian facts to answer Meridian questions.","Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,MER-DATA-009,Governed data foundation for AI / LLM automation: semantic layer,owner_to_confirm_in_workshop,Databricks on AWS,Epic Clarity + SQL Server reporting marts + SAS analytics estate + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,Operations; CDAO; accountable business owner,not_scored,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded
meridian-health,Meridian Health System,v6.0.0-meridian-current-state-20260709,data_asset_integration,MER-DATA-010,Governed data foundation for AI / LLM automation: data quality rules,meridian-health-v6-v7-current-state-v1,AbarVa synthetic data steward,user_provided_current_state_plus_synthetic_demo_structuring,derived_from_use_cases,11,2026-07-09,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real patient, member, provider, claim, or PHI-level facts. | Do not claim Databricks, medallion architecture, governance, or security/network controls are implemented. | Do not claim audited savings, realized ROI, contract values, renewal dates, or production readiness. | Do not make cross-tenant claims or use non-Meridian facts to answer Meridian questions.","Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,MER-DATA-010,Governed data foundation for AI / LLM automation: data quality rules,owner_to_confirm_in_workshop,Epic Clarity,Epic Clarity + SQL Server reporting marts + SAS analytics estate + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,Operations; CDAO; accountable business owner,not_scored,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded
