tenant_key,dependency_id,capability_id,capability_name,system_id,system_name,support_level,criticality,evidence_basis,confidence,caveat,source_file,source_row,value_source
skyharbor-air,skyharbor-air-CAP-SYS-1,SHA-CAP-001,IROPS recovery decisioning,SHA-APP-001,,,,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.58,Mapping row did not resolve to a named application in F05.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,2,tenant_file
skyharbor-air,skyharbor-air-CAP-SYS-2,SHA-CAP-002,Crew recovery and legality,SHA-APP-002,,,,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.58,Mapping row did not resolve to a named application in F05.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,3,tenant_file
skyharbor-air,skyharbor-air-CAP-SYS-3,SHA-CAP-003,Flight planning and dispatch,SHA-APP-003,,,,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.58,Mapping row did not resolve to a named application in F05.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,4,tenant_file
skyharbor-air,skyharbor-air-CAP-SYS-4,SHA-CAP-004,Airport turn management,SHA-APP-004,,,,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.58,Mapping row did not resolve to a named application in F05.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,5,tenant_file
skyharbor-air,skyharbor-air-CAP-SYS-5,SHA-CAP-005,Baggage tracking and recovery,SHA-APP-005,,,,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.58,Mapping row did not resolve to a named application in F05.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,6,tenant_file
skyharbor-air,skyharbor-air-CAP-SYS-6,SHA-CAP-006,MRO predictive maintenance,SHA-APP-006,,,,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.58,Mapping row did not resolve to a named application in F05.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,7,tenant_file
skyharbor-air,skyharbor-air-CAP-SYS-7,SHA-CAP-007,Revenue management and pricing,SHA-APP-007,,,,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.58,Mapping row did not resolve to a named application in F05.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,8,tenant_file
skyharbor-air,skyharbor-air-CAP-SYS-8,SHA-CAP-008,NDC offer/order retailing,SHA-APP-008,,,,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.58,Mapping row did not resolve to a named application in F05.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,9,tenant_file
skyharbor-air,skyharbor-air-CAP-SYS-9,SHA-CAP-009,Loyalty personalization,SHA-APP-009,,,,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.58,Mapping row did not resolve to a named application in F05.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,10,tenant_file
skyharbor-air,skyharbor-air-CAP-SYS-10,SHA-CAP-010,Digital concierge and journey orchestration,SHA-APP-010,,,,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.58,Mapping row did not resolve to a named application in F05.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,11,tenant_file
skyharbor-air,skyharbor-air-CAP-SYS-11,SHA-CAP-011,Contact center service recovery,SHA-APP-011,,,,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.58,Mapping row did not resolve to a named application in F05.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,12,tenant_file
skyharbor-air,skyharbor-air-CAP-SYS-12,SHA-CAP-012,Cargo capacity optimization,SHA-APP-012,,,,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.58,Mapping row did not resolve to a named application in F05.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,13,tenant_file
skyharbor-air,skyharbor-air-CAP-SYS-13,SHA-CAP-013,Fuel optimization and sustainability,SHA-APP-013,,,,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.58,Mapping row did not resolve to a named application in F05.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,14,tenant_file
skyharbor-air,skyharbor-air-CAP-SYS-14,SHA-CAP-014,Revenue accounting and settlement,SHA-APP-014,,,,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.58,Mapping row did not resolve to a named application in F05.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,15,tenant_file
skyharbor-air,skyharbor-air-CAP-SYS-15,SHA-CAP-015,SAP finance close and procurement,SHA-APP-015,,,,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.58,Mapping row did not resolve to a named application in F05.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,16,tenant_file
skyharbor-air,skyharbor-air-CAP-SYS-16,SHA-CAP-016,Mainframe transaction processing,SHA-APP-016,,,,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.58,Mapping row did not resolve to a named application in F05.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,17,tenant_file
