tenantKey,surface,sourceEvidenceState,loadedState,indexedState,retrievableState,citedState,agentReady,mayReachAva,layer2ProfilesThatWouldRun,layer2DimensionFailures,graphRelationshipCandidates,graphQuarantinedRelationships,proofArtifacts,blockers,mode
apex-retail,home,verified,not_verified,not_verified,not_verified,not_verified,false,false,18,1,10,1703,reports/layer-reconciliation-2026-08/apex-retail/layer2-adapter-reconciliation.csv; reports/layer-reconciliation-2026-08/apex-retail/layer3-canonical-refresh-summary.json; reports/graph-reconciliation-2026-08/apex-retail/graph-reconciliation-summary.json,data-plane loaded readback not captured in this lane; Azure-native index proof not captured in this lane; retrieval query proof not captured in this lane; cite-render verification not captured in this lane; Layer 2 dimension dry-run failures remain; graph relationship quarantine remains,ava_readiness_ledger_report_only_no_index_no_retrieval_no_runtime_claim_no_agent_ready_promotion
apex-retail,intelligence,verified,not_verified,not_verified,not_verified,not_verified,false,false,18,1,10,1703,reports/layer-reconciliation-2026-08/apex-retail/layer2-adapter-reconciliation.csv; reports/layer-reconciliation-2026-08/apex-retail/layer3-canonical-refresh-summary.json; reports/graph-reconciliation-2026-08/apex-retail/graph-reconciliation-summary.json,data-plane loaded readback not captured in this lane; Azure-native index proof not captured in this lane; retrieval query proof not captured in this lane; cite-render verification not captured in this lane; Layer 2 dimension dry-run failures remain; graph relationship quarantine remains,ava_readiness_ledger_report_only_no_index_no_retrieval_no_runtime_claim_no_agent_ready_promotion
apex-retail,moves,verified,not_verified,not_verified,not_verified,not_verified,false,false,18,1,10,1703,reports/layer-reconciliation-2026-08/apex-retail/layer2-adapter-reconciliation.csv; reports/layer-reconciliation-2026-08/apex-retail/layer3-canonical-refresh-summary.json; reports/graph-reconciliation-2026-08/apex-retail/graph-reconciliation-summary.json,data-plane loaded readback not captured in this lane; Azure-native index proof not captured in this lane; retrieval query proof not captured in this lane; cite-render verification not captured in this lane; Layer 2 dimension dry-run failures remain; graph relationship quarantine remains,ava_readiness_ledger_report_only_no_index_no_retrieval_no_runtime_claim_no_agent_ready_promotion
apex-retail,source,verified,not_verified,not_verified,not_verified,not_verified,false,false,18,1,10,1703,reports/layer-reconciliation-2026-08/apex-retail/layer2-adapter-reconciliation.csv; reports/layer-reconciliation-2026-08/apex-retail/layer3-canonical-refresh-summary.json; reports/graph-reconciliation-2026-08/apex-retail/graph-reconciliation-summary.json,data-plane loaded readback not captured in this lane; Azure-native index proof not captured in this lane; retrieval query proof not captured in this lane; cite-render verification not captured in this lane; Layer 2 dimension dry-run failures remain; graph relationship quarantine remains,ava_readiness_ledger_report_only_no_index_no_retrieval_no_runtime_claim_no_agent_ready_promotion
apex-retail,tower,verified,not_verified,not_verified,not_verified,not_verified,false,false,18,1,10,1703,reports/layer-reconciliation-2026-08/apex-retail/layer2-adapter-reconciliation.csv; reports/layer-reconciliation-2026-08/apex-retail/layer3-canonical-refresh-summary.json; reports/graph-reconciliation-2026-08/apex-retail/graph-reconciliation-summary.json,data-plane loaded readback not captured in this lane; Azure-native index proof not captured in this lane; retrieval query proof not captured in this lane; cite-render verification not captured in this lane; Layer 2 dimension dry-run failures remain; graph relationship quarantine remains,ava_readiness_ledger_report_only_no_index_no_retrieval_no_runtime_claim_no_agent_ready_promotion
first-capital-financial,home,verified,not_verified,not_verified,not_verified,not_verified,false,false,18,1,0,380,reports/layer-reconciliation-2026-08/first-capital-financial/layer2-adapter-reconciliation.csv; reports/layer-reconciliation-2026-08/first-capital-financial/layer3-canonical-refresh-summary.json; reports/graph-reconciliation-2026-08/first-capital-financial/graph-reconciliation-summary.json,data-plane loaded readback not captured in this lane; Azure-native index proof not captured in this lane; retrieval query proof not captured in this lane; cite-render verification not captured in this lane; Layer 2 dimension dry-run failures remain; graph relationship quarantine remains,ava_readiness_ledger_report_only_no_index_no_retrieval_no_runtime_claim_no_agent_ready_promotion
first-capital-financial,intelligence,verified,not_verified,not_verified,not_verified,not_verified,false,false,18,1,0,380,reports/layer-reconciliation-2026-08/first-capital-financial/layer2-adapter-reconciliation.csv; reports/layer-reconciliation-2026-08/first-capital-financial/layer3-canonical-refresh-summary.json; reports/graph-reconciliation-2026-08/first-capital-financial/graph-reconciliation-summary.json,data-plane loaded readback not captured in this lane; Azure-native index proof not captured in this lane; retrieval query proof not captured in this lane; cite-render verification not captured in this lane; Layer 2 dimension dry-run failures remain; graph relationship quarantine remains,ava_readiness_ledger_report_only_no_index_no_retrieval_no_runtime_claim_no_agent_ready_promotion
first-capital-financial,moves,verified,not_verified,not_verified,not_verified,not_verified,false,false,18,1,0,380,reports/layer-reconciliation-2026-08/first-capital-financial/layer2-adapter-reconciliation.csv; reports/layer-reconciliation-2026-08/first-capital-financial/layer3-canonical-refresh-summary.json; reports/graph-reconciliation-2026-08/first-capital-financial/graph-reconciliation-summary.json,data-plane loaded readback not captured in this lane; Azure-native index proof not captured in this lane; retrieval query proof not captured in this lane; cite-render verification not captured in this lane; Layer 2 dimension dry-run failures remain; graph relationship quarantine remains,ava_readiness_ledger_report_only_no_index_no_retrieval_no_runtime_claim_no_agent_ready_promotion
first-capital-financial,source,verified,not_verified,not_verified,not_verified,not_verified,false,false,18,1,0,380,reports/layer-reconciliation-2026-08/first-capital-financial/layer2-adapter-reconciliation.csv; reports/layer-reconciliation-2026-08/first-capital-financial/layer3-canonical-refresh-summary.json; reports/graph-reconciliation-2026-08/first-capital-financial/graph-reconciliation-summary.json,data-plane loaded readback not captured in this lane; Azure-native index proof not captured in this lane; retrieval query proof not captured in this lane; cite-render verification not captured in this lane; Layer 2 dimension dry-run failures remain; graph relationship quarantine remains,ava_readiness_ledger_report_only_no_index_no_retrieval_no_runtime_claim_no_agent_ready_promotion
first-capital-financial,tower,verified,not_verified,not_verified,not_verified,not_verified,false,false,18,1,0,380,reports/layer-reconciliation-2026-08/first-capital-financial/layer2-adapter-reconciliation.csv; reports/layer-reconciliation-2026-08/first-capital-financial/layer3-canonical-refresh-summary.json; reports/graph-reconciliation-2026-08/first-capital-financial/graph-reconciliation-summary.json,data-plane loaded readback not captured in this lane; Azure-native index proof not captured in this lane; retrieval query proof not captured in this lane; cite-render verification not captured in this lane; Layer 2 dimension dry-run failures remain; graph relationship quarantine remains,ava_readiness_ledger_report_only_no_index_no_retrieval_no_runtime_claim_no_agent_ready_promotion
