tenant_key,from_object_type,from_object_name,relationship_type,to_object_type,to_object_name,relationship_strength,evidence_basis,current_state_or_target_state,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
first-capital-financial,,,depends_on,,,medium,first-capital-EVID-0001,,datasets/tenant-inputs/active/first-capital-financial/current/12_relationships.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_12_relationships.csv,enterprise-pack,2,FIRSTCAPITAL-EDGE-00001,synthetic-demo,92bf114acba1b04df8ca3be0955bdf4f47a93d3e6f2cc48beb3916a5555e0af9,retained_from_active_source,conflict_resolved
first-capital-financial,,,funds,,,medium,first-capital-EVID-0002,,datasets/tenant-inputs/active/first-capital-financial/current/12_relationships.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_12_relationships.csv,enterprise-pack,3,FIRSTCAPITAL-EDGE-00002,synthetic-demo,92bf114acba1b04df8ca3be0955bdf4f47a93d3e6f2cc48beb3916a5555e0af9,retained_from_active_source,conflict_resolved
first-capital-financial,,,supports,,,medium,first-capital-EVID-0003,,datasets/tenant-inputs/active/first-capital-financial/current/12_relationships.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_12_relationships.csv,enterprise-pack,4,FIRSTCAPITAL-EDGE-00003,synthetic-demo,92bf114acba1b04df8ca3be0955bdf4f47a93d3e6f2cc48beb3916a5555e0af9,retained_from_active_source,conflict_resolved
first-capital-financial,,,blocked_by,,,medium,first-capital-EVID-0004,,datasets/tenant-inputs/active/first-capital-financial/current/12_relationships.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_12_relationships.csv,enterprise-pack,5,FIRSTCAPITAL-EDGE-00004,synthetic-demo,92bf114acba1b04df8ca3be0955bdf4f47a93d3e6f2cc48beb3916a5555e0af9,retained_from_active_source,conflict_resolved
first-capital-financial,,,measured_by,,,high,first-capital-EVID-0005,,datasets/tenant-inputs/active/first-capital-financial/current/12_relationships.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_12_relationships.csv,enterprise-pack,6,FIRSTCAPITAL-EDGE-00005,synthetic-demo,92bf114acba1b04df8ca3be0955bdf4f47a93d3e6f2cc48beb3916a5555e0af9,retained_from_active_source,conflict_resolved
first-capital-financial,,,evidenced_by,,,high,first-capital-EVID-0006,,datasets/tenant-inputs/active/first-capital-financial/current/12_relationships.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_12_relationships.csv,enterprise-pack,7,FIRSTCAPITAL-EDGE-00006,synthetic-demo,92bf114acba1b04df8ca3be0955bdf4f47a93d3e6f2cc48beb3916a5555e0af9,retained_from_active_source,conflict_resolved
first-capital-financial,,,owned_by,,,high,first-capital-EVID-0007,,datasets/tenant-inputs/active/first-capital-financial/current/12_relationships.csv,2026-06-18,high,none,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_12_relationships.csv,enterprise-pack,8,FIRSTCAPITAL-EDGE-00007,synthetic-demo,92bf114acba1b04df8ca3be0955bdf4f47a93d3e6f2cc48beb3916a5555e0af9,retained_from_active_source,conflict_resolved
first-capital-financial,,,direct or domain-matched V4 application-to-team ownership,,,medium,direct or domain-matched V4 application-to-team ownership,,datasets/tenant-inputs/active/first-capital-financial/current/12_relationships.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_12_relationships.csv,enterprise-pack,1922,FC-APP-001,synthetic-demo,92bf114acba1b04df8ca3be0955bdf4f47a93d3e6f2cc48beb3916a5555e0af9,retained_from_active_source,conflict_resolved
first-capital-financial,,,vendor matched to supported system evidence,,,medium,vendor matched to supported system evidence,,datasets/tenant-inputs/active/first-capital-financial/current/12_relationships.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_12_relationships.csv,enterprise-pack,2442,FC-VEN-001,synthetic-demo,92bf114acba1b04df8ca3be0955bdf4f47a93d3e6f2cc48beb3916a5555e0af9,retained_from_active_source,conflict_resolved
first-capital-financial,,,vendor contract only; supported system not explicit,,,low,vendor contract only; supported system not explicit,,datasets/tenant-inputs/active/first-capital-financial/current/12_relationships.csv,2026-06-18,low,none,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_12_relationships.csv,enterprise-pack,2469,FC-VEN-028,synthetic-demo,92bf114acba1b04df8ca3be0955bdf4f47a93d3e6f2cc48beb3916a5555e0af9,retained_from_active_source,conflict_resolved
first-capital-financial,,,F14 operations signal joined to IT ownership/application context where possible,,,medium,F14 operations signal joined to IT ownership/application context where possible,,datasets/tenant-inputs/active/first-capital-financial/current/12_relationships.csv,2026-06-18,medium,none,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_12_relationships.csv,enterprise-pack,2562,first-capital-financial-relationship-2,synthetic-demo,92bf114acba1b04df8ca3be0955bdf4f47a93d3e6f2cc48beb3916a5555e0af9,retained_from_active_source,conflict_resolved
