tenant_key,system_name,system_type,system_category,business_function,system_scope,deployment_model,hosting_location,lifecycle_state,criticality,business_owner,technology_owner,vendor,data_domains,interfaces_count,current_state_or_target_state,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
first-capital-financial,Fiserv Core Deposits,,core_banking,core_banking,,,,retire_candidate,medium,,Integration & API Platform,VDR-00001,internal,,,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,universal-standard-v3,2,FC-APP-001,synthetic-demo,7d3c5828621bc93a65d121c479d9108b4bf7d6344f4f69ead81147a9c82bf3a5,retained_from_active_source,conflict_resolved
first-capital-financial,Thought Machine Loan Servicing,,core_banking,core_banking,,,,extend_to_cloud,critical,,Data Platform & AI Engineering,VDR-00002,restricted_nonpublic,,,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,universal-standard-v3,3,FC-APP-002,synthetic-demo,7d3c5828621bc93a65d121c479d9108b4bf7d6344f4f69ead81147a9c82bf3a5,retained_from_active_source,conflict_resolved
first-capital-financial,FIS GL Posting Engine,,core_banking,core_banking,,,,invest,medium,,Cloud & Infrastructure,VDR-00003,internal,,,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,universal-standard-v3,4,FC-APP-003,synthetic-demo,7d3c5828621bc93a65d121c479d9108b4bf7d6344f4f69ead81147a9c82bf3a5,retained_from_active_source,conflict_resolved
first-capital-financial,Temenos Account Master,,core_banking,core_banking,,,,extend_to_cloud,high,,"Cyber, Privacy & Resilience",VDR-00004,confidential_pii,,,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,universal-standard-v3,5,FC-APP-004,synthetic-demo,7d3c5828621bc93a65d121c479d9108b4bf7d6344f4f69ead81147a9c82bf3a5,retained_from_active_source,conflict_resolved
first-capital-financial,Fiserv Statements,,core_banking,core_banking,,,,extend_to_cloud,critical,,Channels & Digital Engineering,VDR-00005,confidential_pii,,,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,universal-standard-v3,6,FC-APP-005,synthetic-demo,7d3c5828621bc93a65d121c479d9108b4bf7d6344f4f69ead81147a9c82bf3a5,retained_from_active_source,conflict_resolved
first-capital-financial,Thought Machine Interest Engine,,core_banking,core_banking,,,,rehost,critical,,AI Governance & Model Risk Tech,VDR-00006,internal,,,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,universal-standard-v3,7,FC-APP-006,synthetic-demo,7d3c5828621bc93a65d121c479d9108b4bf7d6344f4f69ead81147a9c82bf3a5,retained_from_active_source,conflict_resolved
first-capital-financial,Thought Machine Branch Teller,,core_banking,core_banking,,,,extend_to_cloud,critical,,"Risk, Treasury & Finance Systems",VDR-00007,confidential_pii,,,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,universal-standard-v3,8,FC-APP-007,synthetic-demo,7d3c5828621bc93a65d121c479d9108b4bf7d6344f4f69ead81147a9c82bf3a5,retained_from_active_source,conflict_resolved
first-capital-financial,Temenos Core Deposits 2,,core_banking,core_banking,,,,retire_candidate,high,,Integration & API Platform,VDR-00008,confidential_pii,,,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,universal-standard-v3,9,FC-APP-008,synthetic-demo,7d3c5828621bc93a65d121c479d9108b4bf7d6344f4f69ead81147a9c82bf3a5,retained_from_active_source,conflict_resolved
first-capital-financial,Thought Machine Loan Servicing 2,,core_banking,core_banking,,,,extend_to_cloud,critical,,Channels & Digital Engineering,VDR-00009,confidential_pii,,,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,universal-standard-v3,10,FC-APP-009,synthetic-demo,7d3c5828621bc93a65d121c479d9108b4bf7d6344f4f69ead81147a9c82bf3a5,retained_from_active_source,conflict_resolved
first-capital-financial,FIS GL Posting Engine 2,,core_banking,core_banking,,,,optimize,critical,,ServiceNow & IT Operations,VDR-00010,restricted_nonpublic,,,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,universal-standard-v3,11,FC-APP-010,synthetic-demo,7d3c5828621bc93a65d121c479d9108b4bf7d6344f4f69ead81147a9c82bf3a5,retained_from_active_source,conflict_resolved
