tenant_key,function_name,parent_function,executive_owner,business_capabilities,criticality,annual_budget_usd,fte_count,outsourced_support,current_state_notes,target_state_notes,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
first-capital-financial,Consumer Banking & Deposits,,Head of Consumer Banking,,,,,,,,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,universal-standard-v3,2,FC-BF-001,synthetic-demo,d782b7ccbec2773299e2c9995d19f2aefe6dd4255d926edeb604c4edb2c48d17,retained_from_active_source,none
first-capital-financial,Commercial & Corporate Banking,,Head of Commercial Banking,,,,,,,,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,universal-standard-v3,3,FC-BF-002,synthetic-demo,d782b7ccbec2773299e2c9995d19f2aefe6dd4255d926edeb604c4edb2c48d17,retained_from_active_source,none
first-capital-financial,Cards & Payments,,Head of Cards & Payments,,,,,,,,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,universal-standard-v3,4,FC-BF-003,synthetic-demo,d782b7ccbec2773299e2c9995d19f2aefe6dd4255d926edeb604c4edb2c48d17,retained_from_active_source,none
first-capital-financial,Wealth & Asset Management,,Head of Wealth Management,,,,,,,,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,universal-standard-v3,5,FC-BF-004,synthetic-demo,d782b7ccbec2773299e2c9995d19f2aefe6dd4255d926edeb604c4edb2c48d17,retained_from_active_source,none
first-capital-financial,Treasury & Capital Markets,,Treasurer,,,,,,,,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,universal-standard-v3,6,FC-BF-005,synthetic-demo,d782b7ccbec2773299e2c9995d19f2aefe6dd4255d926edeb604c4edb2c48d17,retained_from_active_source,none
first-capital-financial,Risk Management,,Chief Risk Officer,,,,,,,,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,universal-standard-v3,7,FC-BF-006,synthetic-demo,d782b7ccbec2773299e2c9995d19f2aefe6dd4255d926edeb604c4edb2c48d17,retained_from_active_source,none
first-capital-financial,Financial Crimes & AML,,BSA/AML Officer,,,,,,,,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,universal-standard-v3,8,FC-BF-007,synthetic-demo,d782b7ccbec2773299e2c9995d19f2aefe6dd4255d926edeb604c4edb2c48d17,retained_from_active_source,none
first-capital-financial,Compliance & Regulatory,,Chief Compliance Officer,,,,,,,,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,universal-standard-v3,9,FC-BF-008,synthetic-demo,d782b7ccbec2773299e2c9995d19f2aefe6dd4255d926edeb604c4edb2c48d17,retained_from_active_source,none
first-capital-financial,Finance & Controllership,,Chief Financial Officer,,,,,,,,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,universal-standard-v3,10,FC-BF-009,synthetic-demo,d782b7ccbec2773299e2c9995d19f2aefe6dd4255d926edeb604c4edb2c48d17,retained_from_active_source,none
first-capital-financial,Operations & Servicing,,Chief Operating Officer,,,,,,,,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,universal-standard-v3,11,FC-BF-010,synthetic-demo,d782b7ccbec2773299e2c9995d19f2aefe6dd4255d926edeb604c4edb2c48d17,retained_from_active_source,none
