initiative_id,milestone_id,milestone_name,due_date,status,blocker_or_condition
MER-AI-001,MER-AI-001-MS-1,charter_approved,2026-07-08,complete,
MER-AI-001,MER-AI-001-MS-2,data_ready,2026-08-09,at_risk,PHI/model governance and source evidence missing
MER-AI-001,MER-AI-001-MS-3,control_ready,2026-09-10,not_started,
MER-AI-001,MER-AI-001-MS-4,pilot_exit,2026-10-11,not_started,
MER-AI-001,MER-AI-001-MS-5,scale_decision,2026-11-12,not_started,
MER-AI-002,MER-AI-002-MS-1,charter_approved,2026-08-09,complete,
MER-AI-002,MER-AI-002-MS-2,data_ready,2026-09-10,complete,
MER-AI-002,MER-AI-002-MS-3,control_ready,2026-10-11,at_risk,data quality and semantic ownership not certified
MER-AI-002,MER-AI-002-MS-4,pilot_exit,2026-11-12,not_started,
MER-AI-002,MER-AI-002-MS-5,scale_decision,2026-07-13,not_started,
MER-AI-003,MER-AI-003-MS-1,charter_approved,2026-09-10,complete,
MER-AI-003,MER-AI-003-MS-2,data_ready,2026-10-11,complete,
MER-AI-003,MER-AI-003-MS-3,control_ready,2026-11-12,complete,
MER-AI-003,MER-AI-003-MS-4,pilot_exit,2026-07-13,at_risk,workflow integration not proven
MER-AI-003,MER-AI-003-MS-5,scale_decision,2026-08-14,not_started,
MER-AI-004,MER-AI-004-MS-1,charter_approved,2026-10-11,complete,
MER-AI-004,MER-AI-004-MS-2,data_ready,2026-11-12,complete,
MER-AI-004,MER-AI-004-MS-3,control_ready,2026-07-13,complete,
MER-AI-004,MER-AI-004-MS-4,pilot_exit,2026-08-14,complete,
MER-AI-004,MER-AI-004-MS-5,scale_decision,2026-09-15,at_risk,value measurement needs CFO signoff
MER-AI-005,MER-AI-005-MS-1,charter_approved,2026-11-12,complete,
MER-AI-005,MER-AI-005-MS-2,data_ready,2026-07-13,at_risk,PHI/model governance and source evidence missing
MER-AI-005,MER-AI-005-MS-3,control_ready,2026-08-14,not_started,
MER-AI-005,MER-AI-005-MS-4,pilot_exit,2026-09-15,not_started,
MER-AI-005,MER-AI-005-MS-5,scale_decision,2026-10-16,not_started,
MER-AI-006,MER-AI-006-MS-1,charter_approved,2026-07-13,complete,
MER-AI-006,MER-AI-006-MS-2,data_ready,2026-08-14,complete,
MER-AI-006,MER-AI-006-MS-3,control_ready,2026-09-15,at_risk,data quality and semantic ownership not certified
MER-AI-006,MER-AI-006-MS-4,pilot_exit,2026-10-16,not_started,
MER-AI-006,MER-AI-006-MS-5,scale_decision,2026-11-17,not_started,
MER-AI-007,MER-AI-007-MS-1,charter_approved,2026-08-14,complete,
MER-AI-007,MER-AI-007-MS-2,data_ready,2026-09-15,complete,
MER-AI-007,MER-AI-007-MS-3,control_ready,2026-10-16,complete,
MER-AI-007,MER-AI-007-MS-4,pilot_exit,2026-11-17,at_risk,workflow integration not proven
MER-AI-007,MER-AI-007-MS-5,scale_decision,2026-07-18,not_started,
MER-AI-008,MER-AI-008-MS-1,charter_approved,2026-09-15,complete,
MER-AI-008,MER-AI-008-MS-2,data_ready,2026-10-16,complete,
MER-AI-008,MER-AI-008-MS-3,control_ready,2026-11-17,complete,
MER-AI-008,MER-AI-008-MS-4,pilot_exit,2026-07-18,complete,
MER-AI-008,MER-AI-008-MS-5,scale_decision,2026-08-19,at_risk,value measurement needs CFO signoff
MER-AI-009,MER-AI-009-MS-1,charter_approved,2026-10-16,complete,
MER-AI-009,MER-AI-009-MS-2,data_ready,2026-11-17,at_risk,PHI/model governance and source evidence missing
MER-AI-009,MER-AI-009-MS-3,control_ready,2026-07-18,not_started,
MER-AI-009,MER-AI-009-MS-4,pilot_exit,2026-08-19,not_started,
MER-AI-009,MER-AI-009-MS-5,scale_decision,2026-09-20,not_started,
MER-AI-010,MER-AI-010-MS-1,charter_approved,2026-11-17,complete,
MER-AI-010,MER-AI-010-MS-2,data_ready,2026-07-18,complete,
MER-AI-010,MER-AI-010-MS-3,control_ready,2026-08-19,at_risk,data quality and semantic ownership not certified
MER-AI-010,MER-AI-010-MS-4,pilot_exit,2026-09-20,not_started,
MER-AI-010,MER-AI-010-MS-5,scale_decision,2026-10-21,not_started,
MER-AI-011,MER-AI-011-MS-1,charter_approved,2026-07-18,complete,
MER-AI-011,MER-AI-011-MS-2,data_ready,2026-08-19,complete,
MER-AI-011,MER-AI-011-MS-3,control_ready,2026-09-20,complete,
MER-AI-011,MER-AI-011-MS-4,pilot_exit,2026-10-21,at_risk,workflow integration not proven
MER-AI-011,MER-AI-011-MS-5,scale_decision,2026-11-22,not_started,
MER-AI-012,MER-AI-012-MS-1,charter_approved,2026-08-19,complete,
MER-AI-012,MER-AI-012-MS-2,data_ready,2026-09-20,complete,
MER-AI-012,MER-AI-012-MS-3,control_ready,2026-10-21,complete,
MER-AI-012,MER-AI-012-MS-4,pilot_exit,2026-11-22,complete,
MER-AI-012,MER-AI-012-MS-5,scale_decision,2026-07-23,at_risk,value measurement needs CFO signoff
MER-AI-013,MER-AI-013-MS-1,charter_approved,2026-09-20,complete,
MER-AI-013,MER-AI-013-MS-2,data_ready,2026-10-21,at_risk,PHI/model governance and source evidence missing
MER-AI-013,MER-AI-013-MS-3,control_ready,2026-11-22,not_started,
MER-AI-013,MER-AI-013-MS-4,pilot_exit,2026-07-23,not_started,
MER-AI-013,MER-AI-013-MS-5,scale_decision,2026-08-24,not_started,
MER-AI-014,MER-AI-014-MS-1,charter_approved,2026-10-21,complete,
MER-AI-014,MER-AI-014-MS-2,data_ready,2026-11-22,complete,
MER-AI-014,MER-AI-014-MS-3,control_ready,2026-07-23,at_risk,data quality and semantic ownership not certified
MER-AI-014,MER-AI-014-MS-4,pilot_exit,2026-08-24,not_started,
MER-AI-014,MER-AI-014-MS-5,scale_decision,2026-09-25,not_started,
