tenant_key,ai_asset_id,ai_asset_name,asset_type,business_area,business_function,owner_role,tool_or_model,parent_system_id,stage,status,monthly_users_or_cases,monthly_users,risk_tier,regulated_workflow,approved_data_scope,approval_status,model_risk_status,measured_value_usd,evidence_id,evidence_status,next_gate,amount_type,view,is_rollup_of,basis,period,formula,formula_version,source_file,source_row,value_source,notes
skyharbor-air,SHA-AI-001,IROPS AI asset 1,agent,,SHA-BF-001,,,SHA-APP-001,,active_approved,,,,true,public/internal,,not_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,2,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-002,crew AI asset 2,copilot_tool,,SHA-BF-002,,,SHA-APP-002,,pilot,,,,false,operational confidential,,pre_assessment,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,3,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-003,baggage AI asset 3,model,,SHA-BF-003,,,SHA-APP-003,,blocked,,,,false,masked PII only,,validation_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,4,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-004,customer AI asset 4,workflow_automation,,SHA-BF-004,,,SHA-APP-004,,planned,,,,true,restricted safety data,,approved,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,5,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-005,MRO AI asset 5,analytics_ai,,SHA-BF-005,,,SHA-APP-005,,active_conditional,,,,false,pending,,blocked_missing_evidence,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,6,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-006,revenue AI asset 6,agent,,SHA-BF-006,,,SHA-APP-006,,active_approved,,,,false,public/internal,,not_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,7,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-007,loyalty AI asset 7,copilot_tool,,SHA-BF-007,,,SHA-APP-007,,pilot,,,,true,operational confidential,,pre_assessment,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,8,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-008,contact center AI asset 8,model,,SHA-BF-008,,,SHA-APP-008,,blocked,,,,false,masked PII only,,validation_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,9,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-009,SAP finance AI asset 9,workflow_automation,,SHA-BF-009,,,SHA-APP-009,,planned,,,,false,restricted safety data,,approved,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,10,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-010,ServiceNow AI asset 10,analytics_ai,,SHA-BF-010,,,SHA-APP-010,,active_conditional,,,,true,pending,,blocked_missing_evidence,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,11,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-011,developer AI asset 11,agent,,SHA-BF-011,,,SHA-APP-011,,active_approved,,,,false,public/internal,,not_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,12,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-012,cyber AI asset 12,copilot_tool,,SHA-BF-012,,,SHA-APP-012,,pilot,,,,false,operational confidential,,pre_assessment,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,13,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-013,IROPS AI asset 13,model,,SHA-BF-013,,,SHA-APP-013,,blocked,,,,true,masked PII only,,validation_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,14,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-014,crew AI asset 14,workflow_automation,,SHA-BF-014,,,SHA-APP-014,,planned,,,,false,restricted safety data,,approved,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,15,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-015,baggage AI asset 15,analytics_ai,,SHA-BF-015,,,SHA-APP-015,,active_conditional,,,,false,pending,,blocked_missing_evidence,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,16,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-016,customer AI asset 16,agent,,SHA-BF-016,,,SHA-APP-016,,active_approved,,,,true,public/internal,,not_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,17,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-017,MRO AI asset 17,copilot_tool,,SHA-BF-017,,,SHA-APP-017,,pilot,,,,false,operational confidential,,pre_assessment,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,18,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-018,revenue AI asset 18,model,,SHA-BF-018,,,SHA-APP-018,,blocked,,,,false,masked PII only,,validation_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,19,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-019,loyalty AI asset 19,workflow_automation,,SHA-BF-019,,,SHA-APP-019,,planned,,,,true,restricted safety data,,approved,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,20,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-020,contact center AI asset 20,analytics_ai,,SHA-BF-020,,,SHA-APP-020,,active_conditional,,,,false,pending,,blocked_missing_evidence,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,21,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-021,SAP finance AI asset 21,agent,,SHA-BF-001,,,SHA-APP-021,,active_approved,,,,false,public/internal,,not_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,22,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-022,ServiceNow AI asset 22,copilot_tool,,SHA-BF-002,,,SHA-APP-022,,pilot,,,,true,operational confidential,,pre_assessment,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,23,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-023,developer AI asset 23,model,,SHA-BF-003,,,SHA-APP-100,,blocked,,,,false,masked PII only,,validation_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,24,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-024,cyber AI asset 24,workflow_automation,,SHA-BF-004,,,SHA-APP-101,,planned,,,,false,restricted safety data,,approved,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,25,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-025,IROPS AI asset 25,analytics_ai,,SHA-BF-005,,,SHA-APP-102,,active_conditional,,,,true,pending,,blocked_missing_evidence,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,26,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
