tenant_key,input_evidence_id,input_file,row_ref,disposition,output_evidence_id,source_version_id,reason
apex-retail,APX-EVID-001,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#2,migrated_evidence_item,APX-EVID-001,SRCV-APEXRETAIL-4E48F7A07F3C,
apex-retail,APX-EVID-002,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#3,migrated_evidence_item,APX-EVID-002,SRCV-APEXRETAIL-4E48F7A07F3C,
apex-retail,APX-EVID-003,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#4,migrated_evidence_item,APX-EVID-003,SRCV-APEXRETAIL-4E48F7A07F3C,
apex-retail,APX-EVID-004,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#5,migrated_evidence_item,APX-EVID-004,SRCV-APEXRETAIL-4E48F7A07F3C,
apex-retail,APX-EVID-005,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#6,migrated_evidence_item,APX-EVID-005,SRCV-APEXRETAIL-4E48F7A07F3C,
apex-retail,APX-EVID-006,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#7,migrated_evidence_item,APX-EVID-006,SRCV-APEXRETAIL-4E48F7A07F3C,
apex-retail,APX-EVID-007,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#8,migrated_evidence_item,APX-EVID-007,SRCV-APEXRETAIL-4E48F7A07F3C,
apex-retail,APX-EVID-008,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#9,migrated_evidence_item,APX-EVID-008,SRCV-APEXRETAIL-4E48F7A07F3C,
apex-retail,APX-EVID-009,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#10,migrated_evidence_item,APX-EVID-009,SRCV-APEXRETAIL-4E48F7A07F3C,
apex-retail,APX-EVID-010,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#11,migrated_evidence_item,APX-EVID-010,SRCV-APEXRETAIL-4E48F7A07F3C,
