tenant_key,row_ref,input_file,source_version_id,source_identity_method,source_identity_confidence,notes
apex-retail,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#2,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,SRCV-APEXRETAIL-4E48F7A07F3C,unspecified,unspecified,
apex-retail,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#3,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,SRCV-APEXRETAIL-4E48F7A07F3C,unspecified,unspecified,
apex-retail,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#4,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,SRCV-APEXRETAIL-4E48F7A07F3C,unspecified,unspecified,
apex-retail,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#5,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,SRCV-APEXRETAIL-4E48F7A07F3C,unspecified,unspecified,
apex-retail,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#6,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,SRCV-APEXRETAIL-4E48F7A07F3C,unspecified,unspecified,
apex-retail,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#7,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,SRCV-APEXRETAIL-4E48F7A07F3C,unspecified,unspecified,
apex-retail,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#8,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,SRCV-APEXRETAIL-4E48F7A07F3C,unspecified,unspecified,
apex-retail,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#9,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,SRCV-APEXRETAIL-4E48F7A07F3C,unspecified,unspecified,
apex-retail,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#10,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,SRCV-APEXRETAIL-4E48F7A07F3C,unspecified,unspecified,
apex-retail,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#11,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,SRCV-APEXRETAIL-4E48F7A07F3C,unspecified,unspecified,
apex-retail,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#12,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,SRCV-APEXRETAIL-4E48F7A07F3C,unspecified,unspecified,
apex-retail,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#13,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,SRCV-APEXRETAIL-4E48F7A07F3C,unspecified,unspecified,
apex-retail,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#14,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,SRCV-APEXRETAIL-4E48F7A07F3C,unspecified,unspecified,
apex-retail,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#15,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,SRCV-APEXRETAIL-4E48F7A07F3C,unspecified,unspecified,
apex-retail,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv#3,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv,SRCV-APEXRETAIL-63700F3194A2,evidence_location_deterministic,high,
apex-retail,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv#4,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv,SRCV-APEXRETAIL-1042DF132576,evidence_location_deterministic,high,
apex-retail,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv#5,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv,SRCV-APEXRETAIL-1132F6257B94,evidence_location_deterministic,high,
apex-retail,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv#6,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv,SRCV-APEXRETAIL-68C09AE05BC5,evidence_location_deterministic,high,
apex-retail,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv#7,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv,SRCV-APEXRETAIL-68C09AE05BC5,evidence_location_deterministic,high,
apex-retail,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv#8,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv,SRCV-APEXRETAIL-68C09AE05BC5,evidence_location_deterministic,high,
apex-retail,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv#9,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv,SRCV-APEXRETAIL-68C09AE05BC5,evidence_location_deterministic,high,
apex-retail,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv#10,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv,SRCV-APEXRETAIL-63700F3194A2,evidence_location_deterministic,high,
