tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,process,process_owner,severity,status,control,affected_systems,business_impact
skyharbor-air,SkyHarbor Air,v6.1.0-skyharbor-upgrade-candidate-20260710,operations_risk_control,SHA-RISK-01-01,IROPS AI recovery cockpit: No approved disruption recovery baseline,skyharbor-air-v6-v7-upgrade-candidate-20260710,AbarVa synthetic data steward,existing_skyharbor_synthetic_v6_plus_v7_upgrade_structuring,tenant_config.use_cases.gaps,2,2026-07-10,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_planning_grade_no_real_airline_production_data,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real flight, passenger, crew, customer, aircraft, or operational production records. | Do not claim IROPS AI, autonomous recovery, crew recovery automation, or customer reaccommodation automation is production-ready. | Do not claim audited savings, realized ROI, disruption cost reduction, OTP improvement, or NPS lift. | Do not claim IBM, AWS, Sabre, Amadeus, Salesforce, SAP, Snowflake, or Databricks contract values unless explicitly loaded. | Do not make cross-tenant claims or use non-SkyHarbor facts to answer SkyHarbor questions.","Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,IROPS AI recovery cockpit,Operations,high,open,Workshop must provide evidence to close: No approved disruption recovery baseline.,OCC disruption management console; Flight operations dispatch platform; Crew scheduling and legality platform; Passenger service system; Airline operations data lake candidate,Blocks confident progression for IROPS AI recovery cockpit.
skyharbor-air,SkyHarbor Air,v6.1.0-skyharbor-upgrade-candidate-20260710,operations_risk_control,SHA-RISK-01-02,IROPS AI recovery cockpit: No certified operational event spine,skyharbor-air-v6-v7-upgrade-candidate-20260710,AbarVa synthetic data steward,existing_skyharbor_synthetic_v6_plus_v7_upgrade_structuring,tenant_config.use_cases.gaps,3,2026-07-10,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_planning_grade_no_real_airline_production_data,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real flight, passenger, crew, customer, aircraft, or operational production records. | Do not claim IROPS AI, autonomous recovery, crew recovery automation, or customer reaccommodation automation is production-ready. | Do not claim audited savings, realized ROI, disruption cost reduction, OTP improvement, or NPS lift. | Do not claim IBM, AWS, Sabre, Amadeus, Salesforce, SAP, Snowflake, or Databricks contract values unless explicitly loaded. | Do not make cross-tenant claims or use non-SkyHarbor facts to answer SkyHarbor questions.","Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,IROPS AI recovery cockpit,Operations,high,open,Workshop must provide evidence to close: No certified operational event spine.,OCC disruption management console; Flight operations dispatch platform; Crew scheduling and legality platform; Passenger service system; Airline operations data lake candidate,Blocks confident progression for IROPS AI recovery cockpit.
skyharbor-air,SkyHarbor Air,v6.1.0-skyharbor-upgrade-candidate-20260710,operations_risk_control,SHA-RISK-01-03,IROPS AI recovery cockpit: Crew legality control evidence not loaded,skyharbor-air-v6-v7-upgrade-candidate-20260710,AbarVa synthetic data steward,existing_skyharbor_synthetic_v6_plus_v7_upgrade_structuring,tenant_config.use_cases.gaps,4,2026-07-10,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_planning_grade_no_real_airline_production_data,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real flight, passenger, crew, customer, aircraft, or operational production records. | Do not claim IROPS AI, autonomous recovery, crew recovery automation, or customer reaccommodation automation is production-ready. | Do not claim audited savings, realized ROI, disruption cost reduction, OTP improvement, or NPS lift. | Do not claim IBM, AWS, Sabre, Amadeus, Salesforce, SAP, Snowflake, or Databricks contract values unless explicitly loaded. | Do not make cross-tenant claims or use non-SkyHarbor facts to answer SkyHarbor questions.","Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,IROPS AI recovery cockpit,Operations,high,open,Workshop must provide evidence to close: Crew legality control evidence not loaded.,OCC disruption management console; Flight operations dispatch platform; Crew scheduling and legality platform; Passenger service system; Airline operations data lake candidate,Blocks confident progression for IROPS AI recovery cockpit.
skyharbor-air,SkyHarbor Air,v6.1.0-skyharbor-upgrade-candidate-20260710,operations_risk_control,SHA-RISK-01-04,IROPS AI recovery cockpit: Customer reaccommodation SLA not validated,skyharbor-air-v6-v7-upgrade-candidate-20260710,AbarVa synthetic data steward,existing_skyharbor_synthetic_v6_plus_v7_upgrade_structuring,tenant_config.use_cases.gaps,5,2026-07-10,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_planning_grade_no_real_airline_production_data,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real flight, passenger, crew, customer, aircraft, or operational production records. | Do not claim IROPS AI, autonomous recovery, crew recovery automation, or customer reaccommodation automation is production-ready. | Do not claim audited savings, realized ROI, disruption cost reduction, OTP improvement, or NPS lift. | Do not claim IBM, AWS, Sabre, Amadeus, Salesforce, SAP, Snowflake, or Databricks contract values unless explicitly loaded. | Do not make cross-tenant claims or use non-SkyHarbor facts to answer SkyHarbor questions.","Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,IROPS AI recovery cockpit,Operations,high,open,Workshop must provide evidence to close: Customer reaccommodation SLA not validated.,OCC disruption management console; Flight operations dispatch platform; Crew scheduling and legality platform; Passenger service system; Airline operations data lake candidate,Blocks confident progression for IROPS AI recovery cockpit.
skyharbor-air,SkyHarbor Air,v6.1.0-skyharbor-upgrade-candidate-20260710,operations_risk_control,SHA-RISK-02-01,Crew recovery decision support: Legality rules owner not signed off,skyharbor-air-v6-v7-upgrade-candidate-20260710,AbarVa synthetic data steward,existing_skyharbor_synthetic_v6_plus_v7_upgrade_structuring,tenant_config.use_cases.gaps,12,2026-07-10,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_planning_grade_no_real_airline_production_data,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real flight, passenger, crew, customer, aircraft, or operational production records. | Do not claim IROPS AI, autonomous recovery, crew recovery automation, or customer reaccommodation automation is production-ready. | Do not claim audited savings, realized ROI, disruption cost reduction, OTP improvement, or NPS lift. | Do not claim IBM, AWS, Sabre, Amadeus, Salesforce, SAP, Snowflake, or Databricks contract values unless explicitly loaded. | Do not make cross-tenant claims or use non-SkyHarbor facts to answer SkyHarbor questions.","Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,Crew recovery decision support,Crew Operations,high,open,Workshop must provide evidence to close: Legality rules owner not signed off.,Crew scheduling and legality platform; OCC disruption management console; IBM MQ / integration backbone; Airline operations data lake candidate,Blocks confident progression for Crew recovery decision support.
skyharbor-air,SkyHarbor Air,v6.1.0-skyharbor-upgrade-candidate-20260710,operations_risk_control,SHA-RISK-02-02,Crew recovery decision support: Crew mobile feedback not loaded,skyharbor-air-v6-v7-upgrade-candidate-20260710,AbarVa synthetic data steward,existing_skyharbor_synthetic_v6_plus_v7_upgrade_structuring,tenant_config.use_cases.gaps,13,2026-07-10,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_planning_grade_no_real_airline_production_data,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real flight, passenger, crew, customer, aircraft, or operational production records. | Do not claim IROPS AI, autonomous recovery, crew recovery automation, or customer reaccommodation automation is production-ready. | Do not claim audited savings, realized ROI, disruption cost reduction, OTP improvement, or NPS lift. | Do not claim IBM, AWS, Sabre, Amadeus, Salesforce, SAP, Snowflake, or Databricks contract values unless explicitly loaded. | Do not make cross-tenant claims or use non-SkyHarbor facts to answer SkyHarbor questions.","Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,Crew recovery decision support,Crew Operations,high,open,Workshop must provide evidence to close: Crew mobile feedback not loaded.,Crew scheduling and legality platform; OCC disruption management console; IBM MQ / integration backbone; Airline operations data lake candidate,Blocks confident progression for Crew recovery decision support.
skyharbor-air,SkyHarbor Air,v6.1.0-skyharbor-upgrade-candidate-20260710,operations_risk_control,SHA-RISK-02-03,Crew recovery decision support: Human approval workflow not evidenced,skyharbor-air-v6-v7-upgrade-candidate-20260710,AbarVa synthetic data steward,existing_skyharbor_synthetic_v6_plus_v7_upgrade_structuring,tenant_config.use_cases.gaps,14,2026-07-10,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_planning_grade_no_real_airline_production_data,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real flight, passenger, crew, customer, aircraft, or operational production records. | Do not claim IROPS AI, autonomous recovery, crew recovery automation, or customer reaccommodation automation is production-ready. | Do not claim audited savings, realized ROI, disruption cost reduction, OTP improvement, or NPS lift. | Do not claim IBM, AWS, Sabre, Amadeus, Salesforce, SAP, Snowflake, or Databricks contract values unless explicitly loaded. | Do not make cross-tenant claims or use non-SkyHarbor facts to answer SkyHarbor questions.","Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,Crew recovery decision support,Crew Operations,high,open,Workshop must provide evidence to close: Human approval workflow not evidenced.,Crew scheduling and legality platform; OCC disruption management console; IBM MQ / integration backbone; Airline operations data lake candidate,Blocks confident progression for Crew recovery decision support.
skyharbor-air,SkyHarbor Air,v6.1.0-skyharbor-upgrade-candidate-20260710,operations_risk_control,SHA-RISK-02-04,Crew recovery decision support: Data freshness SLA not loaded,skyharbor-air-v6-v7-upgrade-candidate-20260710,AbarVa synthetic data steward,existing_skyharbor_synthetic_v6_plus_v7_upgrade_structuring,tenant_config.use_cases.gaps,15,2026-07-10,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_planning_grade_no_real_airline_production_data,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real flight, passenger, crew, customer, aircraft, or operational production records. | Do not claim IROPS AI, autonomous recovery, crew recovery automation, or customer reaccommodation automation is production-ready. | Do not claim audited savings, realized ROI, disruption cost reduction, OTP improvement, or NPS lift. | Do not claim IBM, AWS, Sabre, Amadeus, Salesforce, SAP, Snowflake, or Databricks contract values unless explicitly loaded. | Do not make cross-tenant claims or use non-SkyHarbor facts to answer SkyHarbor questions.","Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,Crew recovery decision support,Crew Operations,high,open,Workshop must provide evidence to close: Data freshness SLA not loaded.,Crew scheduling and legality platform; OCC disruption management console; IBM MQ / integration backbone; Airline operations data lake candidate,Blocks confident progression for Crew recovery decision support.
skyharbor-air,SkyHarbor Air,v6.1.0-skyharbor-upgrade-candidate-20260710,operations_risk_control,SHA-RISK-03-01,Customer reaccommodation and notification assist: Customer identity and consent evidence not loaded,skyharbor-air-v6-v7-upgrade-candidate-20260710,AbarVa synthetic data steward,existing_skyharbor_synthetic_v6_plus_v7_upgrade_structuring,tenant_config.use_cases.gaps,22,2026-07-10,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_planning_grade_no_real_airline_production_data,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real flight, passenger, crew, customer, aircraft, or operational production records. | Do not claim IROPS AI, autonomous recovery, crew recovery automation, or customer reaccommodation automation is production-ready. | Do not claim audited savings, realized ROI, disruption cost reduction, OTP improvement, or NPS lift. | Do not claim IBM, AWS, Sabre, Amadeus, Salesforce, SAP, Snowflake, or Databricks contract values unless explicitly loaded. | Do not make cross-tenant claims or use non-SkyHarbor facts to answer SkyHarbor questions.","Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,Customer reaccommodation and notification assist,Customer Operations,high,open,Workshop must provide evidence to close: Customer identity and consent evidence not loaded.,Passenger service system; Salesforce customer service platform; OCC disruption management console; Airline operations data lake candidate,Blocks confident progression for Customer reaccommodation and notification assist.
skyharbor-air,SkyHarbor Air,v6.1.0-skyharbor-upgrade-candidate-20260710,operations_risk_control,SHA-RISK-03-02,Customer reaccommodation and notification assist: Notification outcome baseline not loaded,skyharbor-air-v6-v7-upgrade-candidate-20260710,AbarVa synthetic data steward,existing_skyharbor_synthetic_v6_plus_v7_upgrade_structuring,tenant_config.use_cases.gaps,23,2026-07-10,2026-01-01,2026-07-09,workshop_refresh,medium,synthetic_demo,synthetic_demo_planning_grade_no_real_airline_production_data,Home|Intelligence|Tower|Moves|Source,current_state|gap|relationship|recommendation|planning_scenario,"Do not claim real flight, passenger, crew, customer, aircraft, or operational production records. | Do not claim IROPS AI, autonomous recovery, crew recovery automation, or customer reaccommodation automation is production-ready. | Do not claim audited savings, realized ROI, disruption cost reduction, OTP improvement, or NPS lift. | Do not claim IBM, AWS, Sabre, Amadeus, Salesforce, SAP, Snowflake, or Databricks contract values unless explicitly loaded. | Do not make cross-tenant claims or use non-SkyHarbor facts to answer SkyHarbor questions.","Synthetic airline planning-grade substrate; not real SkyHarbor production data. | Existing tenant upgrade candidate; do not treat as active until promotion proof passes. | No client-approved system inventory, contract economics, or operational baseline is loaded. | No production IROPS AI, autonomous recovery, or Tower value outcome is proven. | No workshop signoff for owners, baseline metrics, control evidence, or data quality scores is loaded.",2026-07-09T00:00:00Z,2026-07-09T00:00:00Z,Customer reaccommodation and notification assist,Customer Operations,high,open,Workshop must provide evidence to close: Notification outcome baseline not loaded.,Passenger service system; Salesforce customer service platform; OCC disruption management console; Airline operations data lake candidate,Blocks confident progression for Customer reaccommodation and notification assist.
