tenant_key,dependency_id,capability_id,capability_name,system_id,system_name,support_level,criticality,evidence_basis,confidence,caveat,source_file,source_row,value_source
first-capital-financial,first-capital-financial-CAP-SYS-1,,,FC-APP-001,Fiserv Core Deposits,,medium,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,2,tenant_file
first-capital-financial,first-capital-financial-CAP-SYS-2,,,FC-APP-001,Fiserv Core Deposits,,medium,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,3,tenant_file
first-capital-financial,first-capital-financial-CAP-SYS-3,,,FC-APP-002,Thought Machine Loan Servicing,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,4,tenant_file
first-capital-financial,first-capital-financial-CAP-SYS-4,,,FC-APP-003,FIS GL Posting Engine,,medium,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,5,tenant_file
first-capital-financial,first-capital-financial-CAP-SYS-5,,,FC-APP-004,Temenos Account Master,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,6,tenant_file
first-capital-financial,first-capital-financial-CAP-SYS-6,,,FC-APP-005,Fiserv Statements,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,7,tenant_file
first-capital-financial,first-capital-financial-CAP-SYS-7,,,FC-APP-006,Thought Machine Interest Engine,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,8,tenant_file
first-capital-financial,first-capital-financial-CAP-SYS-8,,,FC-APP-007,Thought Machine Branch Teller,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,9,tenant_file
first-capital-financial,first-capital-financial-CAP-SYS-9,,,FC-APP-007,Thought Machine Branch Teller,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,10,tenant_file
first-capital-financial,first-capital-financial-CAP-SYS-10,,,FC-APP-008,Temenos Core Deposits 2,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,11,tenant_file
first-capital-financial,first-capital-financial-CAP-SYS-11,,,FC-APP-008,Temenos Core Deposits 2,,high,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,12,tenant_file
first-capital-financial,first-capital-financial-CAP-SYS-12,,,FC-APP-009,Thought Machine Loan Servicing 2,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,13,tenant_file
first-capital-financial,first-capital-financial-CAP-SYS-13,,,FC-APP-010,FIS GL Posting Engine 2,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,14,tenant_file
first-capital-financial,first-capital-financial-CAP-SYS-14,,,FC-APP-010,FIS GL Posting Engine 2,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,15,tenant_file
first-capital-financial,first-capital-financial-CAP-SYS-15,,,FC-APP-011,Thought Machine Account Master 2,,critical,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,16,tenant_file
first-capital-financial,first-capital-financial-CAP-SYS-16,,,FC-APP-012,FIS Statements 2,,medium,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,17,tenant_file
first-capital-financial,first-capital-financial-CAP-SYS-17,,,FC-APP-012,FIS Statements 2,,medium,F04 capabilities/value streams + F06 system-function mapping + F05 application inventory,0.76,Capability-to-system mapping is source-backed.,family-8-semantic-enrichment/F20_capability-system-dependency.csv,18,tenant_file
