tenant_key,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,confidence,source_type,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,capability,owner,criticality,lifecycle_status,vendor_id,integrations,data_dependencies
internal-golden,GLD-V3-0001,GLD-HS,Epic Hyperspace,Epic Hyperspace,06_infrastructure_platforms,GLD-V3-EVID-0040,active,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,clinical_ehr,Clinical Platforms,critical,current_core,GLD-VEN-EPIC,Epic Bridges; Clarity; Caboodle,encounters; orders; results; clinical workflows
internal-golden,GLD-V3-0002,GLD-HS,Epic Clarity,Epic Clarity,06_infrastructure_platforms,GLD-V3-EVID-0041,active,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,clinical_reporting_repository,Epic Analytics,critical,current_core,GLD-VEN-EPIC,SQL Server extracts; Caboodle; Tableau,clinical reporting; encounter data; quality extracts
internal-golden,GLD-V3-0003,GLD-HS,Epic Caboodle,Epic Caboodle,06_infrastructure_platforms,GLD-V3-EVID-0042,active,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,clinical_warehouse,Epic Analytics,high,current_core,GLD-VEN-EPIC,Clarity ETL; Cogito; BI tools,curated Epic clinical model; quality reporting
internal-golden,GLD-V3-0004,GLD-HS,On-prem SQL Server reporting marts,On-prem SQL Server reporting marts,06_infrastructure_platforms,GLD-V3-EVID-0043,active,medium,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,legacy_reporting_marts,Enterprise Data Warehouse,critical,fragmented_reporting_estate,GLD-VEN-MICROSOFT,SSIS; SQL Agent; Tableau extracts; Power BI gateway; SAS feeds,departmental marts; duplicated business rules; extract chains
internal-golden,GLD-V3-0005,GLD-HS,Tableau reporting estate,Tableau reporting estate,06_infrastructure_platforms,GLD-V3-EVID-0044,candidate,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,business_intelligence,BI and Analytics,high,current_reporting,GLD-VEN-TABLEAU,SQL Server marts; Caboodle extracts,dashboards; extracts; local metric definitions
internal-golden,GLD-V3-0006,GLD-HS,SAS analytics estate,SAS analytics estate,06_infrastructure_platforms,GLD-V3-EVID-0045,active,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,advanced_analytics_legacy,Analytics,medium,current_reporting,GLD-VEN-SAS,SQL Server marts; flat files,analytics programs; payment integrity models; statistical extracts
internal-golden,GLD-V3-0007,GLD-HS,Power BI reporting estate,Power BI reporting estate,06_infrastructure_platforms,GLD-V3-EVID-0046,active,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,business_intelligence,BI and Analytics,high,current_reporting,GLD-VEN-MICROSOFT,SQL Server gateway; Excel; semantic models,dashboards; finance reporting; semantic models
internal-golden,GLD-V3-0008,GLD-HS,Claims administration platform,Claims administration platform,06_infrastructure_platforms,GLD-V3-EVID-0047,active,medium,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,claims,Health Plan Operations,critical,current_core,GLD-VEN-CLAIMS,EDI; claims extracts; payment integrity feeds,medical claims; adjudication; claim edits
internal-golden,GLD-V3-0009,GLD-HS,Pharmacy claims platform,Pharmacy claims platform,06_infrastructure_platforms,GLD-V3-EVID-0048,active,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,pharmacy_claims,Pharmacy Operations,high,current_core,GLD-VEN-PBM,NCPDP feeds; claims warehouse extracts,pharmacy claims; formulary; medication adherence
internal-golden,GLD-V3-0010,GLD-HS,CRM / member case management,CRM / member case management,06_infrastructure_platforms,GLD-V3-EVID-0049,candidate,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,crm,Member Services,high,current_core,GLD-VEN-CRM,contact center; claims status; member profile,member/provider cases; service history
internal-golden,GLD-V3-0011,GLD-HS,Contact center transcript and telephony platform,Contact center transcript and telephony platform,06_infrastructure_platforms,GLD-V3-EVID-0050,active,high,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,contact_center,Member Services,high,current_core,GLD-VEN-CONTACT,voice; chat; CRM case links,call metadata; transcripts; QA tags
internal-golden,GLD-V3-0012,GLD-HS,General ledger and close reporting,General ledger and close reporting,06_infrastructure_platforms,GLD-V3-EVID-0051,active,medium,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,finance,Finance,critical,current_core,GLD-VEN-FINANCE,reporting marts; close trackers; BI,GL; cost centers; financial statements
