team_id,measured_at,deploy_freq_per_week,lead_time_hours,mttr_hours,change_failure_rate_pct,reliability_pct
TEAM-MR-EPIC-CLINICAL,2026-01-05,0.4,18,2,4,98.9
TEAM-MR-EPIC-CLINICAL,2026-01-12,0.45,17,2,4,98.9
TEAM-MR-EPIC-CLINICAL,2026-01-19,0.5,16,2,4,98.9
TEAM-MR-EPIC-CLINICAL,2026-01-26,0.55,15,2,4,98.9
TEAM-MR-EPIC-CLINICAL,2026-02-02,0.6,14,2,4,98.9
TEAM-MR-EPIC-CLINICAL,2026-02-09,0.65,13,2,4,98.9
TEAM-MR-EPIC-RC,2026-01-05,1,30,3.5,5.2,98.68
TEAM-MR-EPIC-RC,2026-01-12,1.05,29,3.5,5.2,98.68
TEAM-MR-EPIC-RC,2026-01-19,1.1,28,3.5,5.2,98.68
TEAM-MR-EPIC-RC,2026-01-26,1.15,27,3.5,5.2,98.68
TEAM-MR-EPIC-RC,2026-02-02,1.2,26,3.5,5.2,98.68
TEAM-MR-EPIC-RC,2026-02-09,1.25,25,3.5,5.2,98.68
TEAM-MR-EPIC-ANC,2026-01-05,1.6,42,5,6.4,98.46
TEAM-MR-EPIC-ANC,2026-01-12,1.65,41,5,6.4,98.46
TEAM-MR-EPIC-ANC,2026-01-19,1.7,40,5,6.4,98.46
TEAM-MR-EPIC-ANC,2026-01-26,1.75,39,5,6.4,98.46
TEAM-MR-EPIC-ANC,2026-02-02,1.8,38,5,6.4,98.46
TEAM-MR-EPIC-ANC,2026-02-09,1.85,37,5,6.4,98.46
TEAM-MR-EPIC-OR-ED,2026-01-05,2.2,54,6.5,7.6,98.24
TEAM-MR-EPIC-OR-ED,2026-01-12,2.25,53,6.5,7.6,98.24
TEAM-MR-EPIC-OR-ED,2026-01-19,2.3,52,6.5,7.6,98.24
TEAM-MR-EPIC-OR-ED,2026-01-26,2.35,51,6.5,7.6,98.24
TEAM-MR-EPIC-OR-ED,2026-02-02,2.4,50,6.5,7.6,98.24
TEAM-MR-EPIC-OR-ED,2026-02-09,2.45,49,6.5,7.6,98.24
TEAM-MR-INTEGRATION,2026-01-05,2.8,66,8,8.8,98.02
TEAM-MR-INTEGRATION,2026-01-12,2.85,65,8,8.8,98.02
TEAM-MR-INTEGRATION,2026-01-19,2.9,64,8,8.8,98.02
TEAM-MR-INTEGRATION,2026-01-26,2.95,63,8,8.8,98.02
TEAM-MR-INTEGRATION,2026-02-02,3,62,8,8.8,98.02
TEAM-MR-INTEGRATION,2026-02-09,3.05,61,8,8.8,98.02
TEAM-MR-INFRA,2026-01-05,0.4,78,9.5,10,98.9
TEAM-MR-INFRA,2026-01-12,0.45,77,9.5,10,98.9
TEAM-MR-INFRA,2026-01-19,0.5,76,9.5,10,98.9
TEAM-MR-INFRA,2026-01-26,0.55,75,9.5,10,98.9
TEAM-MR-INFRA,2026-02-02,0.6,74,9.5,10,98.9
TEAM-MR-INFRA,2026-02-09,0.65,73,9.5,10,98.9
TEAM-MR-SECURITY,2026-01-05,1,90,11,4,98.68
TEAM-MR-SECURITY,2026-01-12,1.05,89,11,4,98.68
TEAM-MR-SECURITY,2026-01-19,1.1,88,11,4,98.68
TEAM-MR-SECURITY,2026-01-26,1.15,87,11,4,98.68
TEAM-MR-SECURITY,2026-02-02,1.2,86,11,4,98.68
TEAM-MR-SECURITY,2026-02-09,1.25,85,11,4,98.68
TEAM-MR-DATA-AI,2026-01-05,1.6,102,2,5.2,98.46
TEAM-MR-DATA-AI,2026-01-12,1.65,101,2,5.2,98.46
TEAM-MR-DATA-AI,2026-01-19,1.7,100,2,5.2,98.46
TEAM-MR-DATA-AI,2026-01-26,1.75,99,2,5.2,98.46
TEAM-MR-DATA-AI,2026-02-02,1.8,98,2,5.2,98.46
TEAM-MR-DATA-AI,2026-02-09,1.85,97,2,5.2,98.46
TEAM-MR-DIGITAL,2026-01-05,2.2,114,3.5,6.4,98.24
TEAM-MR-DIGITAL,2026-01-12,2.25,113,3.5,6.4,98.24
TEAM-MR-DIGITAL,2026-01-19,2.3,112,3.5,6.4,98.24
TEAM-MR-DIGITAL,2026-01-26,2.35,111,3.5,6.4,98.24
TEAM-MR-DIGITAL,2026-02-02,2.4,110,3.5,6.4,98.24
TEAM-MR-DIGITAL,2026-02-09,2.45,109,3.5,6.4,98.24
TEAM-MR-POPHEALTH,2026-01-05,2.8,18,5,7.6,98.02
TEAM-MR-POPHEALTH,2026-01-12,2.85,17,5,7.6,98.02
TEAM-MR-POPHEALTH,2026-01-19,2.9,16,5,7.6,98.02
TEAM-MR-POPHEALTH,2026-01-26,2.95,15,5,7.6,98.02
TEAM-MR-POPHEALTH,2026-02-02,3,14,5,7.6,98.02
