tenant_key,application_id,application_name,business_domain,business_owner_role,owning_team_id,owning_team_name,executive_owner_role,technical_owner_role,source_basis,source_files,confidence,caveat,source_file,source_row,value_source
lakeshore-industries,LAK-APP-001,SAP ECC Central Finance,erp_finance,CFO,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,2,tenant_file
lakeshore-industries,LAK-APP-002,SAP S/4 pilot instance,erp_finance,Treasurer,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,3,tenant_file
lakeshore-industries,LAK-APP-003,SAP FI/CO,erp_finance,CIO,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,4,tenant_file
lakeshore-industries,LAK-APP-004,SAP MM,erp_finance,Chief Supply Chain Officer,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,5,tenant_file
lakeshore-industries,LAK-APP-005,SAP SD,erp_finance,Controller,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,6,tenant_file
lakeshore-industries,LAK-APP-006,SAP BW,erp_finance,Chief Procurement Officer,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,7,tenant_file
lakeshore-industries,LAK-APP-007,SAP GRC,erp_finance,Chief Data Officer,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,8,tenant_file
lakeshore-industries,LAK-APP-008,SAP PI/PO,erp_finance,CISO,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,9,tenant_file
lakeshore-industries,LAK-APP-009,SAP BPC,erp_finance,CFO,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,10,tenant_file
lakeshore-industries,LAK-APP-010,SAP Ariba network connector,erp_finance,Treasurer,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,11,tenant_file
lakeshore-industries,LAK-APP-011,Kyriba implementation tenant,treasury,CIO,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,12,tenant_file
lakeshore-industries,LAK-APP-012,Quantum legacy TMS,treasury,Chief Supply Chain Officer,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,13,tenant_file
lakeshore-industries,LAK-APP-013,Bank of America CashPro,treasury,Controller,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,14,tenant_file
lakeshore-industries,LAK-APP-014,JPM Access,treasury,Chief Procurement Officer,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,15,tenant_file
lakeshore-industries,LAK-APP-015,CitiDirect,treasury,Chief Data Officer,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,16,tenant_file
lakeshore-industries,LAK-APP-016,SWIFT Alliance Lite2,treasury,CISO,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,17,tenant_file
lakeshore-industries,LAK-APP-017,Bloomberg FX,treasury,CFO,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,18,tenant_file
lakeshore-industries,LAK-APP-018,BlackLine Treasury Recs,treasury,Treasurer,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,19,tenant_file
lakeshore-industries,LAK-APP-019,FIS bank fee analysis,treasury,CIO,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,20,tenant_file
lakeshore-industries,LAK-APP-020,Treasury spreadsheet control repository,treasury,Chief Supply Chain Officer,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,21,tenant_file
lakeshore-industries,LAK-APP-021,SQL Server finance mart,data_bi,Controller,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,22,tenant_file
lakeshore-industries,LAK-APP-022,Oracle procurement mart,data_bi,Chief Procurement Officer,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,23,tenant_file
lakeshore-industries,LAK-APP-023,Power BI Premium,data_bi,Chief Data Officer,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,24,tenant_file
lakeshore-industries,LAK-APP-024,Tableau Server,data_bi,CISO,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,25,tenant_file
lakeshore-industries,LAK-APP-025,Informatica PowerCenter,data_bi,CFO,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,26,tenant_file
lakeshore-industries,LAK-APP-026,DataStage plant feeds,data_bi,Treasurer,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,27,tenant_file
lakeshore-industries,LAK-APP-027,Snowflake pilot,data_bi,CIO,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,28,tenant_file
lakeshore-industries,LAK-APP-028,dbt semantic layer,data_bi,Chief Supply Chain Officer,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,29,tenant_file
lakeshore-industries,LAK-APP-029,Alteryx finance workflows,data_bi,Controller,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,30,tenant_file
lakeshore-industries,LAK-APP-030,Collibra catalog,data_bi,Chief Procurement Officer,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,31,tenant_file
lakeshore-industries,LAK-APP-031,Siemens MES,manufacturing_supply_chain,Chief Data Officer,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,32,tenant_file
lakeshore-industries,LAK-APP-032,Rockwell FactoryTalk,manufacturing_supply_chain,CISO,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,33,tenant_file
lakeshore-industries,LAK-APP-033,Kinaxis RapidResponse,manufacturing_supply_chain,CFO,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,34,tenant_file
lakeshore-industries,LAK-APP-034,Blue Yonder WMS,manufacturing_supply_chain,Treasurer,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,35,tenant_file
lakeshore-industries,LAK-APP-035,Manhattan TMS,manufacturing_supply_chain,CIO,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,36,tenant_file
lakeshore-industries,LAK-APP-036,SAP APO legacy,manufacturing_supply_chain,Chief Supply Chain Officer,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,37,tenant_file
lakeshore-industries,LAK-APP-037,QualityOne QMS,manufacturing_supply_chain,Controller,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,38,tenant_file
lakeshore-industries,LAK-APP-038,EAM Maximo,manufacturing_supply_chain,Chief Procurement Officer,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,39,tenant_file
lakeshore-industries,LAK-APP-039,Oracle Agile PLM,manufacturing_supply_chain,Chief Data Officer,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,40,tenant_file
lakeshore-industries,LAK-APP-040,Supplier portal,manufacturing_supply_chain,CISO,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,41,tenant_file
lakeshore-industries,LAK-APP-041,Workday HCM,corporate_platforms,CFO,LAK-IT-007,Cloud and Infrastructure,VP Infrastructure,Cloud and Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,42,tenant_file
lakeshore-industries,LAK-APP-042,ServiceNow ITSM,corporate_platforms,Treasurer,LAK-IT-007,Cloud and Infrastructure,VP Infrastructure,Cloud and Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,43,tenant_file
lakeshore-industries,LAK-APP-043,Microsoft 365,corporate_platforms,CIO,LAK-IT-007,Cloud and Infrastructure,VP Infrastructure,Cloud and Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,44,tenant_file
