file,exists,allowed_generated_artifact_root,inbound_reference_count,inbound_reference_sample,decision,action_taken
proof/home-context-boundary-20260706/advisory_ai_usecases.chrome-wrapper.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/advisory_ai_usecases.chrome.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/final_advisory_ai_usecases.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/final_home_context_profile.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/final_trivia_uganda.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/home_context_profile.chrome-wrapper.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/home_context_profile.chrome.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/hotfix_cookie_advisory_ai_usecases.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/hotfix_cookie_home_context_profile.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/hotfix_cookie_trivia_uganda.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/trivia_uganda.chrome-wrapper.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/trivia_uganda.chrome.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-001.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-002.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-003.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-004.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-005.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-006.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-007.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-008.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-009.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-010.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-011.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-012.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-013.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-014.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-015.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-016.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-017.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-018.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/results.json,false,true,0,,delete_phase1,already_deleted
proof/industrial-cio-backoffice-readiness/01-decision-packet.json,false,true,0,,delete_phase1,already_deleted
proof/industrial-cio-backoffice-readiness/02-claim-maturity-map.json,false,true,0,,delete_phase1,already_deleted
proof/industrial-cio-backoffice-readiness/04-lighthouse-use-cases.json,false,true,0,,delete_phase1,already_deleted
proof/industrial-cio-backoffice-readiness/05-question-proof.json,false,true,0,,delete_phase1,already_deleted
proof/industrial-cio-backoffice-readiness/06-score-report.json,false,true,0,,delete_phase1,already_deleted
