file,exists,allowed_generated_artifact_root,inbound_reference_count,inbound_reference_sample,decision,action_taken
proof/home-context-boundary-20260706/advisory_ai_usecases.chrome-wrapper.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/advisory_ai_usecases.chrome.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/final_advisory_ai_usecases.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/final_home_context_profile.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/final_trivia_uganda.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/home_context_profile.chrome-wrapper.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/home_context_profile.chrome.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/hotfix_cookie_advisory_ai_usecases.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/hotfix_cookie_home_context_profile.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/hotfix_cookie_trivia_uganda.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/trivia_uganda.chrome-wrapper.json,false,true,0,,delete_phase1,already_deleted
proof/home-context-boundary-20260706/trivia_uganda.chrome.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-001.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-002.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-003.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-004.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-005.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-006.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-007.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-008.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-009.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-010.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-011.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-012.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-013.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-014.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-015.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-016.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-017.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-SKY-018.json,false,true,0,,delete_phase1,already_deleted
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-LSH-001-prompt-reconstruction.txt,true,true,2,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-LSH-001.json|proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/report.html,blocked_referenced,planned
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-LSH-003-prompt-reconstruction.txt,true,true,2,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/INT-LSH-003.json|proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/report.html,blocked_referenced,planned
