tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,process,process_owner,severity,status,control,affected_systems,business_impact
meridian-health,Meridian Health,v6.0,operations_risk_control,MER-OPS-001,Epic interface failures,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:business_impact_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,Epic interface failures,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,Epic interface failures,data_thin:business_impact_missing
meridian-health,Meridian Health,v6.0,operations_risk_control,MER-OPS-002,claims EDI rejects,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:business_impact_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,claims EDI rejects,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,claims EDI rejects,data_thin:business_impact_missing
meridian-health,Meridian Health,v6.0,operations_risk_control,MER-OPS-003,call transcript ingest backlog,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:business_impact_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,call transcript ingest backlog,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,call transcript ingest backlog,data_thin:business_impact_missing
meridian-health,Meridian Health,v6.0,operations_risk_control,MER-OPS-004,prior auth missing clinical evidence,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:business_impact_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,prior auth missing clinical evidence,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,prior auth missing clinical evidence,data_thin:business_impact_missing
meridian-health,Meridian Health,v6.0,operations_risk_control,MER-OPS-005,provider attribution disputes,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:business_impact_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,provider attribution disputes,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,provider attribution disputes,data_thin:business_impact_missing
meridian-health,Meridian Health,v6.0,operations_risk_control,MER-OPS-006,HEDIS measure exceptions,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:business_impact_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,HEDIS measure exceptions,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,HEDIS measure exceptions,data_thin:business_impact_missing
meridian-health,Meridian Health,v6.0,operations_risk_control,MER-OPS-007,GL to claims reconciliation defects,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:business_impact_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,GL to claims reconciliation defects,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,GL to claims reconciliation defects,data_thin:business_impact_missing
meridian-health,Meridian Health,v6.0,operations_risk_control,MER-OPS-008,payment integrity false positives,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:business_impact_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,payment integrity false positives,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,payment integrity false positives,data_thin:business_impact_missing
meridian-health,Meridian Health,v6.0,operations_risk_control,MER-OPS-009,Databricks job failures,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:business_impact_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,Databricks job failures,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,Databricks job failures,data_thin:business_impact_missing
meridian-health,Meridian Health,v6.0,operations_risk_control,MER-OPS-010,Unity Catalog access exceptions,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:business_impact_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,Unity Catalog access exceptions,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,Unity Catalog access exceptions,data_thin:business_impact_missing
