tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,evidence_id,evidence_title,evidence_type,source_location,evidence_owner,evidence_confidence
meridian-health,Healthcare Demo,v6.0,evidence_source,MER-AI-001,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,2,2026-06-18,2026-01-01,2026-06-01,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-AI-001-EV-1,source-docs/Databricks_AWS_clinical_claims_lakehouse_foundation_Evidence_SYNTHETIC.md,review_required,section 2.1,MER-AI-001,medium
meridian-health,Healthcare Demo,v6.0,evidence_source,MER-AI-002,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,3,2026-06-18,2026-01-01,2026-06-02,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-AI-002-EV-2,source-docs/Unified_semantic_layer_for_automation_ready_data_products_Evidence_SYNTHETIC.md,approved,section 3.2,MER-AI-002,high
meridian-health,Healthcare Demo,v6.0,evidence_source,MER-AI-003,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,4,2026-06-18,2026-01-01,2026-06-03,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-AI-003-EV-3,source-docs/Prior_authorization_automation_evidence_cockpit_Evidence_SYNTHETIC.md,approved,section 4.3,MER-AI-003,high
meridian-health,Healthcare Demo,v6.0,evidence_source,MER-AI-004,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,5,2026-06-18,2026-01-01,2026-06-04,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-AI-004-EV-4,source-docs/Call_center_agent_assist_and_next_best_action_Evidence_SYNTHETIC.md,approved,section 5.4,MER-AI-004,high
meridian-health,Healthcare Demo,v6.0,evidence_source,MER-AI-005,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,6,2026-06-18,2026-01-01,2026-06-05,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-AI-005-EV-5,source-docs/HEDIS_STAR_provider_quality_performance_mart_Evidence_SYNTHETIC.md,approved,section 6.1,MER-AI-005,high
meridian-health,Healthcare Demo,v6.0,evidence_source,MER-AI-006,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,7,2026-06-18,2026-01-01,2026-06-06,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-AI-006-EV-6,source-docs/Cost_of_care_and_margin_transparency_by_population_Evidence_SYNTHETIC.md,review_required,section 7.2,MER-AI-006,medium
meridian-health,Healthcare Demo,v6.0,evidence_source,MER-AI-007,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,8,2026-06-18,2026-01-01,2026-06-07,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-AI-007-EV-7,source-docs/Payment_integrity_leakage_reduction_analytics_Evidence_SYNTHETIC.md,approved,section 8.3,MER-AI-007,high
meridian-health,Healthcare Demo,v6.0,evidence_source,MER-AI-008,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,9,2026-06-18,2026-01-01,2026-06-08,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-AI-008-EV-8,source-docs/Automated_close_and_management_reporting_pipelines_Evidence_SYNTHETIC.md,approved,section 2.4,MER-AI-008,high
meridian-health,Healthcare Demo,v6.0,evidence_source,MER-AI-009,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,10,2026-06-18,2026-01-01,2026-06-09,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-AI-009-EV-9,source-docs/Ambient_documentation_scale_with_safety_review_Evidence_SYNTHETIC.md,approved,section 3.1,MER-AI-009,high
meridian-health,Healthcare Demo,v6.0,evidence_source,MER-AI-010,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,11,2026-06-18,2026-01-01,2026-06-10,static_snapshot,high,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-AI-010-EV-10,source-docs/Epic_to_lakehouse_FHIR_HL7_modernization_Evidence_SYNTHETIC.md,approved,section 4.2,MER-AI-010,high
meridian-health,Healthcare Demo,v6.0,evidence_source,MER-AI-011,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,12,2026-06-18,2026-01-01,2026-06-11,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-AI-011-EV-11,source-docs/Provider_network_contract_analytics_Evidence_SYNTHETIC.md,review_required,section 5.3,MER-AI-011,medium
