tenant_key,entity_id,entity_name,entity_short_name,entity_scope,parent_entity_id,parent_entity_name,data_asset_id,data_asset_name,system_of_record,integration_type,data_owner,data_steward,refresh_frequency,data_quality_status,lineage_status,ai_consumption_readiness,business_question_supported,minimum_validation_needed,data_provider_name,data_provider_role,source_artifact_type,source_artifact_name,capture_method,extraction_method,generated_by,validated_by,source_validation_status,source_as_of_date,known_gaps
meridian-health,MER-HS,Meridian Health System,Meridian,enterprise,,,MER-DATA-001,Unified clinical + claims lakehouse: EMR clinical,Epic Clarity,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,Epic Clarity + Epic Caboodle + Claims administration platform + Pharmacy claims platform + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,not_ready,Operations; CDAO; accountable business owner,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,meridian-health-v6-v7-current-state-v1,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-09,"Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims."
meridian-health,MER-HS,Meridian Health System,Meridian,enterprise,,,MER-DATA-002,Unified clinical + claims lakehouse: claims,Epic Caboodle,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,Epic Clarity + Epic Caboodle + Claims administration platform + Pharmacy claims platform + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,not_ready,Operations; CDAO; accountable business owner,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,meridian-health-v6-v7-current-state-v1,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-09,"Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims."
meridian-health,MER-HS,Meridian Health System,Meridian,enterprise,,,MER-DATA-003,Unified clinical + claims lakehouse: pharmacy,Claims administration platform,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,Epic Clarity + Epic Caboodle + Claims administration platform + Pharmacy claims platform + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,not_ready,Operations; CDAO; accountable business owner,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,meridian-health-v6-v7-current-state-v1,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-09,"Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims."
meridian-health,MER-HS,Meridian Health System,Meridian,enterprise,,,MER-DATA-004,Unified clinical + claims lakehouse: patient/member identity,Pharmacy claims platform,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,Epic Clarity + Epic Caboodle + Claims administration platform + Pharmacy claims platform + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,not_ready,Operations; CDAO; accountable business owner,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,meridian-health-v6-v7-current-state-v1,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-09,"Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims."
meridian-health,MER-HS,Meridian Health System,Meridian,enterprise,,,MER-DATA-005,Unified clinical + claims lakehouse: longitudinal patient view,Databricks on AWS,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,Epic Clarity + Epic Caboodle + Claims administration platform + Pharmacy claims platform + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,not_ready,Operations; CDAO; accountable business owner,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,meridian-health-v6-v7-current-state-v1,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-09,"Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims."
meridian-health,MER-HS,Meridian Health System,Meridian,enterprise,,,MER-DATA-006,Governed data foundation for AI / LLM automation: prior authorization,Epic Clarity,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,Epic Clarity + SQL Server reporting marts + SAS analytics estate + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,not_ready,Operations; CDAO; accountable business owner,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,meridian-health-v6-v7-current-state-v1,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-09,"Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims."
meridian-health,MER-HS,Meridian Health System,Meridian,enterprise,,,MER-DATA-007,Governed data foundation for AI / LLM automation: coding,SQL Server reporting marts,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,Epic Clarity + SQL Server reporting marts + SAS analytics estate + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,not_ready,Operations; CDAO; accountable business owner,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,meridian-health-v6-v7-current-state-v1,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-09,"Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims."
meridian-health,MER-HS,Meridian Health System,Meridian,enterprise,,,MER-DATA-008,Governed data foundation for AI / LLM automation: utilization management,SAS analytics estate,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,Epic Clarity + SQL Server reporting marts + SAS analytics estate + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,not_ready,Operations; CDAO; accountable business owner,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,meridian-health-v6-v7-current-state-v1,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-09,"Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims."
meridian-health,MER-HS,Meridian Health System,Meridian,enterprise,,,MER-DATA-009,Governed data foundation for AI / LLM automation: semantic layer,Databricks on AWS,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,Epic Clarity + SQL Server reporting marts + SAS analytics estate + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,not_ready,Operations; CDAO; accountable business owner,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,meridian-health-v6-v7-current-state-v1,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-09,"Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims."
meridian-health,MER-HS,Meridian Health System,Meridian,enterprise,,,MER-DATA-010,Governed data foundation for AI / LLM automation: data quality rules,Epic Clarity,current_extract_or_target_lakehouse,owner_to_confirm_in_workshop,not_loaded,not_loaded,not_scored,Epic Clarity + SQL Server reporting marts + SAS analytics estate + Databricks on AWS -> current extracts/marts -> governed lakehouse target not certified,not_ready,Operations; CDAO; accountable business owner,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,AbarVa synthetic data steward,Synthetic data generation,repo_generated_current_state_pack,meridian-health-v6-v7-current-state-v1,tenant_config_plus_deterministic_derivation,scripts/lib/v6-v7/tenant-pack-builder.mjs,scripts/tenant-v6/generate-tenant-v6-pack.mjs,scripts/tenant-v6/validate-tenant-v6-pack.mjs,synthetic_demo_manifest_gated,2026-07-09,"Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims."
