tenant_key,source_file,source_type,source_owner,source_date,as_of_date,confidentiality,domains_covered,row_count_or_pages,quality_notes,approved_for_loading,known_gaps,evidence_id
healthcare-demo-new,ServiceNow CMDB export,system_of_record_extract,VP Enterprise Architecture,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,applications_systems; infrastructure_platforms,~30 rows,Synthetic CMDB extract structured to mirror ServiceNow's configuration-item schema,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0001
healthcare-demo-new,Epic Cogito/Clarity reporting extract,system_of_record_extract,VP Clinical Informatics,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,applications_systems; data_assets_integrations,~500 rows,Synthetic Epic reporting-layer extract for build/module inventory,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0002
healthcare-demo-new,Vendor contract register (Legal/Procurement),contract_repository_extract,VP Supply Chain & Procurement,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,vendors_contracts,~120 rows,Synthetic contract register mirroring a DocuSign/Ariba contract repository export,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0003
healthcare-demo-new,IT Finance budget & spend extract,finance_extract,CFO,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,spend_value; business_functions,~30 rows,Synthetic FP&A extract for IT and business-function budget rollups,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0004
healthcare-demo-new,Program portfolio management tool export,pmo_extract,COO,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,programs_initiatives,~40 pages,Synthetic PMO tool export (Clarity/Planview-style) for program status and budget,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0005
healthcare-demo-new,Cotiviti Quality Intelligence workqueue export,vendor_platform_extract,VP Risk Adjustment & RAF Programs,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,risks_controls; metrics_outcomes,~40 pages,Synthetic RAF/quality vendor workqueue extract,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0006
healthcare-demo-new,NCQA HEDIS measure engine output,vendor_platform_extract,VP STARS & HEDIS Program Management,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,metrics_outcomes,~40 pages,Synthetic HEDIS measure-engine output structured to mirror NCQA technical specifications,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0007
healthcare-demo-new,SPH Analytics CAHPS survey results,vendor_platform_extract,VP Quality & Regulatory Affairs,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,metrics_outcomes,~30 rows,Synthetic CAHPS survey results extract,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0008
healthcare-demo-new,Workday HCM org/headcount export,hr_system_extract,CHRO,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,org_ownership; workforce_roles,~30 rows,Synthetic Workday HCM organizational hierarchy and headcount export,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0009
healthcare-demo-new,Executive interview transcripts (synthetic),interview_transcript,CEO,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,org_ownership; programs_initiatives; risks_controls,~40 pages,Synthetic executive/stakeholder interview notes for this enrichment,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0010
