tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,persona_id,persona_name,business_area,population_count,ai_relevance,work_context
skyharbor-air,Airline Demo,v6.0,workforce_persona,SHA-PER-001,IROPS duty manager,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,D19-personas-workforce/D19_personas-workforce.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower,adoption|productivity|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-PER-001,IROPS duty manager,OCC,340,High,"Recovery decision latency, passenger reaccommodation, crew legality"
skyharbor-air,Airline Demo,v6.0,workforce_persona,SHA-PER-002,Dispatcher,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,D19-personas-workforce/D19_personas-workforce.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower,adoption|productivity|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-PER-002,Dispatcher,Flight Operations,1150,Medium,"Flight plan changes, weather routing, release amendments"
skyharbor-air,Airline Demo,v6.0,workforce_persona,SHA-PER-003,Crew scheduler,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,D19-personas-workforce/D19_personas-workforce.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower,adoption|productivity|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-PER-003,Crew scheduler,Crew Operations,930,High,"Crew legality, reserve assignment, hotel transport"
skyharbor-air,Airline Demo,v6.0,workforce_persona,SHA-PER-004,Gate agent,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,D19-personas-workforce/D19_personas-workforce.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower,adoption|productivity|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-PER-004,Gate agent,Airport Ops,18500,High,"Misconnects, rebooking, upgrades, bag exceptions"
skyharbor-air,Airline Demo,v6.0,workforce_persona,SHA-PER-005,Ramp supervisor,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,D19-personas-workforce/D19_personas-workforce.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower,adoption|productivity|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-PER-005,Ramp supervisor,Airport Ops,4200,Medium,"Turnaround timing, equipment, deicing, bags"
skyharbor-air,Airline Demo,v6.0,workforce_persona,SHA-PER-006,Aircraft maintenance controller,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,D19-personas-workforce/D19_personas-workforce.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower,adoption|productivity|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-PER-006,Aircraft maintenance controller,TechOps,880,High,"AOG, MEL/CDL, parts availability, deferral decisions"
skyharbor-air,Airline Demo,v6.0,workforce_persona,SHA-PER-007,Contact center agent,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,D19-personas-workforce/D19_personas-workforce.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower,adoption|productivity|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-PER-007,Contact center agent,Customer Experience,6200,High,"Refunds, vouchers, disruption recovery, loyalty exceptions"
skyharbor-air,Airline Demo,v6.0,workforce_persona,SHA-PER-008,Revenue analyst,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,D19-personas-workforce/D19_personas-workforce.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower,adoption|productivity|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-PER-008,Revenue analyst,Revenue Management,740,Medium,"Pricing, inventory, demand shocks, competitor moves"
skyharbor-air,Airline Demo,v6.0,workforce_persona,SHA-PER-009,Loyalty marketing manager,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,D19-personas-workforce/D19_personas-workforce.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower,adoption|productivity|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-PER-009,Loyalty marketing manager,Loyalty,410,Medium,"Offers, segmentation, partner economics"
skyharbor-air,Airline Demo,v6.0,workforce_persona,SHA-PER-010,Data engineer,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,D19-personas-workforce/D19_personas-workforce.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower,adoption|productivity|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-PER-010,Data engineer,Data & AI,620,High,"Teradata, lake, DataStage, Informatica, lineage"
