tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,org_unit_id,org_unit_name,leader_role,reports_to_role,decision_rights,owned_systems,owned_processes
skyharbor-air,SkyHarbor Air Group,v6.0,org_ownership,SHA-IT-001,Office of Chief Digital & Technology Officer,v4_synthetic_pack,EVP CDTO,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,SHA-IT-001,Office of Chief Digital & Technology Officer,EVP CDTO,data_thin:reports_to_role_missing,enterprise_technology,enterprise_technology,enterprise_technology
skyharbor-air,SkyHarbor Air Group,v6.0,org_ownership,SHA-IT-002,Airline Operations Systems,v4_synthetic_pack,SVP Ops Technology,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,SHA-IT-002,Airline Operations Systems,SVP Ops Technology,data_thin:reports_to_role_missing,ops_systems,ops_systems,ops_systems
skyharbor-air,SkyHarbor Air Group,v6.0,org_ownership,SHA-IT-003,Crew and Flight Operations Platforms,v4_synthetic_pack,VP Crew/Flight Tech,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,SHA-IT-003,Crew and Flight Operations Platforms,VP Crew/Flight Tech,data_thin:reports_to_role_missing,crew_flight,crew_flight,crew_flight
skyharbor-air,SkyHarbor Air Group,v6.0,org_ownership,SHA-IT-004,"Airport, Baggage and Turnaround Systems",v4_synthetic_pack,VP Airport Tech,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,SHA-IT-004,"Airport, Baggage and Turnaround Systems",VP Airport Tech,data_thin:reports_to_role_missing,airport_ops,airport_ops,airport_ops
skyharbor-air,SkyHarbor Air Group,v6.0,org_ownership,SHA-IT-005,TechOps and MRO Systems,v4_synthetic_pack,VP MRO Technology,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,SHA-IT-005,TechOps and MRO Systems,VP MRO Technology,data_thin:reports_to_role_missing,mro,mro,mro
skyharbor-air,SkyHarbor Air Group,v6.0,org_ownership,SHA-IT-006,Revenue Management and Pricing Technology,v4_synthetic_pack,VP Commercial Tech,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,SHA-IT-006,Revenue Management and Pricing Technology,VP Commercial Tech,data_thin:reports_to_role_missing,revenue_management,revenue_management,revenue_management
skyharbor-air,SkyHarbor Air Group,v6.0,org_ownership,SHA-IT-007,Loyalty and Customer Platforms,v4_synthetic_pack,VP Loyalty Tech,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,SHA-IT-007,Loyalty and Customer Platforms,VP Loyalty Tech,data_thin:reports_to_role_missing,loyalty_customer,loyalty_customer,loyalty_customer
skyharbor-air,SkyHarbor Air Group,v6.0,org_ownership,SHA-IT-008,Digital Commerce and Mobile,v4_synthetic_pack,VP Digital Engineering,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,SHA-IT-008,Digital Commerce and Mobile,VP Digital Engineering,data_thin:reports_to_role_missing,digital,digital,digital
skyharbor-air,SkyHarbor Air Group,v6.0,org_ownership,SHA-IT-009,Enterprise Platforms / IBM Z,v4_synthetic_pack,VP Enterprise Platforms,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,SHA-IT-009,Enterprise Platforms / IBM Z,VP Enterprise Platforms,data_thin:reports_to_role_missing,mainframe,mainframe,mainframe
skyharbor-air,SkyHarbor Air Group,v6.0,org_ownership,SHA-IT-010,AWS Cloud Platform Engineering,v4_synthetic_pack,VP Cloud Platform,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,SHA-IT-010,AWS Cloud Platform Engineering,VP Cloud Platform,data_thin:reports_to_role_missing,cloud,cloud,cloud
