tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,process,process_owner,severity,status,control,affected_systems,business_impact
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0001,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0002,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,3,2026-06-18,2026-02-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0003,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,4,2026-06-18,2026-03-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0004,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,5,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0005,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,6,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0006,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,7,2026-06-18,2026-06-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0007,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,8,2026-06-18,2026-07-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0008,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,9,2026-06-18,2026-08-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0009,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,10,2026-06-18,2026-09-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0010,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,11,2026-06-18,2026-10-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0011,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,12,2026-06-18,2026-11-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0012,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,13,2026-06-18,2026-12-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0013,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,14,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0014,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,15,2026-06-18,2026-02-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0015,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,16,2026-06-18,2026-03-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0016,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,17,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0017,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,18,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0018,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,19,2026-06-18,2026-06-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0019,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,20,2026-06-18,2026-07-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0020,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,21,2026-06-18,2026-08-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0021,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,22,2026-06-18,2026-09-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0022,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,23,2026-06-18,2026-10-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0023,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,24,2026-06-18,2026-11-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
skyharbor-air,Airline Demo,v6.0,operations_risk_control,SHA-OPS-0024,operations_risk_control record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,25,2026-06-18,2026-12-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:process_missing|data_thin:process_owner_missing|data_thin:severity_missing|data_thin:status_missing|data_thin:control_missing|data_thin:affected_systems_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,data_thin:process_missing,data_thin:process_owner_missing,data_thin:severity_missing,data_thin:status_missing,data_thin:control_missing,data_thin:affected_systems_missing,Synthetic operational reliability time series for Tower and Intelligence cross-dimension reasoning
