tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,metric_id,metric_name,metric_definition,calculation_basis,unit_of_measure,metric_owner,metric_claim_level
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0001,Cost-to-Income Ratio,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0001,Cost-to-Income Ratio,Operating cost as a percent of operating income.,%,%,CFO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0002,Net Promoter Score,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0002,Net Promoter Score,Likelihood customers recommend the airline (-100..100).,score,score,CMO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0003,Employee Attrition Rate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0003,Employee Attrition Rate,Annualized voluntary employee turnover.,%,%,CHRO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0004,Forecast Accuracy,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0004,Forecast Accuracy,Demand forecast accuracy across the network.,%,%,CRO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0005,EBIT Margin,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0005,EBIT Margin,Earnings before interest and tax as a percent of revenue.,%,%,CFO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0006,Days Sales Outstanding,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0006,Days Sales Outstanding,Average days to collect receivables.,days,days,CFO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0007,Digital Self-Service Rate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0007,Digital Self-Service Rate,Share of service interactions resolved without an agent.,%,%,CIO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0008,IT Spend as % of Revenue,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0008,IT Spend as % of Revenue,Total technology spend relative to revenue.,%,%,CIO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0009,First Contact Resolution,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0009,First Contact Resolution,Contact-center issues resolved on first contact.,%,%,CMO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0010,Procurement Cost Savings,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0010,Procurement Cost Savings,Realized savings against addressable spend.,%,%,CFO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0011,Safety Incident Rate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,12,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0011,Safety Incident Rate,Reportable safety incidents per 100k operations.,rate,rate,COO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0012,Cyber Mean-Time-to-Detect,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,13,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0012,Cyber Mean-Time-to-Detect,Average hours to detect a security incident.,hours,hours,CIO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0013,On-Time Performance %,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,14,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0013,On-Time Performance %,Flights departing/arriving within 15 minutes of schedule.,%,%,COO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0014,Load Factor %,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,15,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0014,Load Factor %,Revenue passenger-miles as a percent of available seat-miles.,%,%,CRO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0015,CASM,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,16,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0015,CASM,Cost per Available Seat Mile.,cents,cents,CFO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0016,RASM,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,17,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0016,RASM,Revenue per Available Seat Mile.,cents,cents,CRO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0017,Completion Factor %,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,18,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0017,Completion Factor %,Percent of scheduled flights actually operated.,%,%,COO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0018,Ancillary Revenue per Pax,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,19,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0018,Ancillary Revenue per Pax,Non-ticket revenue earned per passenger.,$,$,CRO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0019,Mishandled Bags per 1000,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,20,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0019,Mishandled Bags per 1000,Mishandled bag reports per 1000 passengers.,rate,rate,COO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0020,Aircraft Utilization,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,21,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0020,Aircraft Utilization,Average block hours flown per aircraft per day.,hours,hours,COO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0021,Fuel Burn per ASM,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,22,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0021,Fuel Burn per ASM,Fuel consumed per available seat-mile.,kg,kg,COO,operational
skyharbor-air,Airline Demo,v6.0,metric_definition,MET-0022,Turnaround Time,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,23,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MET-0022,Turnaround Time,"Average gate turnaround time, narrowbody.",minutes,minutes,COO,operational
