claimId,tenantKey,claimType,claim,valueAsserted,assertingFiles,conflictState,authoritativeCandidate,allowedUse,blockedNarrative,recommendedNextEvidence,smeReviewer,status
MER-DUP-001,meridian-health,duplicate-truth-candidate,Canonical dimension 00_enterprise_profile.csv exists in 2 roots,00_enterprise_profile.csv=2 rows; 00_enterprise_profile.csv=2 rows,datasets/tenant-inputs/active/meridian-health/current/00_enterprise_profile.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/00_enterprise_profile.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/meridian-health/current/00_enterprise_profile.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-002,meridian-health,duplicate-truth-candidate,Canonical dimension 01_business_functions.csv exists in 3 roots,01_business_functions.csv=228 rows; 01_business_functions.csv=228 rows; 01_business_functions.csv=20 rows,datasets/tenant-inputs/active/meridian-health/current/01_business_functions.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/01_business_functions.csv; datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/01_business_functions.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/01_business_functions.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-003,meridian-health,duplicate-truth-candidate,Canonical dimension 02_org_ownership.csv exists in 2 roots,02_org_ownership.csv=228 rows; 02_org_ownership.csv=228 rows,datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/02_org_ownership.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-004,meridian-health,duplicate-truth-candidate,Canonical dimension 03_workforce_roles.csv exists in 2 roots,03_workforce_roles.csv=221 rows; 03_workforce_roles.csv=221 rows,datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/03_workforce_roles.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-005,meridian-health,duplicate-truth-candidate,Canonical dimension 04_applications_systems.csv exists in 3 roots,04_applications_systems.csv=241 rows; 04_applications_systems.csv=241 rows; 04_applications_systems.csv=20 rows,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/04_applications_systems.csv; datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/04_applications_systems.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-006,meridian-health,duplicate-truth-candidate,Canonical dimension 05_data_assets_integrations.csv exists in 3 roots,05_data_assets_integrations.csv=242 rows; 05_data_assets_integrations.csv=242 rows; 05_data_assets_integrations.csv=20 rows,datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/05_data_assets_integrations.csv; datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/05_data_assets_integrations.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-007,meridian-health,duplicate-truth-candidate,Canonical dimension 06_infrastructure_platforms.csv exists in 2 roots,06_infrastructure_platforms.csv=15 rows; 06_infrastructure_platforms.csv=15 rows,datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/06_infrastructure_platforms.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-008,meridian-health,duplicate-truth-candidate,Canonical dimension 07_vendors_contracts.csv exists in 3 roots,07_vendors_contracts.csv=231 rows; 07_vendors_contracts.csv=231 rows; 07_vendors_contracts.csv=20 rows,datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/07_vendors_contracts.csv; datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/07_vendors_contracts.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-009,meridian-health,duplicate-truth-candidate,Canonical dimension 08_it_budget_spend_value.csv exists in 3 roots,08_it_budget_spend_value.csv=298 rows; 08_it_budget_spend_value.csv=298 rows; 08_it_budget_spend_value.csv=20 rows,datasets/tenant-inputs/active/meridian-health/current/08_it_budget_spend_value.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/08_it_budget_spend_value.csv; datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/08_it_budget_spend_value.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/08_it_budget_spend_value.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-010,meridian-health,duplicate-truth-candidate,Canonical dimension 09_programs_initiatives.csv exists in 2 roots,09_programs_initiatives.csv=256 rows; 09_programs_initiatives.csv=256 rows,datasets/tenant-inputs/active/meridian-health/current/09_programs_initiatives.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/09_programs_initiatives.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/meridian-health/current/09_programs_initiatives.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-011,meridian-health,duplicate-truth-candidate,Canonical dimension 10_ai_automation_use_cases.csv exists in 2 roots,10_ai_automation_use_cases.csv=251 rows; 10_ai_automation_use_cases.csv=251 rows,datasets/tenant-inputs/active/meridian-health/current/10_ai_automation_use_cases.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/10_ai_automation_use_cases.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/meridian-health/current/10_ai_automation_use_cases.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-012,meridian-health,duplicate-truth-candidate,Canonical dimension 11_risks_controls.csv exists in 3 roots,11_risks_controls.csv=249 rows; 11_risks_controls.csv=249 rows; 11_risks_controls.csv=20 rows,datasets/tenant-inputs/active/meridian-health/current/11_risks_controls.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/11_risks_controls.csv; datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/11_risks_controls.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/11_risks_controls.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-013,meridian-health,duplicate-truth-candidate,Canonical dimension 12_relationships.csv exists in 2 roots,12_relationships.csv=1037 rows; 12_relationships.csv=298 rows,datasets/tenant-inputs/active/meridian-health/current/12_relationships.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/12_relationships.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/12_relationships.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-014,meridian-health,duplicate-truth-candidate,Canonical dimension 13_evidence_sources.csv exists in 2 roots,13_evidence_sources.csv=508 rows; 13_evidence_sources.csv=508 rows,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/13_evidence_sources.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-015,meridian-health,duplicate-truth-candidate,Canonical dimension 14_metrics_outcomes.csv exists in 3 roots,14_metrics_outcomes.csv=257 rows; 14_metrics_outcomes.csv=257 rows; 14_metrics_outcomes.csv=20 rows,datasets/tenant-inputs/active/meridian-health/current/14_metrics_outcomes.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/14_metrics_outcomes.csv; datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/14_metrics_outcomes.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/meridian-health/current/14_metrics_outcomes.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-016,meridian-health,duplicate-truth-candidate,Canonical dimension 15_industry_context_patterns.csv exists in 2 roots,15_industry_context_patterns.csv=7 rows; 15_industry_context_patterns.csv=7 rows,datasets/tenant-inputs/active/meridian-health/current/15_industry_context_patterns.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/15_industry_context_patterns.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/meridian-health/current/15_industry_context_patterns.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-017,meridian-health,duplicate-truth-candidate,Canonical dimension 16_expert_lenses.csv exists in 2 roots,16_expert_lenses.csv=7 rows; 16_expert_lenses.csv=7 rows,datasets/tenant-inputs/active/meridian-health/current/16_expert_lenses.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/16_expert_lenses.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/meridian-health/current/16_expert_lenses.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-018,meridian-health,duplicate-truth-candidate,Canonical dimension 17_managed_services_scope.csv exists in 2 roots,17_managed_services_scope.csv=228 rows; 17_managed_services_scope.csv=228 rows,datasets/tenant-inputs/active/meridian-health/current/17_managed_services_scope.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/17_managed_services_scope.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/meridian-health/current/17_managed_services_scope.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-019,meridian-health,duplicate-truth-candidate,Canonical dimension 18_operational_process_evidence.csv exists in 2 roots,18_operational_process_evidence.csv=228 rows; 18_operational_process_evidence.csv=228 rows,datasets/tenant-inputs/active/meridian-health/current/18_operational_process_evidence.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/18_operational_process_evidence.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/meridian-health/current/18_operational_process_evidence.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-020,meridian-health,duplicate-truth-candidate,Canonical dimension SA02_IT_Finance_Budget_Spend_Extract.csv exists in 2 roots,SA02_IT_Finance_Budget_Spend_Extract.csv=70 rows; SA02_IT_Finance_Budget_Spend_Extract.csv=70 rows,datasets/tenant-inputs/active/meridian-health/current/SA02_IT_Finance_Budget_Spend_Extract.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA02_IT_Finance_Budget_Spend_Extract.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/meridian-health/current/SA02_IT_Finance_Budget_Spend_Extract.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-021,meridian-health,duplicate-truth-candidate,Canonical dimension SA04_Program_Portfolio_Extract.csv exists in 2 roots,SA04_Program_Portfolio_Extract.csv=14 rows; SA04_Program_Portfolio_Extract.csv=14 rows,datasets/tenant-inputs/active/meridian-health/current/SA04_Program_Portfolio_Extract.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA04_Program_Portfolio_Extract.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/meridian-health/current/SA04_Program_Portfolio_Extract.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-022,meridian-health,duplicate-truth-candidate,Canonical dimension SA08_AI_Benefits_Realization_Usage_Ledger.csv exists in 2 roots,SA08_AI_Benefits_Realization_Usage_Ledger.csv=8 rows; SA08_AI_Benefits_Realization_Usage_Ledger.csv=8 rows,datasets/tenant-inputs/active/meridian-health/current/SA08_AI_Benefits_Realization_Usage_Ledger.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA08_AI_Benefits_Realization_Usage_Ledger.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/meridian-health/current/SA08_AI_Benefits_Realization_Usage_Ledger.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-023,meridian-health,duplicate-truth-candidate,Canonical dimension SA09_AI_Tool_Usage_Feed.csv exists in 2 roots,SA09_AI_Tool_Usage_Feed.csv=8 rows; SA09_AI_Tool_Usage_Feed.csv=8 rows,datasets/tenant-inputs/active/meridian-health/current/SA09_AI_Tool_Usage_Feed.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA09_AI_Tool_Usage_Feed.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/meridian-health/current/SA09_AI_Tool_Usage_Feed.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-024,meridian-health,duplicate-truth-candidate,Canonical dimension SA10_AI_Value_Interview_Evidence.csv exists in 2 roots,SA10_AI_Value_Interview_Evidence.csv=8 rows; SA10_AI_Value_Interview_Evidence.csv=8 rows,datasets/tenant-inputs/active/meridian-health/current/SA10_AI_Value_Interview_Evidence.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA10_AI_Value_Interview_Evidence.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/meridian-health/current/SA10_AI_Value_Interview_Evidence.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-DUP-025,meridian-health,duplicate-truth-candidate,Canonical dimension SA11_AI_KPI_Operational_Outcome_Feed.csv exists in 2 roots,SA11_AI_KPI_Operational_Outcome_Feed.csv=8 rows; SA11_AI_KPI_Operational_Outcome_Feed.csv=8 rows,datasets/tenant-inputs/active/meridian-health/current/SA11_AI_KPI_Operational_Outcome_Feed.csv; datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA11_AI_KPI_Operational_Outcome_Feed.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/meridian-health/current/SA11_AI_KPI_Operational_Outcome_Feed.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
MER-SCHEMA-026,meridian-health,contract-column-gap,00_enterprise_profile.csv is missing 8 declared column(s),entity_name; customer_segments; mission; vision; leadership_team; current_state_notes; target_state_notes; known_gaps,datasets/tenant-inputs/active/meridian-health/current/00_enterprise_profile.csv,SCHEMA_GAP,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Rows are readable; the missing columns carry no evidence for this tenant.,Do not report the missing attributes as zero or as known.,source extract that carries the missing columns,,open
MER-SCHEMA-027,meridian-health,contract-column-gap,01_business_functions.csv is missing 13 declared column(s),function_name; parent_function; executive_owner; business_capabilities; criticality; annual_budget_usd; fte_count; outsourced_support; current_state_notes; target_state_notes; source_file; source_date; known_gaps,datasets/tenant-inputs/active/meridian-health/current/01_business_functions.csv,SCHEMA_GAP,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Rows are readable; the missing columns carry no evidence for this tenant.,Do not report the missing attributes as zero or as known.,source extract that carries the missing columns,,open
MER-SCHEMA-028,meridian-health,contract-column-gap,02_org_ownership.csv is missing 12 declared column(s),org_unit; parent_org_unit; leader_name_or_role; role_level; decision_rights; owned_functions; owned_systems; owned_data_domains; location_scope; source_file; source_date; known_gaps,datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,SCHEMA_GAP,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Rows are readable; the missing columns carry no evidence for this tenant.,Do not report the missing attributes as zero or as known.,source extract that carries the missing columns,,open
MER-SCHEMA-029,meridian-health,contract-column-gap,03_workforce_roles.csv is missing 12 declared column(s),persona_or_role; function_name; role_count; location_model; employment_type; vendor_supported; skills; pain_points; automation_opportunity; source_file; source_date; known_gaps,datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv,SCHEMA_GAP,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Rows are readable; the missing columns carry no evidence for this tenant.,Do not report the missing attributes as zero or as known.,source extract that carries the missing columns,,open
MER-SCHEMA-030,meridian-health,contract-column-gap,04_applications_systems.csv is missing 17 declared column(s),system_name; system_type; system_category; business_function; system_scope; deployment_model; hosting_location; lifecycle_state; business_owner; technology_owner; vendor; data_domains; interfaces_count; current_state_or_target_state; source_file; source_date; known_gaps,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,SCHEMA_GAP,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Rows are readable; the missing columns carry no evidence for this tenant.,Do not report the missing attributes as zero or as known.,source extract that carries the missing columns,,open
MER-SCHEMA-031,meridian-health,contract-column-gap,05_data_assets_integrations.csv is missing 15 declared column(s),data_asset_name; source_system; target_system; integration_type; platform_or_database; current_state_or_target_state; refresh_frequency; data_owner; data_steward; quality_status; regulated_data_flag; analytics_usage; source_file; source_date; known_gaps,datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv,SCHEMA_GAP,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Rows are readable; the missing columns carry no evidence for this tenant.,Do not report the missing attributes as zero or as known.,source extract that carries the missing columns,,open
MER-SCHEMA-032,meridian-health,contract-column-gap,06_infrastructure_platforms.csv is missing 13 declared column(s),platform_name; platform_type; hosting_model; data_center_or_region; technology_stack; operational_owner; lifecycle_state; capacity_or_scale; constraints; future_target_flag; source_file; source_date; known_gaps,datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,SCHEMA_GAP,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Rows are readable; the missing columns carry no evidence for this tenant.,Do not report the missing attributes as zero or as known.,source extract that carries the missing columns,,open
MER-SCHEMA-033,meridian-health,contract-column-gap,07_vendors_contracts.csv is missing 16 declared column(s),vendor_name; contract_name; service_category; business_owner; contract_owner; annual_spend_usd; term_start; term_end; renewal_date; commercial_model; supported_systems; supported_functions; risk_rating; source_file; source_date; known_gaps,datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,SCHEMA_GAP,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Rows are readable; the missing columns carry no evidence for this tenant.,Do not report the missing attributes as zero or as known.,source extract that carries the missing columns,,open
MER-DRIFT-034,meridian-health,contract-naming-drift,Contract file 08_spend_value.csv is carried as 08_it_budget_spend_value.csv in the active root,08_it_budget_spend_value.csv,datasets/tenant-inputs/active/meridian-health/current/08_it_budget_spend_value.csv,NAME_DRIFT,08_spend_value.csv,"Readable, but loaders keyed on the contract filename will miss it.",,decide whether the contract or the tenant file name is authoritative,,open
MER-SCHEMA-035,meridian-health,contract-column-gap,08_it_budget_spend_value.csv is missing 11 declared column(s),spend_category; cost_center_or_owner; annual_spend_usd; run_change_transform_split; vendor_internal_split; value_driver; savings_opportunity_usd; calculation_basis; source_file; source_date; known_gaps,datasets/tenant-inputs/active/meridian-health/current/08_it_budget_spend_value.csv,SCHEMA_GAP,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Rows are readable; the missing columns carry no evidence for this tenant.,Do not report the missing attributes as zero or as known.,source extract that carries the missing columns,,open
MER-SCHEMA-036,meridian-health,contract-column-gap,09_programs_initiatives.csv is missing 15 declared column(s),program_name; business_sponsor; technology_owner; objective; scope; status; phase; target_outcomes; dependencies; risks; budget_usd; expected_value_usd; source_file; source_date; known_gaps,datasets/tenant-inputs/active/meridian-health/current/09_programs_initiatives.csv,SCHEMA_GAP,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Rows are readable; the missing columns carry no evidence for this tenant.,Do not report the missing attributes as zero or as known.,source extract that carries the missing columns,,open
MER-SCHEMA-037,meridian-health,contract-column-gap,10_ai_automation_use_cases.csv is missing 12 declared column(s),use_case_name; business_function; process_area; ai_pattern; current_status; required_data; required_systems; human_approval_points; risk_controls; source_file; source_date; known_gaps,datasets/tenant-inputs/active/meridian-health/current/10_ai_automation_use_cases.csv,SCHEMA_GAP,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Rows are readable; the missing columns carry no evidence for this tenant.,Do not report the missing attributes as zero or as known.,source extract that carries the missing columns,,open
MER-SCHEMA-038,meridian-health,contract-column-gap,11_risks_controls.csv is missing 13 declared column(s),risk_or_control_name; risk_domain; business_function; systems_impacted; severity; likelihood; control_owner; control_status; evidence_required; mitigation_plan; source_file; source_date; known_gaps,datasets/tenant-inputs/active/meridian-health/current/11_risks_controls.csv,SCHEMA_GAP,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Rows are readable; the missing columns carry no evidence for this tenant.,Do not report the missing attributes as zero or as known.,source extract that carries the missing columns,,open
MER-SCHEMA-039,meridian-health,contract-column-gap,13_evidence_sources.csv is missing 10 declared column(s),source_file; source_owner; source_date; as_of_date; confidentiality; domains_covered; row_count_or_pages; quality_notes; approved_for_loading; known_gaps,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv,SCHEMA_GAP,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Rows are readable; the missing columns carry no evidence for this tenant.,Do not report the missing attributes as zero or as known.,source extract that carries the missing columns,,open
MER-SCHEMA-040,meridian-health,contract-column-gap,14_metrics_outcomes.csv is missing 11 declared column(s),metric_name; metric_domain; business_function; definition; baseline_period; owner; data_source; calculation_basis; source_file; source_date; known_gaps,datasets/tenant-inputs/active/meridian-health/current/14_metrics_outcomes.csv,SCHEMA_GAP,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Rows are readable; the missing columns carry no evidence for this tenant.,Do not report the missing attributes as zero or as known.,source extract that carries the missing columns,,open
MER-SCHEMA-041,meridian-health,contract-column-gap,15_industry_context_patterns.csv is missing 9 declared column(s),pattern_name; industry; business_context; applicability; evidence_basis; caveats; source_file; source_date; known_gaps,datasets/tenant-inputs/active/meridian-health/current/15_industry_context_patterns.csv,SCHEMA_GAP,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Rows are readable; the missing columns carry no evidence for this tenant.,Do not report the missing attributes as zero or as known.,source extract that carries the missing columns,,open
MER-SCHEMA-042,meridian-health,contract-column-gap,16_expert_lenses.csv is missing 9 declared column(s),lens_name; expert_role; questions_to_answer; required_inputs; decision_use; limitations; source_file; source_date; known_gaps,datasets/tenant-inputs/active/meridian-health/current/16_expert_lenses.csv,SCHEMA_GAP,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Rows are readable; the missing columns carry no evidence for this tenant.,Do not report the missing attributes as zero or as known.,source extract that carries the missing columns,,open
MER-DRIFT-043,meridian-health,contract-naming-drift,Contract file 17_service_scope_managed_services.csv is carried as 17_managed_services_scope.csv in the active root,17_managed_services_scope.csv,datasets/tenant-inputs/active/meridian-health/current/17_managed_services_scope.csv,NAME_DRIFT,17_service_scope_managed_services.csv,"Readable, but loaders keyed on the contract filename will miss it.",,decide whether the contract or the tenant file name is authoritative,,open
